block_index,matrix_shape,dominant_weight,second_weight,rank_proxy,is_rank_one,status
0,351x351,9.8903643162227617e-01,1.0657412023462359e-02,2,False,not tight
1,253x253,9.7490558746167888e-01,1.6075775498803395e-02,2,False,not tight
2,253x253,9.5544094730958873e-01,1.6281918990198031e-02,3,False,not tight
3,253x253,9.4126474839870233e-01,2.0885726597458541e-02,3,False,not tight
4,253x253,9.3861781237443775e-01,2.6586821455584383e-02,3,False,not tight
5,253x253,9.4084304304783950e-01,2.1148297344148803e-02,3,False,not tight
6,253x253,9.3562507646496174e-01,1.9213280377036304e-02,3,False,not tight
7,253x253,8.9014148677608940e-01,5.5535307119061024e-02,3,False,not tight
8,253x253,8.1773030689948145e-01,9.2277773287375076e-02,4,False,not tight
9,253x253,7.6547953429120730e-01,1.7556089908111788e-01,4,False,not tight
10,253x253,7.6700847396717275e-01,1.7699628674155413e-01,4,False,not tight
11,253x253,7.9424105485528884e-01,1.4865110519751168e-01,4,False,not tight
12,253x253,8.5348498617956314e-01,7.8274541613369428e-02,3,False,not tight
13,253x253,8.4274696093679224e-01,1.0830866309083549e-01,3,False,not tight
14,253x253,8.2566315069847385e-01,1.2908451654032863e-01,3,False,not tight
15,253x253,8.3333467152685747e-01,1.3009644949008445e-01,3,False,not tight
16,253x253,8.3293254929027960e-01,1.3845735337882362e-01,3,False,not tight
17,253x253,8.1883959963966546e-01,1.5827071463093467e-01,2,False,not tight
18,253x253,8.0763281004192333e-01,1.7310180915485016e-01,2,False,not tight
19,26x26,9.9238609272898914e-01,7.5571083346633152e-03,1,False,not tight
20,22x22,9.8313546068537683e-01,1.2200446560083905e-02,2,False,not tight
21,26x26,9.8692507152792486e-01,1.3017003545843855e-02,2,False,not tight
22,22x22,9.7262264796723519e-01,2.1399817976771048e-02,2,False,not tight
23,26x26,9.9591781387612854e-01,4.0680686194455359e-03,1,False,not tight
24,26x26,9.9349676128251052e-01,6.4577168309689469e-03,1,False,not tight
25,26x26,9.3989175811784820e-01,5.8807770466117126e-02,2,False,not tight
26,26x26,9.9244800926485310e-01,7.4921466153266550e-03,1,False,not tight
27,26x26,9.8623435997352737e-01,1.3659371451975490e-02,2,False,not tight
28,22x22,9.8511404780929490e-01,1.0274771752488388e-02,2,False,not tight
29,22x22,9.7160939432470872e-01,1.4021052175047009e-02,2,False,not tight
30,22x22,8.6177641884920897e-01,8.1143896370205928e-02,3,False,not tight
31,22x22,7.9370011281706521e-01,1.2991161550502622e-01,5,False,not tight
32,22x22,9.8374763947034460e-01,1.3343858471868421e-02,2,False,not tight
33,22x22,9.8465332242145687e-01,1.0875744098145028e-02,2,False,not tight
34,22x22,9.9544047803868740e-01,3.5603871110164876e-03,1,False,not tight
35,22x22,9.8239443956170380e-01,1.2749165697272505e-02,2,False,not tight
36,22x22,9.8886876841013593e-01,7.6977131151625350e-03,1,False,not tight
37,22x22,9.6837845583489979e-01,1.6247879641969894e-02,2,False,not tight
38,22x22,9.6319364608464242e-01,1.4676006811350522e-02,2,False,not tight
39,22x22,9.5492654137400823e-01,2.4244449760079768e-02,3,False,not tight
40,22x22,9.5058973247083778e-01,2.1855321468895676e-02,3,False,not tight
41,22x22,9.7569289786124369e-01,1.5890639554015352e-02,2,False,not tight
42,22x22,9.7178214480148217e-01,1.4259075291313298e-02,2,False,not tight
43,22x22,9.8582935852452735e-01,7.8097120684592295e-03,1,False,not tight
44,22x22,9.6939460191761773e-01,1.5990830718712518e-02,2,False,not tight
45,22x22,9.6914234496250129e-01,1.6761703482425717e-02,2,False,not tight
46,22x22,9.6392301336435904e-01,1.4221354525446164e-02,2,False,not tight
47,22x22,9.6296539556172811e-01,1.7873666658186273e-02,2,False,not tight
48,22x22,9.7853920469033462e-01,1.1785422704834798e-02,2,False,not tight
49,22x22,9.7584945265154932e-01,1.4910519063630771e-02,2,False,not tight
50,22x22,9.7118946316170451e-01,1.2955295638332046e-02,2,False,not tight
51,22x22,9.6380673602243538e-01,1.4480899447371985e-02,2,False,not tight
52,22x22,9.7889161650968781e-01,1.0396574403592266e-02,2,False,not tight
53,22x22,9.6226458159181194e-01,1.4894678444258814e-02,2,False,not tight
54,22x22,9.7500276244318884e-01,1.1627519505098990e-02,2,False,not tight
55,22x22,9.6363906511402098e-01,1.7511598538492622e-02,2,False,not tight
56,22x22,9.6585970799051601e-01,1.3745541795184366e-02,2,False,not tight
57,22x22,9.7706977416442709e-01,1.4186552281006218e-02,2,False,not tight
58,22x22,9.7883787237507824e-01,1.0574220496614569e-02,2,False,not tight
59,22x22,9.8104397168050805e-01,7.1339782993065978e-03,1,False,not tight
60,22x22,9.6545289585417826e-01,1.6496203919111031e-02,2,False,not tight
61,22x22,9.7434654520961939e-01,1.0769351609138337e-02,2,False,not tight
62,22x22,9.6669192890255984e-01,1.5669866883485387e-02,2,False,not tight
63,22x22,9.7271556992495678e-01,1.3923086260011116e-02,2,False,not tight
64,22x22,9.6644113770947571e-01,1.3526512170391473e-02,2,False,not tight
65,22x22,9.6325020612057854e-01,1.2471972678400977e-02,2,False,not tight
66,22x22,9.7985104899262654e-01,1.0532218213811423e-02,2,False,not tight
67,22x22,9.7765330161534925e-01,1.0138344600712199e-02,2,False,not tight
68,22x22,9.8591203475552591e-01,4.8837093718048664e-03,1,False,not tight
69,22x22,9.7027043019221693e-01,1.1802264420665051e-02,2,False,not tight
70,22x22,9.7926614606585272e-01,7.3767315906817857e-03,1,False,not tight
71,22x22,9.7115338592514344e-01,1.0934689213245419e-02,2,False,not tight
72,22x22,9.7606425263415109e-01,1.0370540212978382e-02,2,False,not tight
73,22x22,9.6378042484490878e-01,1.2275482822820795e-02,2,False,not tight
74,22x22,9.3675424296156162e-01,3.4695516470600159e-02,3,False,not tight
75,22x22,9.7903399895685428e-01,9.0214893165300840e-03,1,False,not tight
76,22x22,9.5546980918727853e-01,3.1377334201705485e-02,2,False,not tight
77,22x22,9.8409035980546167e-01,6.0140279904767361e-03,1,False,not tight
78,22x22,9.6993718918196170e-01,9.5836132987601203e-03,1,False,not tight
79,22x22,9.7731750637813342e-01,1.1305042949048653e-02,2,False,not tight
80,22x22,9.7005051520269903e-01,8.9303360918362006e-03,1,False,not tight
81,22x22,9.7384358977013230e-01,1.0123185193405692e-02,2,False,not tight
82,22x22,9.3744004023949357e-01,3.4406603565963374e-02,3,False,not tight
83,22x22,8.9407569498033734e-01,5.8375419192510908e-02,3,False,not tight
84,22x22,9.6632527285094183e-01,1.6181342120527714e-02,2,False,not tight
85,22x22,9.3486050787129005e-01,4.5013927198950553e-02,3,False,not tight
86,22x22,9.6241725774262310e-01,2.3865863236697898e-02,2,False,not tight
87,22x22,9.4941857829675125e-01,3.0545084882535010e-02,2,False,not tight
88,22x22,9.5046460296541346e-01,3.7466516979377612e-02,2,False,not tight
89,22x22,9.4775091431582048e-01,3.0370274934529432e-02,2,False,not tight
90,22x22,9.4897495908707241e-01,3.2472899036784512e-02,2,False,not tight
91,22x22,8.9447420191035287e-01,5.8011760788409888e-02,3,False,not tight
92,22x22,8.6798797028734354e-01,1.0117003087244091e-01,3,False,not tight
93,22x22,9.3849312404339469e-01,3.2885652321571590e-02,3,False,not tight
94,22x22,9.2274227163644895e-01,5.6697099037968803e-02,3,False,not tight
95,22x22,9.2630018514689583e-01,5.3424532941255855e-02,3,False,not tight
96,22x22,9.2297538433685811e-01,5.6718495372839933e-02,3,False,not tight
97,22x22,9.1504078496350172e-01,6.4497017970295722e-02,3,False,not tight
98,22x22,9.1614873354968007e-01,5.7030574950099736e-02,3,False,not tight
99,22x22,9.1124630119688832e-01,5.7012984152415444e-02,3,False,not tight
100,22x22,8.6788821435149721e-01,1.0151174082276754e-01,3,False,not tight
101,22x22,8.6915632609431381e-01,1.0197724190825486e-01,3,False,not tight
102,22x22,8.8858904878908351e-01,9.6454234709026546e-02,2,False,not tight
103,22x22,8.9082092740369145e-01,9.2080457320541070e-02,2,False,not tight
104,22x22,9.3109814613210262e-01,5.1180611542088091e-02,2,False,not tight
105,22x22,9.5272235506712366e-01,2.9752438078260886e-02,2,False,not tight
106,22x22,9.0421488319786336e-01,7.5782586721573744e-02,3,False,not tight
107,22x22,9.1726759910739686e-01,5.6187294104385839e-02,3,False,not tight
108,22x22,8.9216320663672166e-01,8.4854374136992428e-02,3,False,not tight
109,22x22,8.7167656708668495e-01,9.9436164878305533e-02,3,False,not tight
110,22x22,8.8845725872072479e-01,8.1577327365525060e-02,3,False,not tight
111,22x22,8.8696367788675090e-01,9.8876808168429323e-02,2,False,not tight
112,22x22,9.0267734434868419e-01,8.0990913300345968e-02,2,False,not tight
113,22x22,9.3134864106888993e-01,5.3128564084149468e-02,2,False,not tight
114,22x22,9.7698465533404488e-01,7.6587002287788726e-03,1,False,not tight
115,22x22,9.1460069386993448e-01,7.0805477347732224e-02,2,False,not tight
116,22x22,9.0858600409938295e-01,6.9193452428188210e-02,2,False,not tight
117,22x22,8.9919978287207081e-01,7.9205723938846145e-02,2,False,not tight
118,22x22,8.9307187964065637e-01,7.6720245051326103e-02,3,False,not tight
119,22x22,9.2390009946787544e-01,4.1618134471745602e-02,3,False,not tight
120,22x22,9.0858925786171474e-01,7.4344683924459573e-02,2,False,not tight
121,22x22,9.3763694444200718e-01,4.0067649412789466e-02,3,False,not tight
122,22x22,9.4925621802066318e-01,3.3042604411433488e-02,2,False,not tight
123,22x22,9.5676525403251445e-01,2.6560433864851012e-02,2,False,not tight
124,22x22,9.7198979640194161e-01,9.2364089439198622e-03,1,False,not tight
125,22x22,9.1738460694543733e-01,5.8249682116598790e-02,3,False,not tight
126,22x22,9.1523616264538832e-01,5.8197688273139245e-02,3,False,not tight
127,22x22,9.2619751840403197e-01,4.0009832847654830e-02,3,False,not tight
128,22x22,9.2173980838881020e-01,5.2683274865659296e-02,2,False,not tight
129,22x22,9.3469084504823530e-01,4.2437023275268319e-02,3,False,not tight
130,22x22,9.2608496383104788e-01,5.9281344901277788e-02,2,False,not tight
