Moment matrix rank condition
================================================================================
Rank threshold: 1.00e-02
Dominant weight threshold: 0.999
Number of moment matrices: 188

Worst rank proxy: 6
Minimum dominant weight: 6.0008458e-01
Maximum second weight: 3.0650937e-01
All blocks rank-one: False

Per-block rank proxy
--------------------------------------------------------------------------------
block   shape       dominant_weight      second_weight       rank_proxy   status
0       351x351     9.84770313e-01       1.46820890e-02      2            not tight
1       253x253     9.83191713e-01       9.97415288e-03      1            not tight
2       253x253     8.78445474e-01       1.08999706e-01      2            not tight
3       253x253     8.16806222e-01       1.60359012e-01      3            not tight
4       253x253     7.14877278e-01       2.70444896e-01      2            not tight
5       253x253     6.83318128e-01       3.06509367e-01      2            not tight
6       253x253     7.67058992e-01       2.21176583e-01      2            not tight
7       253x253     7.86515839e-01       1.95175121e-01      2            not tight
8       253x253     8.74896020e-01       9.80841287e-02      2            not tight
9       253x253     9.35977150e-01       4.03951248e-02      2            not tight
10      253x253     9.66544154e-01       1.25849760e-02      2            not tight
11      253x253     9.54425312e-01       1.65601286e-02      2            not tight
12      253x253     9.66137522e-01       1.15647237e-02      2            not tight
13      253x253     9.74173177e-01       9.91934644e-03      1            not tight
14      253x253     9.79610068e-01       9.02000254e-03      1            not tight
15      253x253     9.83796348e-01       6.92896181e-03      1            not tight
16      253x253     9.86540361e-01       5.23697803e-03      1            not tight
17      253x253     9.88132635e-01       4.82576552e-03      1            not tight
18      253x253     9.89173843e-01       5.13915645e-03      1            not tight
19      26x26       9.90545825e-01       9.41101052e-03      1            not tight
20      22x22       9.87374412e-01       8.96056281e-03      1            not tight
21      26x26       9.11669487e-01       8.81061606e-02      2            not tight
22      22x22       8.03173099e-01       1.33192029e-01      3            not tight
23      26x26       9.95911867e-01       4.08299781e-03      1            not tight
24      26x26       9.92270690e-01       7.69135580e-03      1            not tight
25      26x26       9.92471881e-01       7.49006279e-03      1            not tight
26      26x26       9.93619073e-01       6.34808783e-03      1            not tight
27      26x26       9.88958008e-01       1.09941341e-02      2            not tight
28      22x22       9.87149831e-01       9.11572202e-03      1            not tight
29      22x22       9.33824854e-01       5.75404733e-02      2            not tight
30      22x22       9.86218538e-01       8.81050240e-03      1            not tight
31      22x22       9.32194903e-01       5.38963498e-02      2            not tight
32      22x22       9.93152523e-01       5.92955377e-03      1            not tight
33      22x22       9.75861389e-01       1.94313920e-02      2            not tight
34      22x22       9.62011000e-01       3.00759174e-02      2            not tight
35      22x22       9.58717041e-01       3.29624911e-02      2            not tight
36      22x22       9.85858384e-01       1.01582178e-02      2            not tight
37      22x22       9.33485111e-01       5.81622432e-02      2            not tight
38      22x22       8.41706869e-01       1.44627066e-01      2            not tight
39      22x22       9.72663604e-01       2.31766508e-02      2            not tight
40      22x22       9.44198707e-01       4.89945476e-02      2            not tight
41      22x22       9.30490115e-01       6.25355913e-02      2            not tight
42      22x22       9.08570772e-01       4.75728345e-02      3            not tight
43      22x22       9.88458494e-01       5.44746035e-03      1            not tight
44      22x22       9.61596226e-01       2.88073959e-02      2            not tight
45      22x22       9.44661747e-01       4.45331642e-02      2            not tight
46      22x22       8.18999827e-01       1.64805972e-01      2            not tight
47      22x22       7.48557816e-01       2.41898678e-01      2            not tight
48      22x22       8.30808558e-01       1.61537723e-01      2            not tight
49      22x22       7.63934169e-01       2.30534109e-01      2            not tight
50      22x22       8.24145780e-01       1.64188763e-01      2            not tight
51      22x22       9.57699280e-01       2.09259500e-02      3            not tight
52      22x22       9.78861900e-01       1.16125072e-02      2            not tight
53      22x22       8.00088846e-01       1.86987773e-01      2            not tight
54      22x22       7.76466595e-01       2.10527551e-01      2            not tight
55      22x22       7.55517502e-01       2.35567556e-01      2            not tight
56      22x22       7.40850766e-01       2.52968193e-01      2            not tight
57      22x22       8.44645484e-01       1.50334836e-01      2            not tight
58      22x22       8.31231367e-01       1.64724365e-01      2            not tight
59      22x22       8.21250354e-01       1.72303730e-01      2            not tight
60      22x22       7.89926794e-01       2.03260072e-01      2            not tight
61      22x22       9.60568098e-01       2.04921495e-02      3            not tight
62      22x22       7.79363231e-01       2.13028025e-01      2            not tight
63      22x22       8.05381441e-01       1.87187196e-01      2            not tight
64      22x22       7.51921990e-01       2.41081872e-01      2            not tight
65      22x22       8.13082565e-01       1.77818853e-01      2            not tight
66      22x22       9.94773858e-01       2.11403902e-03      1            not tight
67      22x22       9.93057394e-01       2.82273055e-03      1            not tight
68      22x22       8.75280482e-01       1.21475063e-01      2            not tight
69      22x22       7.66156455e-01       2.29427510e-01      2            not tight
70      22x22       6.00084575e-01       1.86679656e-01      6            not tight
71      22x22       7.59075314e-01       2.36132979e-01      2            not tight
72      22x22       8.50419469e-01       1.44103788e-01      2            not tight
73      22x22       8.54699447e-01       1.35208029e-01      2            not tight
74      22x22       8.88956007e-01       9.58923647e-02      2            not tight
75      22x22       9.92811867e-01       3.40258930e-03      1            not tight
76      22x22       9.87843325e-01       4.70856895e-03      1            not tight
77      22x22       8.33313050e-01       1.62819714e-01      2            not tight
78      22x22       7.94243765e-01       1.95359406e-01      2            not tight
79      22x22       6.49628253e-01       1.21806899e-01      6            not tight
80      22x22       7.96120773e-01       1.96327759e-01      2            not tight
81      22x22       8.03394640e-01       1.90054444e-01      2            not tight
82      22x22       9.04036108e-01       8.21500773e-02      2            not tight
83      22x22       9.40176237e-01       3.98862033e-02      2            not tight
84      22x22       9.89569293e-01       4.80475341e-03      1            not tight
85      22x22       9.85371033e-01       6.50250044e-03      1            not tight
86      22x22       8.91002594e-01       1.03680319e-01      2            not tight
87      22x22       8.60185583e-01       1.18765886e-01      2            not tight
88      22x22       9.90976239e-01       4.37422501e-03      1            not tight
89      22x22       8.71643169e-01       1.17838950e-01      2            not tight
90      22x22       8.77960104e-01       1.13773691e-01      2            not tight
91      22x22       9.36267392e-01       4.71964840e-02      2            not tight
92      22x22       9.64384759e-01       2.00180885e-02      2            not tight
93      22x22       9.47776822e-01       4.39269778e-02      2            not tight
94      22x22       9.73499324e-01       1.78385394e-02      2            not tight
95      22x22       9.39750325e-01       5.37467209e-02      2            not tight
96      22x22       9.60646993e-01       2.92961752e-02      2            not tight
97      22x22       9.39114254e-01       5.12865021e-02      2            not tight
98      22x22       9.35613027e-01       5.36328175e-02      2            not tight
99      22x22       9.34051516e-01       5.40873804e-02      2            not tight
100     22x22       9.64629361e-01       2.17973710e-02      2            not tight
101     22x22       9.80048006e-01       7.76766857e-03      1            not tight
102     22x22       9.68149273e-01       2.27463578e-02      2            not tight
103     22x22       9.85312451e-01       6.52720024e-03      1            not tight
104     22x22       9.69773860e-01       1.93901764e-02      2            not tight
105     22x22       9.71686762e-01       2.09572361e-02      2            not tight
106     22x22       9.67320154e-01       2.32195250e-02      2            not tight
107     22x22       9.68646978e-01       2.18653578e-02      2            not tight
108     22x22       9.64774876e-01       2.25381133e-02      2            not tight
109     22x22       9.80346354e-01       7.84736075e-03      1            not tight
110     22x22       9.76269621e-01       1.08120491e-02      2            not tight
111     22x22       9.78212745e-01       8.11956050e-03      1            not tight
112     22x22       9.76598886e-01       1.07915373e-02      2            not tight
113     22x22       9.83986993e-01       5.88714486e-03      1            not tight
114     22x22       9.86201590e-01       7.45180926e-03      1            not tight
115     22x22       9.80156708e-01       8.91714023e-03      1            not tight
116     22x22       9.83291624e-01       7.75730119e-03      1            not tight
117     22x22       9.80433903e-01       7.02005507e-03      1            not tight
118     22x22       9.75173636e-01       1.15419153e-02      2            not tight
119     22x22       9.79686557e-01       9.82044306e-03      1            not tight
120     22x22       9.65017756e-01       1.58118410e-02      3            not tight
121     22x22       9.72229992e-01       1.49909758e-02      2            not tight
122     22x22       9.88134400e-01       5.91764980e-03      1            not tight
123     22x22       9.83316011e-01       9.98384416e-03      1            not tight
124     22x22       9.93854135e-01       3.51844887e-03      1            not tight
125     22x22       9.79861019e-01       1.05254398e-02      2            not tight
