block_index,matrix_shape,dominant_weight,second_weight,rank_proxy,is_rank_one,status
0,351x351,9.8477031347001920e-01,1.4682089013731152e-02,2,False,not tight
1,253x253,9.8319171272067385e-01,9.9741528775763883e-03,1,False,not tight
2,253x253,8.7844547434674503e-01,1.0899970558752144e-01,2,False,not tight
3,253x253,8.1680622169295358e-01,1.6035901235574612e-01,3,False,not tight
4,253x253,7.1487727794116296e-01,2.7044489642625197e-01,2,False,not tight
5,253x253,6.8331812793657243e-01,3.0650936730228118e-01,2,False,not tight
6,253x253,7.6705899194934613e-01,2.2117658256463793e-01,2,False,not tight
7,253x253,7.8651583913144574e-01,1.9517512140782353e-01,2,False,not tight
8,253x253,8.7489601967532782e-01,9.8084128715640886e-02,2,False,not tight
9,253x253,9.3597714969763657e-01,4.0395124811606835e-02,2,False,not tight
10,253x253,9.6654415446327491e-01,1.2584975955776033e-02,2,False,not tight
11,253x253,9.5442531161690702e-01,1.6560128585609370e-02,2,False,not tight
12,253x253,9.6613752171925504e-01,1.1564723687996131e-02,2,False,not tight
13,253x253,9.7417317742890697e-01,9.9193464397714076e-03,1,False,not tight
14,253x253,9.7961006845587173e-01,9.0200025414676425e-03,1,False,not tight
15,253x253,9.8379634766753221e-01,6.9289618148109071e-03,1,False,not tight
16,253x253,9.8654036144423241e-01,5.2369780295792191e-03,1,False,not tight
17,253x253,9.8813263475756974e-01,4.8257655246145316e-03,1,False,not tight
18,253x253,9.8917384274273601e-01,5.1391564464652473e-03,1,False,not tight
19,26x26,9.9054582462899443e-01,9.4110105195537447e-03,1,False,not tight
20,22x22,9.8737441221596234e-01,8.9605628117785663e-03,1,False,not tight
21,26x26,9.1166948700675132e-01,8.8106160600751521e-02,2,False,not tight
22,22x22,8.0317309943111292e-01,1.3319202910515673e-01,3,False,not tight
23,26x26,9.9591186733042458e-01,4.0829978051069114e-03,1,False,not tight
24,26x26,9.9227068963288478e-01,7.6913558034390110e-03,1,False,not tight
25,26x26,9.9247188051399160e-01,7.4900627913479833e-03,1,False,not tight
26,26x26,9.9361907251165116e-01,6.3480878345049301e-03,1,False,not tight
27,26x26,9.8895800821946733e-01,1.0994134131154028e-02,2,False,not tight
28,22x22,9.8714983090088415e-01,9.1157220164951366e-03,1,False,not tight
