k,R1_00,R1_01,R1_10,R1_11,R2_00,R2_01,R2_10,R2_11,F1_00,F1_01,F1_10,F1_11,F2_00,F2_01,F2_10,F2_11,thetaR1_rad,thetaR2_rad,thetaR1_deg,thetaR2_deg,thetaF1_rad,thetaF1_deg,thetaF2_rad,thetaF2_deg,lambda0_x,lambda0_y,lambda12_x,lambda12_y,u,SO2_R1_orth_error,SO2_R2_orth_error,SO2_R1_det_error,SO2_R2_det_error,SO2_F1_orth_error,SO2_F1_det_error,SO2_F2_orth_error,SO2_F2_det_error
0.0000000000000000e+00,9.0048178469417883e-01,4.3489368350983970e-01,-4.3489368350983970e-01,9.0048178469417883e-01,-9.7005445099563770e-01,-2.4288746911772810e-01,2.4288746911772810e-01,-9.7005445099563770e-01,9.9965148928279512e-01,-2.6398115992532379e-02,2.6398115992532379e-02,9.9965148928279512e-01,7.7632931867591382e-01,-6.3032749385566311e-01,6.3032749385566311e-01,7.7632931867591382e-01,-4.4992021670932059e-01,2.8962512964954823e+00,-2.5778529535055448e+01,1.6594297569848396e+02,2.6401183442728848e-02,1.5126763854190317e+00,6.8197500449930659e-01,3.9074289491225592e+01,nan,nan,nan,nan,nan,5.5829233971183666e-08,5.5789504037590640e-08,-3.9477229818452031e-08,-3.9449136512992311e-08,5.5786106985547029e-08,-3.9446734545478535e-08,5.5796142074487460e-08,-3.9453830535940426e-08
1.0000000000000000e+00,9.1164834890102042e-01,4.1097110386804703e-01,-4.1097110386804703e-01,9.1164834890102042e-01,-9.0618037854421396e-01,4.2289133592822048e-01,-4.2289133592822048e-01,-9.0618037854421396e-01,9.8731188344929843e-01,1.5749624846223112e-01,-1.5749624846223112e-01,9.8731188344929843e-01,5.1184234810284823e-01,-8.5476973182984328e-01,8.5476973182984328e-01,5.1184234810284823e-01,-4.2351903328391638e-01,-2.7049590061625000e+00,-2.4265853150629045e+01,-1.5498273480901290e+02,-1.5818746211052745e-01,-9.0634739508188442e+00,1.0312542794430550e+00,5.9086517816891863e+01,-1.9340400827026038e+01,-4.1951301680122564e+00,1.1249898197367031e+01,1.8364677354684222e+01,1.0836095978025071e+01,5.6188857603989216e-08,5.5915614334899859e-08,-3.9731522294417232e-08,-3.9538310070419413e-08,5.8007719772366938e-04,-4.1017652012220740e-04,1.0445545754357482e-02,-7.3861162361005261e-03
2.0000000000000000e+00,8.3535440638799408e-01,5.4933883086883628e-01,-5.4933883086883628e-01,8.3535440638799408e-01,-1.0234609756490717e-01,9.9102971235877857e-01,-9.9102971235877857e-01,-1.0234609756490717e-01,9.7127078450007764e-01,2.3559184713097819e-01,-2.3559184713097819e-01,9.7127078450007764e-01,6.9441690415999702e-01,-7.1473998428122054e-01,7.1473998428122054e-01,6.9441690415999702e-01,-5.8170755456326984e-01,-1.6737039991092035e+00,-3.3329387787351415e+01,-9.5896175303125062e+01,-2.3796453993510386e-01,-1.3634363812053785e+01,7.9981931934288819e-01,4.5826271371373700e+01,3.3835465534533007e+01,3.4599084859260223e+01,-3.6024746202747757e+01,-2.0813976076968657e+01,-1.3191760747014619e+01,5.7963611540310690e-04,1.0444512387391032e-02,-4.0986462782210964e-04,-7.3853855353109843e-03,1.5974174934684250e-03,-1.1295447420175408e-03,9.8032125712246444e-03,-6.9319180865261565e-03
3.0000000000000000e+00,6.8163062730840229e-01,7.3024059811139264e-01,-7.3024059811139264e-01,6.8163062730840229e-01,6.3871072512765603e-01,7.5885383503646731e-01,-7.5885383503646731e-01,6.3871072512765603e-01,9.7280893681022762e-01,-2.2948493629699479e-01,2.2948493629699479e-01,9.7280893681022762e-01,9.8708473285461007e-01,1.4177077609325645e-01,-1.4177077609325645e-01,9.8708473285461007e-01,-8.1981403387570173e-01,-8.7115338338391601e-01,-4.6971884126672812e+01,-4.9913412176440524e+01,2.3166401421072769e-01,1.3273370279333424e+01,-1.4265019950844049e-01,-8.1732543785328104e+00,3.7924060330955356e+01,1.7185893937042710e+01,-2.0156949352907571e+01,-2.2386463933448244e+01,-9.2781921817327841e+00,3.0099510310140957e-03,2.2895363314411221e-02,-2.1283567850695073e-03,-1.6189466657349882e-02,1.3851323463131004e-03,-9.7943647491882668e-04,7.8697834037469369e-03,-5.5647772112588090e-03
4.0000000000000000e+00,8.3294117067871465e-01,5.5220868608355222e-01,-5.5220868608355222e-01,8.3294117067871465e-01,5.2050468173534314e-01,8.4671613924256883e-01,-8.4671613924256883e-01,5.2050468173534314e-01,8.7903035146528019e-01,-4.7541003032230078e-01,4.7541003032230078e-01,8.7903035146528019e-01,8.3053864144355516e-01,5.5058702135225435e-01,-5.5058702135225435e-01,8.3053864144355516e-01,-5.8543373206681382e-01,-1.0196138303760482e+00,-3.3542882032021076e+01,-5.8419569213715377e+01,4.9577921485477722e-01,2.8406056581488382e+01,-5.8540957750492795e-01,-3.3541498077569031e+01,3.9848274118487240e+01,3.9921833102106888e+01,-2.5565626021924164e+01,-3.0724464897661896e+01,-9.7458146011225573e+00,1.8025187088581505e-03,1.7177965423221458e-02,-1.2745732022493295e-03,-1.2146655837747877e-02,1.8256708974120743e-03,-1.2909442717750075e-03,9.9836363833194653e-03,-7.0594969875460434e-03
5.0000000000000000e+00,9.9496563892440371e-01,8.9466752964656809e-02,-8.9466752964656809e-02,9.9496563892440371e-01,-3.6123212259558959e-02,9.9294748605681382e-01,-9.9294748605681382e-01,-3.6123212259558959e-02,8.8902394060847656e-01,-4.5740663423483163e-01,4.5740663423483163e-01,8.8902394060847656e-01,9.6142368641557097e-01,2.7025688639497147e-01,-2.7025688639497147e-01,9.6142368641557097e-01,-8.9678260801952500e-02,-1.6071600712940448e+00,-5.1381858580253637e+00,-9.2083489087093255e+01,4.7518360030189438e-01,2.7226014791129980e+01,-2.7402910450044327e-01,-1.5700711151624793e+01,9.8689404473585327e+00,3.9944826513521718e+01,-9.8071695996881090e+00,-1.8528975873468085e+01,-7.0344331175181232e+00,2.8836910180561389e-03,1.8031793512302090e-02,-2.0390774737141237e-03,-1.2750403469504401e-02,5.8775278924844555e-04,-4.1560398293882805e-04,3.7133154780149571e-03,-2.6257105551893423e-03
6.0000000000000000e+00,9.2576880584001675e-01,-3.7660319431242906e-01,3.7660319431242906e-01,9.2576880584001675e-01,-3.0543966396230005e-01,9.4857361155411679e-01,-9.4857361155411679e-01,-3.0543966396230005e-01,8.5077683773354629e-01,-5.2484511921247823e-01,5.2484511921247823e-01,8.5077683773354629e-01,9.9029407433050809e-01,-1.2671885848840214e-01,1.2671885848840214e-01,9.9029407433050809e-01,3.8635507760895754e-01,-1.8823114478335523e+00,2.2136515340442639e+01,-1.0784850169002198e+02,5.5275413681076768e-01,3.1670479147653886e+01,1.2726920984597964e-01,7.2919885861394551e+00,-9.2442093524441820e+00,3.9919605535092302e+01,7.4192688636988908e+00,-1.6816608088612760e+01,-3.5318700501854283e+00,1.5869628139347774e-03,9.7788839334473111e-03,-1.1221521672242218e-03,-6.9147151417767727e-03,1.0131047162982316e-03,-7.1637321494655293e-04,4.6103040389572506e-03,-3.2599772492782897e-03
7.0000000000000000e+00,5.8987070193147628e-01,-8.0610490058389050e-01,8.0610490058389050e-01,5.8987070193147628e-01,-1.8115564254326255e-01,9.7999525776013074e-01,-9.7999525776013074e-01,-1.8115564254326255e-01,8.5131964329710008e-01,-5.2394672938767595e-01,5.2394672938767595e-01,8.5131964329710008e-01,9.6949568507479766e-01,-2.3867643393417953e-01,2.3867643393417953e-01,9.6949568507479766e-01,9.3907511371534369e-01,-1.7535865253336633e+00,5.3805040661657038e+01,-1.0047310691262972e+02,5.5170415671944095e-01,3.1610319719848103e+01,2.4138597180153420e-01,1.3830397417891811e+01,-3.5377810577722066e+01,3.9913132854870426e+01,2.3286263842397826e+01,-2.1420470909198212e+01,-7.4912694254915042e+00,3.1783661496389884e-03,9.6052366107924596e-03,-2.2474442575033393e-03,-6.7919279423925838e-03,1.0390081385203617e-03,-7.3468970045575954e-04,4.4005751162370689e-03,-3.1116765058119000e-03
8.0000000000000000e+00,7.9364349475077395e-02,-9.9448570381821477e-01,9.9448570381821477e-01,7.9364349475077395e-02,5.9588377288503067e-02,9.9417739239714353e-01,-9.9417739239714353e-01,5.9588377288503067e-02,9.1009942867604932e-01,-4.1324190529125493e-01,4.1324190529125493e-01,9.1009942867604932e-01,9.8043028203022420e-01,-1.8155182528951203e-01,1.8155182528951203e-01,9.8043028203022420e-01,1.4911606856616733e+00,-1.5109305781753746e+00,8.5437213864247894e+01,-8.6569945266710249e+01,4.2622705729935007e-01,2.4421011497533467e+01,1.8310160860384037e-01,1.0490949395056335e+01,-3.4716023559271818e+01,8.7536543469755799e+00,2.2435238168018770e+01,-3.5810095612325576e+00,-2.9396878551507690e+00,6.6460753292478039e-03,1.1399321789862148e-02,-4.6994849335877387e-03,-8.0605377385390975e-03,1.3437258135012202e-03,-9.5015763478223381e-04,8.1959287711208736e-03,-5.7953968121816635e-03
9.0000000000000000e+00,-3.3759653597235428e-01,-9.3694796945897663e-01,9.3694796945897663e-01,-3.3759653597235428e-01,2.3777139018798932e-01,9.6489801633710215e-01,-9.6489801633710215e-01,2.3777139018798932e-01,9.6042056566198064e-01,-2.7435922686320180e-01,2.7435922686320180e-01,9.6042056566198064e-01,9.9198947606509114e-01,-5.7753699498632308e-02,5.7753699498632308e-02,9.9198947606509114e-01,1.9166308604036284e+00,-1.3291887102968263e+00,1.0981485918565556e+02,-7.6156903276445220e+01,2.7825475272883410e-01,1.5942822960818519e+01,5.8154425772105729e-02,3.3320031567484820e+00,-1.1547958288699435e+01,-2.6172450103554185e-01,7.8738309423283308e+00,1.4719712644319181e+00,-1.1757598646523930e+00,1.1535855182267749e-02,1.7587985870998555e-02,-8.1570814261674451e-03,-1.2436584076796264e-02,3.2800586138565300e-03,-2.3193516885473553e-03,1.7849340306351703e-02,-1.2621389570327657e-02
