Moment matrix rank condition
================================================================================
Rank threshold: 1.00e-02
Dominant weight threshold: 0.999
Number of moment matrices: 188

Worst rank proxy: 7
Minimum dominant weight: 6.4513636e-01
Maximum second weight: 1.7449463e-01
All blocks rank-one: False

Per-block rank proxy
--------------------------------------------------------------------------------
block   shape       dominant_weight      second_weight       rank_proxy   status
0       351x351     9.96670398e-01       2.72547924e-03      1            not tight
1       253x253     9.91766993e-01       4.51275868e-03      1            not tight
2       253x253     9.86821633e-01       4.65393108e-03      1            not tight
3       253x253     9.79747433e-01       1.14888287e-02      2            not tight
4       253x253     9.85999535e-01       5.62049705e-03      1            not tight
5       253x253     9.84382387e-01       4.80843872e-03      1            not tight
6       253x253     9.79213644e-01       1.13644124e-02      2            not tight
7       253x253     9.66568180e-01       1.94287998e-02      2            not tight
8       253x253     9.67893553e-01       1.58528787e-02      2            not tight
9       253x253     9.72598973e-01       1.33463448e-02      2            not tight
10      253x253     9.61916389e-01       1.58813891e-02      2            not tight
11      253x253     9.63455219e-01       1.14441635e-02      2            not tight
12      253x253     9.73897491e-01       9.06023742e-03      1            not tight
13      253x253     9.67447335e-01       1.10051383e-02      2            not tight
14      253x253     9.71800197e-01       1.11474255e-02      2            not tight
15      253x253     9.74743329e-01       1.16692213e-02      2            not tight
16      253x253     9.82330622e-01       9.87840526e-03      1            not tight
17      253x253     9.85788457e-01       8.46614932e-03      1            not tight
18      253x253     9.86786390e-01       8.59912615e-03      1            not tight
19      26x26       9.98045204e-01       1.80254869e-03      1            not tight
20      22x22       9.95344569e-01       2.96609831e-03      1            not tight
21      26x26       9.98875719e-01       1.06102305e-03      1            not tight
22      22x22       9.97047794e-01       1.86150323e-03      1            not tight
23      26x26       9.99457934e-01       5.40533991e-04      1            tight
24      26x26       9.98226541e-01       1.63540734e-03      1            not tight
25      26x26       9.96878484e-01       2.95691474e-03      1            not tight
26      26x26       9.98248290e-01       1.62812804e-03      1            not tight
27      26x26       9.98225265e-01       1.64313330e-03      1            not tight
28      22x22       9.95366748e-01       2.95563751e-03      1            not tight
29      22x22       9.92365924e-01       3.12645007e-03      1            not tight
30      22x22       9.97345877e-01       1.87212934e-03      1            not tight
31      22x22       9.95385388e-01       2.51703704e-03      1            not tight
32      22x22       9.97281674e-01       2.14466606e-03      1            not tight
33      22x22       9.95593642e-01       2.83611594e-03      1            not tight
34      22x22       9.96492524e-01       2.39887399e-03      1            not tight
35      22x22       9.95747862e-01       2.78532678e-03      1            not tight
36      22x22       9.96779545e-01       2.02307517e-03      1            not tight
37      22x22       9.92531366e-01       3.07603933e-03      1            not tight
38      22x22       9.87388028e-01       7.60996441e-03      1            not tight
39      22x22       9.92582128e-01       3.16817142e-03      1            not tight
40      22x22       9.90415461e-01       5.04385798e-03      1            not tight
41      22x22       9.96385462e-01       2.09648352e-03      1            not tight
42      22x22       9.93619857e-01       2.92264396e-03      1            not tight
43      22x22       9.95711486e-01       2.27144775e-03      1            not tight
44      22x22       9.93495693e-01       3.12274880e-03      1            not tight
45      22x22       9.94510090e-01       2.25780814e-03      1            not tight
46      22x22       9.87380508e-01       7.57848034e-03      1            not tight
47      22x22       9.90356904e-01       4.77453607e-03      1            not tight
48      22x22       9.04649236e-01       5.99324063e-02      4            not tight
49      22x22       9.28913368e-01       3.37836118e-02      3            not tight
50      22x22       9.92438870e-01       4.16694297e-03      1            not tight
51      22x22       9.91932124e-01       3.62044991e-03      1            not tight
52      22x22       9.96012117e-01       2.13546021e-03      1            not tight
53      22x22       9.92433273e-01       3.48428497e-03      1            not tight
54      22x22       9.89811201e-01       5.84359209e-03      1            not tight
55      22x22       9.90205722e-01       4.83368560e-03      1            not tight
56      22x22       9.89447199e-01       3.44155394e-03      1            not tight
57      22x22       9.90706960e-01       3.40885816e-03      1            not tight
58      22x22       9.87500420e-01       4.54797630e-03      1            not tight
59      22x22       9.91036883e-01       5.22107938e-03      1            not tight
60      22x22       9.86021515e-01       8.51558419e-03      1            not tight
61      22x22       9.84762260e-01       1.01179439e-02      2            not tight
62      22x22       9.77903458e-01       1.12576173e-02      2            not tight
63      22x22       9.91518284e-01       4.92907264e-03      1            not tight
64      22x22       9.89612516e-01       3.42437916e-03      1            not tight
65      22x22       9.83158132e-01       1.00979654e-02      2            not tight
66      22x22       9.95883111e-01       1.31417784e-03      1            not tight
67      22x22       9.91029398e-01       6.17681271e-03      1            not tight
68      22x22       9.91786840e-01       3.30524547e-03      1            not tight
69      22x22       6.94587271e-01       1.09081267e-01      7            not tight
70      22x22       9.93944896e-01       3.18571637e-03      1            not tight
