block_index,matrix_shape,dominant_weight,second_weight,rank_proxy,is_rank_one,status
0,351x351,9.9999999914728632e-01,7.8012604241914255e-10,1,True,tight
1,253x253,9.9999999884593138e-01,8.8926600208990319e-10,1,True,tight
2,253x253,9.9999999939424045e-01,3.6917349175369984e-10,1,True,tight
3,253x253,9.9999999861850764e-01,8.4225114218460992e-10,1,True,tight
4,253x253,9.9999999745662815e-01,1.9102534333393884e-09,1,True,tight
5,253x253,9.9999999743000345e-01,1.3895995097453102e-09,1,True,tight
6,253x253,9.9999999844288501e-01,6.3510118646857813e-10,1,True,tight
7,253x253,9.9999999903132408e-01,2.0464545416122170e-10,1,True,tight
8,253x253,9.9999999853003885e-01,4.2128045271302317e-10,1,True,tight
9,253x253,9.9999999869029654e-01,4.2080257279017110e-10,1,True,tight
10,253x253,9.9999999881732471e-01,3.0529719235766685e-10,1,True,tight
11,253x253,9.9999999913464310e-01,2.0044766903243063e-10,1,True,tight
12,253x253,9.9999999925895311e-01,1.5088929370597700e-10,1,True,tight
13,253x253,9.9999999934095252e-01,1.1415330611055155e-10,1,True,tight
14,253x253,9.9999999940751427e-01,1.0092735971958079e-10,1,True,tight
15,253x253,9.9999999945908202e-01,9.7624030803218141e-11,1,True,tight
16,253x253,9.9999999949837592e-01,9.6122645706290617e-11,1,True,tight
17,253x253,9.9999999953568397e-01,9.4908604006451589e-11,1,True,tight
18,253x253,9.9999999960533781e-01,6.3242247333576600e-11,1,True,tight
19,26x26,9.9999999957203745e-01,4.0947618899592206e-10,1,True,tight
20,22x22,9.9999999942037032e-01,4.6094168351007258e-10,1,True,tight
21,26x26,9.9999999960823660e-01,3.7940100691540953e-10,1,True,tight
22,22x22,9.9999999946861395e-01,4.2751841701395371e-10,1,True,tight
23,26x26,9.9999999965707898e-01,3.3607886699775140e-10,1,True,tight
24,26x26,9.9999999958299968e-01,4.0280089376256551e-10,1,True,tight
25,26x26,9.9999999962954611e-01,3.5837011224083331e-10,1,True,tight
26,26x26,9.9999999959151142e-01,3.9292816554109715e-10,1,True,tight
27,26x26,9.9999999960673225e-01,3.7832030736337330e-10,1,True,tight
28,22x22,9.9999999944688511e-01,4.5547623692092188e-10,1,True,tight
29,22x22,9.9999999967108655e-01,2.0890810020361640e-10,1,True,tight
30,22x22,9.9999999949339913e-01,4.3509129771837877e-10,1,True,tight
31,22x22,9.9999999973577347e-01,1.8961612361877192e-10,1,True,tight
32,22x22,9.9999999948321106e-01,3.9498532328017224e-10,1,True,tight
33,22x22,9.9999999947499330e-01,4.5186611159082342e-10,1,True,tight
34,22x22,9.9999999972298081e-01,2.4464519440991626e-10,1,True,tight
35,22x22,9.9999999945153695e-01,4.3564039090983197e-10,1,True,tight
36,22x22,9.9999999950335061e-01,4.0063823063689686e-10,1,True,tight
37,22x22,9.9999999961878050e-01,2.2617765980571413e-10,1,True,tight
38,22x22,9.9999999923322735e-01,4.3705053083741939e-10,1,True,tight
39,22x22,6.7195962666079101e-01,1.4804466612677672e-01,6,False,not tight
40,22x22,6.6056270425326047e-01,1.0954329765592986e-01,6,False,not tight
41,22x22,9.9999999940144724e-01,3.2513420795344430e-10,1,True,tight
42,22x22,9.9999999967564668e-01,2.1494829981678711e-10,1,True,tight
43,22x22,6.6273574587476536e-01,9.7668624111274374e-02,6,False,not tight
44,22x22,9.9999999965283148e-01,2.1394679170469588e-10,1,True,tight
45,22x22,9.9999999947316254e-01,2.7530077994412088e-10,1,True,tight
46,22x22,9.9999999907802539e-01,4.6009181748152641e-10,1,True,tight
47,22x22,9.9999999843292431e-01,9.9524519420130009e-10,1,True,tight
48,22x22,9.9999999896147662e-01,5.2147655692257857e-10,1,True,tight
49,22x22,9.9999999846955356e-01,7.7560821548375743e-10,1,True,tight
50,22x22,9.9999999931788675e-01,4.1373516574364393e-10,1,True,tight
51,22x22,9.9999999933082728e-01,4.3686279884534276e-10,1,True,tight
52,22x22,5.0381444339809078e-01,1.6462808851975896e-01,11,False,not tight
53,22x22,9.9999999925670680e-01,4.3313190902885590e-10,1,True,tight
54,22x22,9.9999999933329620e-01,4.3952167095492914e-10,1,True,tight
55,22x22,9.9999999832446262e-01,1.0341671631882696e-09,1,True,tight
56,22x22,9.9999999816032870e-01,8.4440401564564373e-10,1,True,tight
57,22x22,7.9109218209846621e-01,9.1464933030699219e-02,5,False,not tight
58,22x22,7.5096989053486007e-01,9.1980436361639162e-02,5,False,not tight
59,22x22,9.9999999869763845e-01,9.8390010580118381e-10,1,True,tight
60,22x22,9.9999999696927111e-01,1.4103293633874658e-09,1,True,tight
61,22x22,5.3669065118000248e-01,1.7211391912858745e-01,7,False,not tight
62,22x22,9.9999999850333610e-01,1.0378929354654359e-09,1,True,tight
63,22x22,9.9999999873538981e-01,9.7290743666042710e-10,1,True,tight
64,22x22,9.9999999858423261e-01,7.0607602788459467e-10,1,True,tight
65,22x22,9.9999999898795255e-01,3.9281560010737780e-10,1,True,tight
66,22x22,9.9999999913194171e-01,5.3728225771457945e-10,1,True,tight
67,22x22,9.9999999939238782e-01,2.5117850638814629e-10,1,True,tight
68,22x22,9.9999999918487503e-01,5.3405305837295571e-10,1,True,tight
69,22x22,9.9999999944791995e-01,3.2376404461993062e-10,1,True,tight
70,22x22,9.9999999898053371e-01,6.7961876718985102e-10,1,True,tight
71,22x22,9.9999999901319481e-01,6.2709413619262494e-10,1,True,tight
72,22x22,9.9999999882064428e-01,6.7837352291440542e-10,1,True,tight
73,22x22,9.9999999915704441e-01,3.6149912549543070e-10,1,True,tight
74,22x22,9.9999999938190287e-01,2.0017636124133402e-10,1,True,tight
75,22x22,9.9999999948398699e-01,3.1731618376512394e-10,1,True,tight
76,22x22,9.9999999969179765e-01,1.2233717951103440e-10,1,True,tight
77,22x22,9.9999999929316563e-01,2.4769463141906044e-10,1,True,tight
78,22x22,9.9999999943508666e-01,2.9969062149856558e-10,1,True,tight
79,22x22,9.9999999931932915e-01,3.4109978426465449e-10,1,True,tight
80,22x22,9.9999999930674655e-01,3.2842545362469585e-10,1,True,tight
81,22x22,9.9999999920386229e-01,3.3999191229072870e-10,1,True,tight
82,22x22,9.9999999941715134e-01,1.8094404252584553e-10,1,True,tight
83,22x22,9.9999999922595473e-01,2.7457472157354847e-10,1,True,tight
84,22x22,9.9999999946725915e-01,2.0190488119252940e-10,1,True,tight
85,22x22,9.9999999931014183e-01,2.7899295685154207e-10,1,True,tight
86,22x22,9.9999999923513738e-01,2.5652124439550109e-10,1,True,tight
87,22x22,9.9999999962930763e-01,1.2458781364204382e-10,1,True,tight
88,22x22,9.9999999936746065e-01,2.2665803877055039e-10,1,True,tight
89,22x22,9.9999999951655583e-01,1.3732990568387601e-10,1,True,tight
90,22x22,9.9999999932267158e-01,2.3174982309158824e-10,1,True,tight
91,22x22,9.9999999915848958e-01,3.0369543858697115e-10,1,True,tight
92,22x22,9.9999999915968696e-01,3.6000690228409246e-10,1,True,tight
93,22x22,9.9999999882156743e-01,4.4600338285692728e-10,1,True,tight
94,22x22,9.9999999881969004e-01,5.5274534914224322e-10,1,True,tight
95,22x22,9.9999999949512808e-01,1.7402277205787473e-10,1,True,tight
96,22x22,9.9999999946874862e-01,2.4876286923310771e-10,1,True,tight
97,22x22,9.9999999964641928e-01,1.6591234942547855e-10,1,True,tight
98,22x22,9.9999999932751638e-01,2.6828634976829837e-10,1,True,tight
99,22x22,9.9999999940848172e-01,1.8627538153080748e-10,1,True,tight
100,22x22,9.9999999925545568e-01,3.1302261805590094e-10,1,True,tight
101,22x22,9.9999999941089346e-01,1.9356373152684598e-10,1,True,tight
102,22x22,9.9999999947343932e-01,2.4316785492569959e-10,1,True,tight
103,22x22,9.9999999959833763e-01,1.6670060216242723e-10,1,True,tight
104,22x22,9.9999999934663830e-01,2.8815669152130106e-10,1,True,tight
105,22x22,9.9999999948908391e-01,2.8518474896456794e-10,1,True,tight
106,22x22,9.9999999957770769e-01,2.5018641584396095e-10,1,True,tight
107,22x22,9.9999999930597416e-01,3.1333659439725815e-10,1,True,tight
108,22x22,9.9999999903332681e-01,3.9931925945054480e-10,1,True,tight
109,22x22,9.9999999940081852e-01,2.0646185939891154e-10,1,True,tight
110,22x22,9.9999999957582408e-01,1.1640508382318200e-10,1,True,tight
111,22x22,9.9999999956014884e-01,1.9219121242180192e-10,1,True,tight
112,22x22,9.9999999971685694e-01,1.1520698393197804e-10,1,True,tight
113,22x22,9.9999999955851204e-01,1.6907412231696424e-10,1,True,tight
114,22x22,9.9999999964983910e-01,1.5102937770092084e-10,1,True,tight
115,22x22,9.9999999972207276e-01,1.3573018194310300e-10,1,True,tight
116,22x22,9.9999999947134632e-01,1.8828184135777132e-10,1,True,tight
117,22x22,9.9999999949503604e-01,1.7716509674490988e-10,1,True,tight
118,22x22,9.9999999955866214e-01,1.2521993681060657e-10,1,True,tight
119,22x22,9.9999999963020103e-01,9.4352653113621596e-11,1,True,tight
120,22x22,9.9999999970231956e-01,1.1675118079889279e-10,1,True,tight
121,22x22,9.9999999975938891e-01,8.7596178550563018e-11,1,True,tight
122,22x22,9.9999999970759501e-01,8.9555320142246268e-11,1,True,tight
123,22x22,9.9999999978301546e-01,6.5281719665694572e-11,1,True,tight
124,22x22,9.9999999980060539e-01,5.4239029306293013e-11,1,True,tight
125,22x22,9.9999999963160802e-01,1.0717345015319190e-10,1,True,tight
126,22x22,9.9999999962589847e-01,1.0707237266428489e-10,1,True,tight
127,22x22,9.9999999961777852e-01,9.8261996114453783e-11,1,True,tight
128,22x22,9.9999999966736830e-01,7.5264687447779805e-11,1,True,tight
129,22x22,9.9999999976313558e-01,8.2454971232517398e-11,1,True,tight
130,22x22,9.9999999979830945e-01,6.0437850427463249e-11,1,True,tight
131,22x22,9.9999999974644926e-01,6.7561779905483193e-11,1,True,tight
132,22x22,9.9999999979920329e-01,6.1861443814540239e-11,1,True,tight
133,22x22,9.9999999981109899e-01,5.0865468494411735e-11,1,True,tight
134,22x22,9.9999999968301945e-01,8.8891533630627121e-11,1,True,tight
135,22x22,9.9999999967601205e-01,8.3569300508332548e-11,1,True,tight
136,22x22,9.9999999965834174e-01,7.6856522923137818e-11,1,True,tight
137,22x22,9.9999999970032383e-01,6.6077281985542512e-11,1,True,tight
138,22x22,9.9999999979789755e-01,5.7711326183239082e-11,1,True,tight
139,22x22,9.9999999982633681e-01,4.6082963089003369e-11,1,True,tight
140,22x22,9.9999999977172349e-01,4.9881090304867388e-11,1,True,tight
141,22x22,9.9999999980614684e-01,5.6680039090011521e-11,1,True,tight
142,22x22,9.9999999981668874e-01,4.7130852634126057e-11,1,True,tight
143,22x22,9.9999999971288966e-01,7.4721987194054004e-11,1,True,tight
144,22x22,9.9999999970832620e-01,6.6871487006883987e-11,1,True,tight
145,22x22,9.9999999969333642e-01,6.8384298444057553e-11,1,True,tight
146,22x22,9.9999999972671638e-01,6.3073849260899629e-11,1,True,tight
147,22x22,9.9999999982305954e-01,4.7934047125600597e-11,1,True,tight
148,22x22,9.9999999984444810e-01,4.2055568905306014e-11,1,True,tight
149,22x22,9.9999999979676857e-01,3.9442114512825969e-11,1,True,tight
150,22x22,9.9999999981915633e-01,5.2876588528507139e-11,1,True,tight
151,22x22,9.9999999982851062e-01,4.3836152600741964e-11,1,True,tight
152,22x22,9.9999999973854470e-01,6.7860202008229218e-11,1,True,tight
153,22x22,9.9999999973722375e-01,5.8957258296883939e-11,1,True,tight
154,22x22,9.9999999972199061e-01,6.4843195623829163e-11,1,True,tight
155,22x22,9.9999999974714682e-01,6.1571644559747129e-11,1,True,tight
156,22x22,9.9999999984097832e-01,4.4605150918086508e-11,1,True,tight
157,22x22,9.9999999985617039e-01,4.0374717505734247e-11,1,True,tight
158,22x22,9.9999999981792842e-01,3.3222159237439495e-11,1,True,tight
159,22x22,9.9999999983172094e-01,5.0689833744757753e-11,1,True,tight
160,22x22,9.9999999984007293e-01,4.2495103550220290e-11,1,True,tight
161,22x22,9.9999999975837883e-01,6.5447721942421555e-11,1,True,tight
162,22x22,9.9999999976072318e-01,5.6077470998136675e-11,1,True,tight
163,22x22,9.9999999974504783e-01,6.2728857884040949e-11,1,True,tight
164,22x22,9.9999999976699694e-01,6.0422363216034822e-11,1,True,tight
165,22x22,9.9999999985257670e-01,4.3271850631400576e-11,1,True,tight
166,22x22,9.9999999986712096e-01,3.7990883440779457e-11,1,True,tight
167,22x22,9.9999999983357213e-01,2.9088916041043856e-11,1,True,tight
168,22x22,9.9999999984037158e-01,4.9644912588376666e-11,1,True,tight
169,22x22,9.9999999984707633e-01,4.1420474279121848e-11,1,True,tight
170,22x22,9.9999999977228726e-01,6.4372080662254516e-11,1,True,tight
171,22x22,9.9999999977718179e-01,5.4600307149821848e-11,1,True,tight
172,22x22,9.9999999976959808e-01,6.0600281247135592e-11,1,True,tight
173,22x22,9.9999999980366394e-01,4.1742846662563978e-11,1,True,tight
174,22x22,9.9999999986476662e-01,4.0790064178910035e-11,1,True,tight
175,22x22,9.9999999988974009e-01,2.0712896617977010e-11,1,True,tight
176,22x22,9.9999999984816512e-01,2.7233711561751650e-11,1,True,tight
177,22x22,9.9999999985136045e-01,4.8661931940612601e-11,1,True,tight
178,22x22,9.9999999985277321e-01,4.1014766207877591e-11,1,True,tight
179,22x22,9.9999999978639487e-01,6.3572406043180857e-11,1,True,tight
180,22x22,9.9999999978850451e-01,5.4257740552283895e-11,1,True,tight
181,22x22,9.9999999980582166e-01,4.2973464551545923e-11,1,True,tight
182,22x22,9.9999999986839516e-01,3.4063927225312808e-11,1,True,tight
183,22x22,9.9999999985820009e-01,2.6081509933563242e-11,1,True,tight
184,22x22,9.9999999987275989e-01,3.3725794927272496e-11,1,True,tight
185,22x22,9.9999999985830801e-01,3.4401698196147087e-11,1,True,tight
186,22x22,9.9999999981359322e-01,4.4776610128676591e-11,1,True,tight
187,22x22,9.9999999980438570e-01,4.1166481609628198e-11,1,True,tight
