k,R1_00,R1_01,R1_10,R1_11,R2_00,R2_01,R2_10,R2_11,F1_00,F1_01,F1_10,F1_11,F2_00,F2_01,F2_10,F2_11,thetaR1_rad,thetaR2_rad,thetaR1_deg,thetaR2_deg,thetaF1_rad,thetaF1_deg,thetaF2_rad,thetaF2_deg,lambda0_x,lambda0_y,lambda12_x,lambda12_y,u,SO2_R1_orth_error,SO2_R2_orth_error,SO2_R1_det_error,SO2_R2_det_error,SO2_F1_orth_error,SO2_F1_det_error,SO2_F2_orth_error,SO2_F2_det_error
0.0000000000000000e+00,-9.9942744622629121e-01,-3.3834593531464487e-02,3.3834593531464487e-02,-9.9942744622629121e-01,-9.9931819616567452e-01,-3.6920763813715229e-02,3.6920763813715229e-02,-9.9931819616567452e-01,9.9996922988223214e-01,-7.8446974256791997e-03,7.8446974256791997e-03,9.9996922988223214e-01,9.9995857104212404e-01,-9.1025374778091871e-03,9.1025374778091871e-03,9.9995857104212404e-01,3.1077516012042374e+00,3.1046634965807742e+00,1.7806105052402654e+02,1.7788411516240726e+02,7.8447778874529313e-03,4.4947266416860687e-01,9.1026631828058438e-03,5.2154418270389580e-01,nan,nan,nan,nan,nan,1.4360536654859570e-11,1.6396789564526402e-11,-1.0154321827826607e-11,-1.1594392113067897e-11,1.5606012497907808e-11,-1.1035172775564206e-11,1.5356210787734404e-11,-1.0858536292346344e-11
1.0000000000000000e+00,-9.9966211588008569e-01,-2.5993346522626595e-02,2.5993346522626595e-02,-9.9966211588008569e-01,-9.9961286809616889e-01,-2.7822902892052009e-02,2.7822902892052009e-02,-9.9961286809616889e-01,9.9998182307371830e-01,-6.0293860075200083e-03,6.0293860075200083e-03,9.9998182307371830e-01,9.9997641035460361e-01,-6.8686720810994476e-03,6.8686720810994476e-03,9.9997641035460361e-01,3.1155963790916723e+00,3.1137661597637760e+00,1.7851052318819410e+02,1.7840565934512239e+02,6.0294225397406172e-03,3.4546046442818723e-01,6.8687260916342908e-03,3.9354901568203399e-01,3.8357344294036622e-01,1.9599225220860610e+01,-2.9290215516910184e-01,-9.7940310465601996e+00,-2.8762228567092131e-02,1.5138831486628964e-11,1.5854322620051326e-11,-1.0704881425738222e-11,-1.1210699035757443e-11,3.7526308827263305e-11,-2.6534996422356016e-11,1.1054016142418902e-10,-7.8163697736499671e-11
2.0000000000000000e+00,-9.9980066901860121e-01,-1.9965525267797636e-02,1.9965525267797636e-02,-9.9980066901860121e-01,-9.9978039398455976e-01,-2.0956233560025316e-02,2.0956233560025316e-02,-9.9978039398455976e-01,9.9998940200118025e-01,-4.6038937791819633e-03,4.6038937791819633e-03,9.9998940200118025e-01,9.9998624074860665e-01,-5.2457770255910268e-03,5.2457770255910268e-03,9.9998624074860665e-01,3.1216258016334284e+00,3.1206348858561324e+00,1.7885598365273776e+02,1.7879920836084577e+02,4.6039100433439189e-03,2.6378461474149845e-01,5.2458010852843868e-03,3.0056226235194217e-01,2.9478283519860304e-01,1.9607848005264291e+01,-2.2355115623003347e-01,-9.8007094978015079e+00,-2.2583260394834166e-02,4.3470678875840078e-11,1.1180228024712954e-10,-3.0738300793586859e-11,-7.9056095003693372e-11,6.7022301270011483e-11,-4.7391868207569132e-11,1.9355989924181470e-10,-1.3686740629736960e-10
3.0000000000000000e+00,-9.9988199230575403e-01,-1.5362337592255327e-02,1.5362337592255327e-02,-9.9988199230575403e-01,-9.9987656953521464e-01,-1.5711320190260981e-02,1.5711320190260981e-02,-9.9987656953521464e-01,9.9999374520164541e-01,-3.5368797866967439e-03,3.5368797866967439e-03,9.9999374520164541e-01,9.9999217583806654e-01,-3.9557757238086848e-03,3.9557757238086848e-03,9.9999217583806654e-01,3.1262297116774289e+00,3.1258806869485092e+00,1.7911976826751689e+02,1.7909977062360409e+02,3.5368871609177508e-03,2.0264870693459516e-01,3.9557860408508585e-03,2.2664984479751965e-01,2.2446952597035622e-01,1.9612921199916499e+01,-1.7113806680293392e-01,-9.8045833295003568e+00,-1.9287868558410973e-02,6.5587786295089075e-11,1.5891549512246551e-10,-4.6377679474574052e-11,-1.1237011321441059e-10,5.5099411661835588e-11,-3.8961056603170618e-11,1.4293792024440764e-10,-1.0107248371582500e-10
4.0000000000000000e+00,-9.9993007300479231e-01,-1.1825779094909837e-02,1.1825779094909837e-02,-9.9993007300479231e-01,-9.9993089685068892e-01,-1.1755909798180740e-02,1.1755909798180740e-02,-9.9993089685068892e-01,9.9999629158289749e-01,-2.7233767855810147e-03,2.7233767855810147e-03,9.9999629158289749e-01,9.9999560329934989e-01,-2.9653479345697295e-03,2.9653479345697295e-03,9.9999560329934989e-01,3.1297665988399124e+00,3.1298364729935733e+00,1.7932241697454120e+02,1.7932642046864302e+02,2.7233801520940674e-03,1.5603818872468628e-01,2.9653522805856186e-03,1.6990217044704944e-01,1.7151002819807801e-01,1.9615869417868627e+01,-1.3084361345047735e-01,-9.8068485571551491e+00,-1.6027297858472681e-02,6.9903342427027302e-11,1.5300935682527780e-10,-4.9429238480058757e-11,-1.0819389828498061e-10,5.5630102912870702e-11,-3.9336423007796384e-11,1.3236499613227731e-10,-9.3596241867999197e-11
5.0000000000000000e+00,-9.9995857092214080e-01,-9.1025488902832814e-03,9.1025488902832814e-03,-9.9995857092214080e-01,-9.9996136087036480e-01,-8.7907150846421693e-03,8.7907150846421693e-03,-9.9996136087036480e-01,9.9999780189491538e-01,-2.0967039753461451e-03,2.0967039753461451e-03,9.9999780189491538e-01,9.9999753733339702e-01,-2.2192896703841017e-03,2.2192896703841017e-03,9.9999753733339702e-01,3.1324899789938940e+00,3.1328018252812639e+00,1.7947845516337404e+02,1.7949632263949715e+02,2.0967055116324551e-03,1.2013237669835761e-01,2.2192914922356320e-03,1.2715603601439221e-01,1.3128741955255493e-01,1.9617587545495908e+01,-9.9957765311326302e-02,-9.8081680737765051e+00,-1.3084196082202265e-02,6.0881748168676204e-11,1.3376865879034037e-10,-4.3049896980562607e-11,-9.4588781252014087e-11,5.3425222073141078e-11,-3.7777225792012814e-11,1.1384442100348903e-10,-8.0500273114125775e-11
6.0000000000000000e+00,-9.9997545827960210e-01,-7.0059117690705799e-03,7.0059117690705799e-03,-9.9997545827960210e-01,-9.9997840748850031e-01,-6.5714895094379881e-03,6.5714895094379881e-03,-9.9997840748850031e-01,9.9999869953846487e-01,-1.6127259136179037e-03,1.6127259136179037e-03,9.9999869953846487e-01,9.9999862191863120e-01,-1.6601480139159931e-03,1.6601480139159931e-03,9.9999862191863120e-01,3.1345866845076937e+00,3.1350211167814455e+00,1.7959858754019655e+02,1.7962347867596679e+02,1.6127266127338982e-03,9.2402428418081536e-02,1.6601487765611732e-03,9.5119518260762342e-02,1.0054646828178948e-01,1.9618590877216285e+01,-7.6349384564687511e-02,-9.8089353350943558e+00,-1.0604097329185521e-02,5.4848510886937920e-11,1.1651726790055581e-10,-3.8783753986137981e-11,-8.2390094746642717e-11,5.1628094244931629e-11,-3.6506686562631785e-11,9.8161081452188541e-11,-6.9410366343447549e-11
7.0000000000000000e+00,-9.9998545648592152e-01,-5.3932163223428193e-03,5.3932163223428193e-03,-9.9998545648592152e-01,-9.9998793912233364e-01,-4.9113682789499839e-03,4.9113682789499839e-03,-9.9998793912233364e-01,9.9999923254887735e-01,-1.2388970406699200e-03,1.2388970406699200e-03,9.9999923254887735e-01,9.9999922972794075e-01,-1.2411605738344106e-03,1.2411605738344106e-03,9.9999922972794075e-01,3.1361994111217975e+00,3.1366812655654934e+00,1.7969098996869312e+02,1.7971859819465652e+02,1.2388973576157676e-03,7.0983589841293326e-02,1.2411608925380719e-03,7.1113280839121829e-02,7.7020434305263202e-02,1.9619177098026132e+01,-5.8329820097652731e-02,-9.8093812976631227e+00,-8.5676581886916202e-03,4.8569083107678030e-11,1.0111128518205536e-10,-3.4343528021452130e-11,-7.1496364384415756e-11,5.0599055647510284e-11,-3.5779046392292457e-11,9.0446275147199941e-11,-6.3955063467346918e-11
8.0000000000000000e+00,-9.9999137070452848e-01,-4.1543331598494562e-03,4.1543331598494562e-03,-9.9999137070452848e-01,-9.9999326469165783e-01,-3.6702188840028603e-03,3.6702188840028603e-03,-9.9999326469165783e-01,9.9999954870879781e-01,-9.5002490884203716e-04,9.5002490884203716e-04,9.9999954870879781e-01,9.9999957022758945e-01,-9.2708281056456542e-04,9.2708281056456542e-04,9.9999957022758945e-01,3.1374383084802013e+00,3.1379224264656704e+00,1.7976197355857957e+02,1.7978971147593333e+02,9.5002505176573424e-04,5.4432425897874129e-02,9.2708294339531659e-04,5.3117939915117436e-02,5.9033248623465387e-02,1.9619519548728505e+01,-4.4590019775100777e-02,-9.8096404873908067e+00,-6.9106205598698199e-03,4.5926931518204972e-11,9.1447994135840192e-11,-3.2475355737915379e-11,-6.4663496779360230e-11,4.9318331228961930e-11,-3.4873215426500792e-11,8.7820845042446957e-11,-6.2098659547871193e-11
9.0000000000000000e+00,-9.9999486615589617e-01,-3.2043145737772451e-03,3.2043145737772451e-03,-9.9999486615589617e-01,-9.9999623755260192e-01,-2.7431407332182012e-03,2.7431407332182012e-03,-9.9999623755260192e-01,9.9999973607008941e-01,-7.2651566278366503e-04,7.2651566278366503e-04,9.9999973607008941e-01,9.9999976086405995e-01,-6.9152765443395044e-04,6.9152765443395044e-04,9.9999976086405995e-01,3.1383883335324887e+00,3.1388495094162079e+00,1.7981640598450733e+02,1.7984282941625767e+02,7.2651572670849021e-04,4.1626284890276428e-02,6.9152770957113053e-04,3.9621619174774324e-02,4.5303492816305704e-02,1.9619719542625479e+01,-3.4128202425524612e-02,-9.8097911116983010e+00,-5.5723355022694009e-03,4.2374911348924670e-11,8.4227609946091108e-11,-2.9963698189305887e-11,-5.9557914156016523e-11,4.9134394897489839e-11,-3.4743208310317186e-11,8.6728139195790897e-11,-6.1326055345034547e-11
