Moment matrix rank condition
================================================================================
Rank threshold: 1.00e-02
Dominant weight threshold: 0.999
Number of moment matrices: 188

Worst rank proxy: 7
Minimum dominant weight: 7.1371342e-01
Maximum second weight: 1.3136611e-01
All blocks rank-one: False

Per-block rank proxy
--------------------------------------------------------------------------------
block   shape       dominant_weight      second_weight       rank_proxy   status
0       351x351     9.97829986e-01       2.11132662e-03      1            not tight
1       253x253     9.95721901e-01       2.48996594e-03      1            not tight
2       253x253     9.88716078e-01       5.68726112e-03      1            not tight
3       253x253     9.91545357e-01       4.12093766e-03      1            not tight
4       253x253     9.84095229e-01       8.06608916e-03      1            not tight
5       253x253     9.82935236e-01       4.56450853e-03      1            not tight
6       253x253     9.75689724e-01       9.61837406e-03      1            not tight
7       253x253     9.60824474e-01       2.07459030e-02      2            not tight
8       253x253     9.67523981e-01       1.43139862e-02      2            not tight
9       253x253     9.76227356e-01       8.76621986e-03      1            not tight
10      253x253     9.79142720e-01       8.62673299e-03      1            not tight
11      253x253     9.73667023e-01       9.24517223e-03      1            not tight
12      253x253     9.72585834e-01       1.02688374e-02      2            not tight
13      253x253     9.74915045e-01       1.00003611e-02      2            not tight
14      253x253     9.69473870e-01       1.27387884e-02      2            not tight
15      253x253     9.76145073e-01       1.28385562e-02      2            not tight
16      253x253     9.76121549e-01       1.41389238e-02      2            not tight
17      253x253     9.78581400e-01       1.43882286e-02      2            not tight
18      253x253     9.80197405e-01       1.39157062e-02      2            not tight
19      26x26       9.98705345e-01       1.28387312e-03      1            not tight
20      22x22       9.97148343e-01       1.93267758e-03      1            not tight
21      26x26       9.23949346e-01       7.57043022e-02      2            not tight
22      22x22       8.08687766e-01       1.13277325e-01      3            not tight
23      26x26       9.99688741e-01       3.10997119e-04      1            tight
24      26x26       9.98775544e-01       1.21403956e-03      1            not tight
25      26x26       9.98874083e-01       1.11644253e-03      1            not tight
26      26x26       9.98662153e-01       1.32690693e-03      1            not tight
27      26x26       9.99164244e-01       8.27412587e-04      1            tight
28      22x22       9.96887163e-01       2.11236432e-03      1            not tight
29      22x22       9.93019708e-01       3.41369747e-03      1            not tight
30      22x22       8.30207973e-01       1.19009314e-01      3            not tight
31      22x22       7.72611899e-01       1.21410432e-01      5            not tight
32      22x22       9.98590781e-01       1.18653285e-03      1            not tight
33      22x22       9.97248361e-01       1.87866315e-03      1            not tight
34      22x22       9.97690802e-01       1.65236901e-03      1            not tight
35      22x22       9.96969294e-01       2.06786661e-03      1            not tight
36      22x22       9.96102303e-01       2.91005152e-03      1            not tight
37      22x22       9.93402949e-01       3.34303173e-03      1            not tight
38      22x22       9.94019115e-01       3.36915782e-03      1            not tight
39      22x22       9.94562853e-01       2.91625713e-03      1            not tight
40      22x22       9.94628504e-01       3.51380529e-03      1            not tight
41      22x22       9.96170544e-01       1.92455049e-03      1            not tight
42      22x22       9.93762845e-01       3.03109603e-03      1            not tight
43      22x22       9.95642219e-01       2.83324368e-03      1            not tight
44      22x22       9.93622867e-01       3.03407886e-03      1            not tight
45      22x22       9.95008037e-01       2.72590655e-03      1            not tight
46      22x22       9.94127821e-01       3.29491723e-03      1            not tight
47      22x22       9.91019624e-01       4.71003771e-03      1            not tight
48      22x22       9.95996615e-01       2.51579212e-03      1            not tight
49      22x22       9.93171155e-01       4.09502934e-03      1            not tight
50      22x22       9.07218817e-01       3.35700713e-02      4            not tight
51      22x22       9.93715699e-01       3.56296141e-03      1            not tight
52      22x22       9.80829492e-01       1.14696532e-02      2            not tight
53      22x22       9.93706091e-01       3.54779245e-03      1            not tight
54      22x22       9.92844413e-01       4.16862189e-03      1            not tight
55      22x22       9.91173669e-01       4.64885425e-03      1            not tight
56      22x22       9.90327935e-01       2.90917697e-03      1            not tight
57      22x22       9.93727785e-01       4.00723143e-03      1            not tight
58      22x22       9.93394016e-01       2.53230442e-03      1            not tight
59      22x22       9.96095293e-01       1.76392175e-03      1            not tight
60      22x22       9.91955721e-01       4.26730663e-03      1            not tight
61      22x22       9.95034061e-01       2.43166147e-03      1            not tight
62      22x22       9.92068562e-01       4.20485424e-03      1            not tight
63      22x22       9.93374786e-01       3.41962767e-03      1            not tight
64      22x22       9.90473742e-01       2.86983914e-03      1            not tight
65      22x22       9.86294296e-01       5.89135717e-03      1            not tight
66      22x22       9.94258810e-01       1.98411416e-03      1            not tight
67      22x22       9.91291167e-01       4.79529668e-03      1            not tight
68      22x22       9.95662689e-01       1.83568849e-03      1            not tight
69      22x22       9.91963062e-01       2.58221131e-03      1            not tight
70      22x22       9.94916281e-01       3.07079837e-03      1            not tight
71      22x22       9.91869727e-01       2.54649740e-03      1            not tight
72      22x22       9.93493781e-01       2.54156200e-03      1            not tight
73      22x22       9.86546188e-01       5.80429312e-03      1            not tight
74      22x22       9.76475641e-01       1.37214427e-02      2            not tight
75      22x22       9.90697784e-01       3.94358178e-03      1            not tight
76      22x22       9.84999242e-01       8.75170589e-03      1            not tight
77      22x22       9.92435776e-01       4.13489694e-03      1            not tight
78      22x22       9.89890965e-01       4.90701033e-03      1            not tight
79      22x22       9.92212988e-01       5.36764400e-03      1            not tight
80      22x22       9.88623410e-01       5.34719205e-03      1            not tight
81      22x22       9.90592505e-01       4.83305902e-03      1            not tight
82      22x22       9.76448911e-01       1.37284653e-02      2            not tight
83      22x22       9.80366349e-01       9.48630945e-03      1            not tight
84      22x22       9.41647049e-01       3.53338659e-02      3            not tight
85      22x22       9.54333330e-01       2.43185311e-02      3            not tight
86      22x22       9.85049241e-01       7.25999810e-03      1            not tight
87      22x22       9.85675322e-01       6.91065716e-03      1            not tight
88      22x22       9.90320957e-01       4.94850927e-03      1            not tight
89      22x22       9.84869421e-01       6.85620214e-03      1            not tight
90      22x22       9.81509030e-01       9.88834525e-03      1            not tight
91      22x22       9.80275292e-01       9.55935832e-03      1            not tight
92      22x22       9.83284647e-01       7.65693599e-03      1            not tight
93      22x22       9.80447750e-01       9.99444856e-03      1            not tight
94      22x22       9.82427243e-01       9.29786125e-03      1            not tight
95      22x22       9.83688428e-01       9.06063176e-03      1            not tight
96      22x22       9.82616322e-01       1.14703394e-02      2            not tight
97      22x22       9.82671223e-01       1.05202359e-02      2            not tight
98      22x22       9.76278195e-01       1.23424193e-02      2            not tight
99      22x22       9.84284074e-01       8.52980963e-03      1            not tight
100     22x22       9.83493703e-01       7.63275279e-03      1            not tight
101     22x22       9.83877064e-01       7.91069556e-03      1            not tight
102     22x22       9.90170391e-01       5.75499647e-03      1            not tight
103     22x22       9.90308585e-01       6.02035675e-03      1            not tight
104     22x22       9.83884167e-01       8.49201087e-03      1            not tight
105     22x22       7.50287807e-01       7.80803778e-02      6            not tight
106     22x22       9.86341812e-01       9.35418867e-03      1            not tight
107     22x22       9.78248636e-01       1.13193570e-02      2            not tight
108     22x22       9.81927658e-01       1.01954468e-02      2            not tight
109     22x22       9.81601374e-01       8.99842354e-03      1            not tight
110     22x22       9.80864303e-01       8.04168397e-03      1            not tight
111     22x22       9.87375698e-01       8.08073250e-03      1            not tight
112     22x22       9.87316411e-01       6.55830844e-03      1            not tight
113     22x22       9.77732447e-01       1.10627870e-02      2            not tight
114     22x22       8.33689326e-01       8.61959585e-02      5            not tight
115     22x22       7.13713417e-01       1.03871508e-01      6            not tight
116     22x22       9.78005846e-01       1.13964882e-02      2            not tight
117     22x22       9.71344221e-01       1.54573201e-02      2            not tight
118     22x22       9.81287751e-01       7.77183421e-03      1            not tight
