block_index,matrix_shape,dominant_weight,second_weight,rank_proxy,is_rank_one,status
0,351x351,8.4006649755654716e-01,1.5918096458022282e-01,2,False,not tight
1,253x253,6.8500418743672586e-01,3.0671884639402724e-01,2,False,not tight
2,253x253,6.5350791515434581e-01,3.2697966367811543e-01,2,False,not tight
3,253x253,7.1910518095222431e-01,2.4843842150581133e-01,3,False,not tight
4,253x253,7.8585325053291999e-01,1.5868028010061203e-01,3,False,not tight
5,253x253,8.5833954128819701e-01,8.2722464310459209e-02,4,False,not tight
6,253x253,8.7322693744682156e-01,5.1540880496272659e-02,4,False,not tight
7,253x253,8.4245640722750847e-01,4.1586639669189018e-02,6,False,not tight
8,253x253,7.6925114219822854e-01,6.1941170341962358e-02,6,False,not tight
9,253x253,7.0705463816857705e-01,1.0366962939058072e-01,7,False,not tight
10,253x253,6.7441637629910822e-01,1.4248497482978364e-01,7,False,not tight
11,253x253,6.8061486937853943e-01,1.4824370281659222e-01,7,False,not tight
12,253x253,7.1143316638998400e-01,1.1542978191834222e-01,7,False,not tight
13,253x253,7.3540231663045763e-01,9.5519662967759975e-02,7,False,not tight
14,253x253,7.2549304625128119e-01,1.3777186698109517e-01,5,False,not tight
15,253x253,7.3560339436573741e-01,1.4002559009755236e-01,5,False,not tight
16,253x253,7.4501077059363574e-01,1.4698240965372408e-01,5,False,not tight
17,253x253,7.4436803240440741e-01,1.6288611010370305e-01,4,False,not tight
18,253x253,7.3867409196020828e-01,1.7679120950273977e-01,3,False,not tight
19,26x26,9.0487287334704880e-01,9.4731401974953305e-02,2,False,not tight
20,22x22,7.5791090526765126e-01,2.3685583168896873e-01,2,False,not tight
21,26x26,9.0676403268147920e-01,9.2555555423587607e-02,2,False,not tight
22,22x22,7.6263837983657501e-01,2.3058067158462781e-01,2,False,not tight
23,26x26,9.0444566251543790e-01,9.5146519277437974e-02,2,False,not tight
24,26x26,9.0795725536353178e-01,9.1650585243096688e-02,2,False,not tight
25,26x26,9.6738809973302664e-01,3.1429039549227773e-02,2,False,not tight
26,26x26,9.0371946262151381e-01,9.5911638446035258e-02,2,False,not tight
27,26x26,9.0934252418004546e-01,9.0064755165970747e-02,2,False,not tight
28,22x22,7.5714866560160421e-01,2.3804863591364461e-01,2,False,not tight
29,22x22,7.1236659820997783e-01,2.7659624622680390e-01,2,False,not tight
30,22x22,7.4685046331549276e-01,2.4742207884744305e-01,2,False,not tight
