Moment matrix rank condition
================================================================================
Rank threshold: 1.00e-02
Dominant weight threshold: 0.999
Number of moment matrices: 188

Worst rank proxy: 7
Minimum dominant weight: 6.4928616e-01
Maximum second weight: 3.2697966e-01
All blocks rank-one: False

Per-block rank proxy
--------------------------------------------------------------------------------
block   shape       dominant_weight      second_weight       rank_proxy   status
0       351x351     8.40066498e-01       1.59180965e-01      2            not tight
1       253x253     6.85004187e-01       3.06718846e-01      2            not tight
2       253x253     6.53507915e-01       3.26979664e-01      2            not tight
3       253x253     7.19105181e-01       2.48438422e-01      3            not tight
4       253x253     7.85853251e-01       1.58680280e-01      3            not tight
5       253x253     8.58339541e-01       8.27224643e-02      4            not tight
6       253x253     8.73226937e-01       5.15408805e-02      4            not tight
7       253x253     8.42456407e-01       4.15866397e-02      6            not tight
8       253x253     7.69251142e-01       6.19411703e-02      6            not tight
9       253x253     7.07054638e-01       1.03669629e-01      7            not tight
10      253x253     6.74416376e-01       1.42484975e-01      7            not tight
11      253x253     6.80614869e-01       1.48243703e-01      7            not tight
12      253x253     7.11433166e-01       1.15429782e-01      7            not tight
13      253x253     7.35402317e-01       9.55196630e-02      7            not tight
14      253x253     7.25493046e-01       1.37771867e-01      5            not tight
15      253x253     7.35603394e-01       1.40025590e-01      5            not tight
16      253x253     7.45010771e-01       1.46982410e-01      5            not tight
17      253x253     7.44368032e-01       1.62886110e-01      4            not tight
18      253x253     7.38674092e-01       1.76791210e-01      3            not tight
19      26x26       9.04872873e-01       9.47314020e-02      2            not tight
20      22x22       7.57910905e-01       2.36855832e-01      2            not tight
21      26x26       9.06764033e-01       9.25555554e-02      2            not tight
22      22x22       7.62638380e-01       2.30580672e-01      2            not tight
23      26x26       9.04445663e-01       9.51465193e-02      2            not tight
24      26x26       9.07957255e-01       9.16505852e-02      2            not tight
25      26x26       9.67388100e-01       3.14290395e-02      2            not tight
26      26x26       9.03719463e-01       9.59116384e-02      2            not tight
27      26x26       9.09342524e-01       9.00647552e-02      2            not tight
28      22x22       7.57148666e-01       2.38048636e-01      2            not tight
29      22x22       7.12366598e-01       2.76596246e-01      2            not tight
30      22x22       7.46850463e-01       2.47422079e-01      2            not tight
31      22x22       6.99080671e-01       2.86706405e-01      2            not tight
32      22x22       7.54695344e-01       2.41753292e-01      2            not tight
33      22x22       7.53804153e-01       2.42230978e-01      2            not tight
34      22x22       7.63530025e-01       1.66144509e-01      4            not tight
35      22x22       7.57809157e-01       2.37141487e-01      2            not tight
36      22x22       7.41252567e-01       2.50547007e-01      2            not tight
37      22x22       7.09623793e-01       2.79782473e-01      2            not tight
38      22x22       8.06056961e-01       1.73915943e-01      2            not tight
39      22x22       6.49286162e-01       2.52997611e-01      5            not tight
40      22x22       6.71736782e-01       1.65478125e-01      7            not tight
41      22x22       7.16150949e-01       2.76073553e-01      2            not tight
42      22x22       7.10497765e-01       2.79470445e-01      2            not tight
43      22x22       7.19502244e-01       2.74856778e-01      2            not tight
44      22x22       7.12935097e-01       2.75342353e-01      2            not tight
45      22x22       7.11632862e-01       2.80874930e-01      2            not tight
46      22x22       8.02561988e-01       1.76454555e-01      3            not tight
47      22x22       8.63444339e-01       1.03938573e-01      3            not tight
48      22x22       7.93259542e-01       1.89563686e-01      2            not tight
49      22x22       8.70163183e-01       1.05880708e-01      2            not tight
50      22x22       8.14584207e-01       1.67367770e-01      3            not tight
51      22x22       8.07718161e-01       1.72858400e-01      2            not tight
52      22x22       8.16812835e-01       1.73214010e-01      2            not tight
53      22x22       8.05756108e-01       1.73816165e-01      3            not tight
54      22x22       8.10005357e-01       1.70257135e-01      3            not tight
55      22x22       8.64268118e-01       1.03347868e-01      3            not tight
56      22x22       9.15670221e-01       5.40562604e-02      3            not tight
57      22x22       8.81022689e-01       1.05339726e-01      2            not tight
58      22x22       9.41842910e-01       4.31581968e-02      2            not tight
59      22x22       8.77169074e-01       9.39633114e-02      3            not tight
60      22x22       8.68326268e-01       1.00132238e-01      3            not tight
61      22x22       8.74689254e-01       1.02210021e-01      3            not tight
62      22x22       8.67118079e-01       9.87355778e-02      3            not tight
63      22x22       8.76207004e-01       1.02803681e-01      2            not tight
64      22x22       9.16512501e-01       5.38024978e-02      3            not tight
65      22x22       9.26278780e-01       3.33749030e-02      4            not tight
66      22x22       9.35000784e-01       5.09906595e-02      2            not tight
67      22x22       9.47971558e-01       2.75389773e-02      2            not tight
68      22x22       9.51369691e-01       3.37572533e-02      2            not tight
69      22x22       9.24718699e-01       4.86820493e-02      2            not tight
70      22x22       9.38729790e-01       4.16804005e-02      3            not tight
71      22x22       9.26318195e-01       4.75195641e-02      2            not tight
72      22x22       9.30988318e-01       4.78447254e-02      2            not tight
73      22x22       9.27516737e-01       3.31059763e-02      4            not tight
74      22x22       9.08818691e-01       2.80399892e-02      5            not tight
