Moment matrix rank condition
================================================================================
Rank threshold: 1.00e-02
Dominant weight threshold: 0.999
Number of moment matrices: 188

Worst rank proxy: 1
Minimum dominant weight: 1.0000000e+00
Maximum second weight: 2.8769975e-10
All blocks rank-one: True

Per-block rank proxy
--------------------------------------------------------------------------------
block   shape       dominant_weight      second_weight       rank_proxy   status
0       351x351     9.99999999e-01       9.82547382e-11      1            tight
1       253x253     9.99999998e-01       2.82918799e-10      1            tight
2       253x253     9.99999998e-01       2.87699753e-10      1            tight
3       253x253     9.99999998e-01       2.77591559e-10      1            tight
4       253x253     9.99999998e-01       2.70733366e-10      1            tight
5       253x253     9.99999998e-01       2.65524712e-10      1            tight
6       253x253     9.99999998e-01       2.73084214e-10      1            tight
7       253x253     9.99999998e-01       2.79979061e-10      1            tight
8       253x253     9.99999998e-01       2.76166322e-10      1            tight
9       253x253     9.99999998e-01       2.75093471e-10      1            tight
10      253x253     9.99999998e-01       2.75517030e-10      1            tight
11      253x253     9.99999998e-01       2.76993921e-10      1            tight
12      253x253     9.99999998e-01       2.78343446e-10      1            tight
13      253x253     9.99999998e-01       2.77932374e-10      1            tight
14      253x253     9.99999998e-01       2.73821921e-10      1            tight
15      253x253     9.99999998e-01       2.64965822e-10      1            tight
16      253x253     9.99999998e-01       2.59828820e-10      1            tight
17      253x253     9.99999998e-01       2.53417009e-10      1            tight
18      253x253     9.99999998e-01       2.09047316e-10      1            tight
19      26x26       9.99999999e-01       9.66327177e-11      1            tight
20      22x22       9.99999999e-01       2.08400372e-10      1            tight
21      26x26       9.99999999e-01       7.07136700e-11      1            tight
22      22x22       9.99999999e-01       1.96954563e-10      1            tight
23      26x26       9.99999999e-01       6.17047063e-11      1            tight
24      26x26       9.99999999e-01       6.39783267e-11      1            tight
25      26x26       9.99999999e-01       6.32473885e-11      1            tight
26      26x26       9.99999999e-01       7.18363251e-11      1            tight
27      26x26       9.99999999e-01       5.71792081e-11      1            tight
28      22x22       9.99999999e-01       1.99016742e-10      1            tight
29      22x22       9.99999999e-01       2.13045580e-10      1            tight
30      22x22       9.99999999e-01       1.91693539e-10      1            tight
31      22x22       9.99999999e-01       2.00473279e-10      1            tight
32      22x22       9.99999999e-01       1.76484079e-10      1            tight
33      22x22       9.99999999e-01       1.89989040e-10      1            tight
34      22x22       9.99999999e-01       1.26804574e-10      1            tight
35      22x22       9.99999999e-01       1.96820691e-10      1            tight
36      22x22       9.99999999e-01       1.47693994e-10      1            tight
37      22x22       9.99999999e-01       2.12387610e-10      1            tight
38      22x22       9.99999999e-01       2.05290493e-10      1            tight
39      22x22       9.99999999e-01       1.94310937e-10      1            tight
40      22x22       9.99999999e-01       2.00840984e-10      1            tight
41      22x22       9.99999999e-01       1.91641748e-10      1            tight
42      22x22       9.99999999e-01       1.81944636e-10      1            tight
43      22x22       9.99999999e-01       1.30576884e-10      1            tight
44      22x22       9.99999999e-01       1.93217068e-10      1            tight
45      22x22       9.99999999e-01       1.44019335e-10      1            tight
46      22x22       9.99999999e-01       2.11391160e-10      1            tight
47      22x22       9.99999999e-01       2.02274250e-10      1            tight
48      22x22       9.99999999e-01       2.02364479e-10      1            tight
49      22x22       9.99999999e-01       1.95967853e-10      1            tight
50      22x22       9.99999999e-01       1.95612420e-10      1            tight
51      22x22       9.99999999e-01       1.77985701e-10      1            tight
52      22x22       9.99999999e-01       1.40647438e-10      1            tight
53      22x22       9.99999999e-01       1.87020762e-10      1            tight
54      22x22       9.99999999e-01       1.54110499e-10      1            tight
55      22x22       9.99999999e-01       2.10152364e-10      1            tight
56      22x22       9.99999999e-01       1.98953948e-10      1            tight
57      22x22       9.99999999e-01       2.02188885e-10      1            tight
58      22x22       9.99999999e-01       1.91154559e-10      1            tight
59      22x22       9.99999999e-01       1.91187449e-10      1            tight
60      22x22       9.99999999e-01       1.79265834e-10      1            tight
61      22x22       9.99999999e-01       1.43022886e-10      1            tight
62      22x22       9.99999999e-01       1.86727410e-10      1            tight
63      22x22       9.99999999e-01       1.63394875e-10      1            tight
64      22x22       9.99999999e-01       2.07190592e-10      1            tight
65      22x22       9.99999999e-01       2.02098545e-10      1            tight
66      22x22       9.99999999e-01       1.97903708e-10      1            tight
67      22x22       9.99999999e-01       1.90498254e-10      1            tight
68      22x22       9.99999999e-01       1.85845709e-10      1            tight
69      22x22       9.99999999e-01       1.77169526e-10      1            tight
70      22x22       9.99999999e-01       1.53056818e-10      1            tight
71      22x22       9.99999999e-01       1.84551590e-10      1            tight
72      22x22       9.99999999e-01       1.67023020e-10      1            tight
73      22x22       9.99999999e-01       2.10006907e-10      1            tight
74      22x22       9.99999999e-01       2.03851245e-10      1            tight
75      22x22       9.99999999e-01       1.97451717e-10      1            tight
76      22x22       9.99999999e-01       1.91337380e-10      1            tight
77      22x22       9.99999999e-01       1.85382146e-10      1            tight
78      22x22       9.99999999e-01       1.79676905e-10      1            tight
79      22x22       9.99999999e-01       1.51339629e-10      1            tight
80      22x22       9.99999999e-01       1.87440269e-10      1            tight
81      22x22       9.99999999e-01       1.68251787e-10      1            tight
82      22x22       9.99999999e-01       2.12327174e-10      1            tight
83      22x22       9.99999999e-01       2.01400671e-10      1            tight
84      22x22       9.99999999e-01       1.98538180e-10      1            tight
85      22x22       9.99999999e-01       1.92092731e-10      1            tight
86      22x22       9.99999999e-01       1.85814327e-10      1            tight
87      22x22       9.99999999e-01       1.81713191e-10      1            tight
88      22x22       9.99999999e-01       1.45450334e-10      1            tight
89      22x22       9.99999999e-01       1.89703714e-10      1            tight
90      22x22       9.99999999e-01       1.65784756e-10      1            tight
91      22x22       9.99999999e-01       2.09890544e-10      1            tight
92      22x22       9.99999999e-01       1.99811793e-10      1            tight
93      22x22       9.99999999e-01       1.98433310e-10      1            tight
94      22x22       9.99999999e-01       1.93278034e-10      1            tight
95      22x22       9.99999999e-01       1.84559692e-10      1            tight
96      22x22       9.99999999e-01       1.80016758e-10      1            tight
97      22x22       9.99999999e-01       1.53347449e-10      1            tight
98      22x22       9.99999999e-01       1.86999652e-10      1            tight
