Moment matrix rank condition
================================================================================
Rank threshold: 1.00e-02
Dominant weight threshold: 0.999
Number of moment matrices: 188

Worst rank proxy: 1
Minimum dominant weight: 9.9999996e-01
Maximum second weight: 6.2755304e-09
All blocks rank-one: True

Per-block rank proxy
--------------------------------------------------------------------------------
block   shape       dominant_weight      second_weight       rank_proxy   status
0       351x351     9.99999971e-01       3.18411286e-09      1            tight
1       253x253     9.99999956e-01       6.19266482e-09      1            tight
2       253x253     9.99999956e-01       5.99276084e-09      1            tight
3       253x253     9.99999957e-01       6.05824298e-09      1            tight
4       253x253     9.99999958e-01       5.48422427e-09      1            tight
5       253x253     9.99999958e-01       5.32504611e-09      1            tight
6       253x253     9.99999959e-01       5.35773975e-09      1            tight
7       253x253     9.99999960e-01       5.42728503e-09      1            tight
8       253x253     9.99999960e-01       5.46114105e-09      1            tight
9       253x253     9.99999960e-01       5.48489600e-09      1            tight
10      253x253     9.99999961e-01       5.48977085e-09      1            tight
11      253x253     9.99999961e-01       5.48834208e-09      1            tight
12      253x253     9.99999961e-01       5.46083819e-09      1            tight
13      253x253     9.99999961e-01       5.40215399e-09      1            tight
14      253x253     9.99999962e-01       5.32074453e-09      1            tight
15      253x253     9.99999962e-01       5.55131471e-09      1            tight
16      253x253     9.99999961e-01       5.78772923e-09      1            tight
17      253x253     9.99999962e-01       6.27553045e-09      1            tight
18      253x253     9.99999966e-01       4.15091225e-09      1            tight
19      26x26       9.99999976e-01       2.61288806e-09      1            tight
20      22x22       9.99999969e-01       4.60821180e-09      1            tight
21      26x26       9.99999977e-01       2.08496017e-09      1            tight
22      22x22       9.99999971e-01       4.23296112e-09      1            tight
23      26x26       9.99999987e-01       2.01591847e-09      1            tight
24      26x26       9.99999987e-01       2.09002345e-09      1            tight
25      26x26       9.99999983e-01       2.52095722e-09      1            tight
26      26x26       9.99999986e-01       2.25732135e-09      1            tight
27      26x26       9.99999986e-01       2.16108090e-09      1            tight
28      22x22       9.99999969e-01       4.51415217e-09      1            tight
29      22x22       9.99999969e-01       4.41159830e-09      1            tight
30      22x22       9.99999971e-01       4.15871026e-09      1            tight
31      22x22       9.99999971e-01       4.27195146e-09      1            tight
32      22x22       9.99999980e-01       3.95115394e-09      1            tight
33      22x22       9.99999982e-01       3.84247339e-09      1            tight
34      22x22       9.99999980e-01       3.10694270e-09      1            tight
35      22x22       9.99999981e-01       4.02637544e-09      1            tight
36      22x22       9.99999981e-01       3.57880410e-09      1            tight
37      22x22       9.99999969e-01       4.61481395e-09      1            tight
38      22x22       9.99999969e-01       4.41396520e-09      1            tight
39      22x22       9.99999972e-01       4.27691124e-09      1            tight
40      22x22       9.99999972e-01       4.34725665e-09      1            tight
41      22x22       9.99999980e-01       4.06128280e-09      1            tight
42      22x22       9.99999982e-01       3.91500683e-09      1            tight
43      22x22       9.99999979e-01       3.27666979e-09      1            tight
44      22x22       9.99999981e-01       4.14197358e-09      1            tight
45      22x22       9.99999981e-01       3.37220837e-09      1            tight
46      22x22       9.99999969e-01       4.67078442e-09      1            tight
47      22x22       9.99999970e-01       4.08669210e-09      1            tight
48      22x22       9.99999972e-01       4.41327141e-09      1            tight
49      22x22       9.99999972e-01       4.05053578e-09      1            tight
50      22x22       9.99999981e-01       4.03924457e-09      1            tight
51      22x22       9.99999982e-01       3.92630823e-09      1            tight
52      22x22       9.99999979e-01       3.30774534e-09      1            tight
53      22x22       9.99999981e-01       4.13451279e-09      1            tight
54      22x22       9.99999982e-01       3.25259706e-09      1            tight
55      22x22       9.99999970e-01       4.37503420e-09      1            tight
56      22x22       9.99999970e-01       3.99425986e-09      1            tight
57      22x22       9.99999972e-01       4.10370472e-09      1            tight
58      22x22       9.99999972e-01       4.00481994e-09      1            tight
59      22x22       9.99999981e-01       3.72401728e-09      1            tight
60      22x22       9.99999983e-01       3.54679439e-09      1            tight
61      22x22       9.99999980e-01       2.66252375e-09      1            tight
62      22x22       9.99999982e-01       3.77209434e-09      1            tight
63      22x22       9.99999982e-01       2.95037947e-09      1            tight
64      22x22       9.99999970e-01       4.29494762e-09      1            tight
65      22x22       9.99999970e-01       4.00626873e-09      1            tight
66      22x22       9.99999972e-01       4.06915950e-09      1            tight
67      22x22       9.99999972e-01       4.01915358e-09      1            tight
68      22x22       9.99999981e-01       3.63896824e-09      1            tight
69      22x22       9.99999983e-01       3.44706772e-09      1            tight
70      22x22       9.99999980e-01       2.57166066e-09      1            tight
71      22x22       9.99999982e-01       3.69061355e-09      1            tight
72      22x22       9.99999982e-01       2.86657797e-09      1            tight
73      22x22       9.99999970e-01       4.29931618e-09      1            tight
74      22x22       9.99999971e-01       4.04033208e-09      1            tight
75      22x22       9.99999972e-01       4.08788154e-09      1            tight
76      22x22       9.99999972e-01       4.04429820e-09      1            tight
77      22x22       9.99999982e-01       3.65505494e-09      1            tight
78      22x22       9.99999983e-01       3.48974861e-09      1            tight
79      22x22       9.99999981e-01       2.59116710e-09      1            tight
80      22x22       9.99999982e-01       3.73294601e-09      1            tight
81      22x22       9.99999983e-01       2.91829764e-09      1            tight
82      22x22       9.99999971e-01       4.31086350e-09      1            tight
83      22x22       9.99999971e-01       4.05617368e-09      1            tight
84      22x22       9.99999972e-01       4.11108034e-09      1            tight
85      22x22       9.99999972e-01       4.05768947e-09      1            tight
86      22x22       9.99999982e-01       3.68313829e-09      1            tight
87      22x22       9.99999983e-01       3.54936988e-09      1            tight
