k,t,u,thetaR1_rad,thetaR2_rad,thetaR1_deg,thetaR2_deg,thetaF1_rad,thetaF2_rad,thetaF1_deg,thetaF2_deg,R1_orth_error,R2_orth_error,F1_orth_error,F2_orth_error,R1_det_error,R2_det_error,F1_det_error,F2_det_error,base_x,base_y,elbow_x,elbow_y,tip_x,tip_y,x1,y1,x2,y2,target_angle_error_norm_rad,target_angle_error_norm_deg,target_step_error_norm_rad,target_step_error_norm_deg,target_error_R1_deg,target_error_R2_deg,target_error_F1_deg,target_error_F2_deg
1.4000000000000000e+01,1.4000000000000000e-02,1.2111995370399429e+00,-2.0362770097284558e-01,7.4949424965134581e-01,-1.1667007857696019e+01,4.2942857274346586e+01,-6.8389711451009990e-03,1.8843520281879148e-02,-3.9184418282603900e-01,1.0796541833208424e+00,8.8282177702048507e-15,6.8484875909180730e-15,1.5700926153146320e-16,1.5726005776099735e-18,6.2172489379008766e-15,4.8849813083506888e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.0111170210531009e-01,-4.8966970878069133e-01,2.3952260837600356e-01,-8.5568646594205411e-01,-5.0555851052655268e-02,-2.4483485439034633e-01,6.9205453135346789e-02,-6.7267808736137447e-01,3.7886373324627383e+00,2.1707292925581743e+02,2.0046191232678572e-02,1.1485621529446355e+00,1.6833299214230399e+02,-1.3705714272565342e+02,-3.9184418282603345e-01,1.0796541833208513e+00
1.5000000000000000e+01,1.4999999999999999e-02,1.2111995370399429e+00,-2.1106542649295523e-01,7.7033160069093909e-01,-1.2093158139175047e+01,4.4136749545147822e+01,-7.4377255201096473e-03,2.0837351039593194e-02,-4.2615028147902789e-01,1.1938922708012283e+00,8.6831444090090275e-15,6.9799497227023797e-15,5.9331469598505329e-19,3.1402435393610089e-16,6.2172489379008766e-15,4.8849813083506888e-15,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.0475090069076447e-01,-4.8890413048416109e-01,2.4343572932118357e-01,-8.4774402609350208e-01,-5.2375450345382463e-02,-2.4445206524208121e-01,6.9342414315209627e-02,-6.6832407828883345e-01,3.7697306017474066e+00,2.1598965338143856e+02,2.2124984955016923e-02,1.2676682597129132e+00,1.6790684186082495e+02,-1.3586325045485216e+02,-4.2615028147903000e-01,1.1938922708012267e+00
1.6000000000000000e+01,1.6000000000000000e-02,1.2111995370399429e+00,-2.1946860033724508e-01,7.9433565553632102e-01,-1.2574624534967580e+01,4.5512080578988758e+01,-8.4031738442898705e-03,2.4004054845381952e-02,-4.8146639579253281e-01,1.3753310338409397e+00,8.6852477743711959e-15,6.8473120701430363e-15,1.1102268215303352e-16,1.1102230579697366e-16,5.9952043329758453e-15,4.8849813083506888e-15,0.0000000000000000e+00,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.0885550035868391e-01,-4.8800663934178251e-01,2.4784360820572726e-01,-8.3838607074344806e-01,-5.4427750179342191e-02,-2.4400331967089189e-01,6.9494053923521731e-02,-6.6319635504261698e-01,3.7481227831419948e+00,2.1475161657086420e+02,2.5432419854930714e-02,1.4571703204922473e+00,1.6742537546503237e+02,-1.3448791942101124e+02,-4.8146639579254091e-01,1.3753310338409510e+00
1.7000000000000000e+01,1.7000000000000001e-02,1.2111995370399429e+00,-2.2986047851124733e-01,8.2474390687055954e-01,-1.3170035295552024e+01,4.7254345042813682e+01,-1.0391878174002250e-02,3.0408251334238572e-02,-5.9541076058444542e-01,1.7422644638249245e+00,8.5486870329138331e-15,7.0261000652581353e-15,5.0114929015462361e-19,1.5035193276598904e-18,5.9952043329758453e-15,4.8849813083506888e-15,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.1392083696585814e-01,-4.8684909664597137e-01,2.5326615522637713e-01,-8.2622162465143523e-01,-5.6960418482929320e-02,-2.4342454832298632e-01,6.9672659130259551e-02,-6.5653536064870499e-01,3.7210176530839147e+00,2.1319860701538303e+02,3.2134916853627245e-02,1.8411951107166598e+00,1.6682996470444800e+02,-1.3274565495718630e+02,-5.9541076058444387e-01,1.7422644638249345e+00
1.8000000000000000e+01,1.8000000000000002e-02,1.2111995370399429e+00,-2.4998194476732225e-01,8.8573369441416483e-01,-1.4322910389640018e+01,5.0748802462461825e+01,-2.0121466256074954e-02,6.0989787543605178e-02,-1.1528750940879966e+00,3.4944574196481368e+00,8.7258629572480031e-15,6.5918184358585585e-15,6.0917553217277797e-20,1.5704138975152541e-16,5.9952043329758453e-15,4.6629367034256575e-15,2.2204460492503131e-16,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.2369323263748987e-01,-4.8445844424438284e-01,2.6349647724054875e-01,-8.0081920123639705e-01,-6.1846616318745211e-02,-2.4222922212219206e-01,6.9901622301529451e-02,-6.4263882274039164e-01,3.6674667190132402e+00,2.1013036450415004e+02,6.4223263611470779e-02,3.6797219514933928e+00,1.6567708961035999e+02,-1.2925119753753816e+02,-1.1528750940880073e+00,3.4944574196481368e+00
1.9000000000000000e+01,1.9000000000000000e-02,1.2111995370399429e+00,-2.5616299274647625e-01,9.0517759084709970e-01,-1.4677058351813409e+01,5.1862855665358467e+01,-6.1810479791539778e-03,1.9443896432934815e-02,-3.5414796217338940e-01,1.1140532028966410e+00,8.5499797584725564e-15,6.5912302174281915e-15,1.5700926095415157e-16,6.4886819965443680e-19,5.9952043329758453e-15,4.6629367034256575e-15,1.1102230246251565e-16,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.2668531159354593e-01,-4.8368464088334062e-01,2.6658210733452437e-01,-7.9245759502546376e-01,-6.3342655796773228e-02,-2.4184232044167092e-01,6.9948397870489259e-02,-6.3807111795440385e-01,3.6506515391826677e+00,2.0916692566810474e+02,2.0402707237406108e-02,1.1689890153443894e+00,1.6532294164818657e+02,-1.2813714433464153e+02,-3.5414796217340194e-01,1.1140532028966441e+00
2.0000000000000000e+01,2.0000000000000000e-02,1.2111995370399429e+00,-2.6140531278041240e-01,9.2190771707714425e-01,-1.4977421164614830e+01,5.2821421289061135e+01,-5.2423200339361585e-03,1.6730126230044651e-02,-3.0036281280142035e-01,9.5856562370267351e-01,8.5501250948802944e-15,6.5906590800160839e-15,1.5701000396770733e-16,1.4172837854687659e-18,5.9952043329758453e-15,4.6629367034256575e-15,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.2921918888880615e-01,-4.8301387270234697e-01,2.6915876363329638e-01,-7.8516450888287437e-01,-6.4609594444403340e-02,-2.4150693635117410e-01,6.9969787372245129e-02,-6.3408919079261228e-01,3.6362728631855683e+00,2.0834308821848489e+02,1.7532228694933046e-02,1.0045227096778189e+00,1.6502257883538513e+02,-1.2717857871093885e+02,-3.0036281280142330e-01,9.5856562370266774e-01
2.1000000000000000e+01,2.1000000000000001e-02,1.2111995370399429e+00,-2.6610132762637095e-01,9.3709665685308463e-01,-1.5246482995819033e+01,5.3691683433500899e+01,-4.6960148459585767e-03,1.5188939775940413e-02,-2.6906183120420385e-01,8.7026214443976790e-01,8.5519664378124917e-15,6.7129504381122293e-15,1.1102371619078011e-16,6.8628465178852992e-19,5.9952043329758453e-15,4.6629367034256575e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3148599606503564e-01,-4.8240173386793028e-01,2.7143517502340708e-01,-7.7846681098564408e-01,-6.5742998032518096e-02,-2.4120086693396575e-01,6.9974589479185750e-02,-6.3043427242678884e-01,3.6232931105996724e+00,2.0759940317618904e+02,1.5898315852649565e-02,9.1090639972275089e-01,1.6475351700418094e+02,-1.2630831656649909e+02,-2.6906183120421195e-01,8.7026214443976602e-01
2.2000000000000000e+01,2.1999999999999999e-02,1.2111995370399429e+00,-2.7042129930852454e-01,9.5125073269141314e-01,-1.5493999140822464e+01,5.4502652241945221e+01,-4.3199716821536215e-03,1.4154075838328423e-02,-2.4751614500343325e-01,8.1096880844431118e-01,8.5507815444379297e-15,6.7804727191122110e-15,1.1102231128964054e-16,1.5700924668465124e-16,5.9952043329758453e-15,4.6629367034256575e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3356872450876967e-01,-4.8182921853401584e-01,2.7350247470610461e-01,-7.7216185323043462e-01,-6.6784362254385110e-02,-2.4091460926700853e-01,6.9966875098667503e-02,-6.2699553588222678e-01,3.6112633074992107e+00,2.0691014623015917e+02,1.4798649200915727e-02,8.4790014170711947e-01,1.6450600085917753e+02,-1.2549734775805477e+02,-2.4751614500343141e-01,8.1096880844431596e-01
2.3000000000000000e+01,2.3000000000000000e-02,1.2111995370399429e+00,-2.7445877782445161e-01,9.6464707995890242e-01,-1.5725329619659828e+01,5.5270206401263970e+01,-4.0374785159270404e-03,1.3396347267489148e-02,-2.3133047883736255e-01,7.6755415931874105e-01,8.4173307831609133e-15,6.9012988070860927e-15,1.1102234742592608e-16,3.2219735533722703e-19,5.7731597280508140e-15,4.8849813083506888e-15,1.1102230246251565e-16,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.3551300567566016e-01,-4.8128601194378018e-01,2.7541094762054358e-01,-7.6613949113513458e-01,-6.7756502837830357e-02,-2.4064300597189067e-01,6.9948970972441710e-02,-6.2371275153945893e-01,3.5999373178032310e+00,2.0626121482177089e+02,1.3991545764415671e-02,8.0165652116516117e-01,1.6427467038034021e+02,-1.2472979359873604e+02,-2.3133047883737015e-01,7.6755415931874249e-01
2.4000000000000000e+01,2.4000000000000000e-02,1.2111995370399429e+00,-2.7827218302329054e-01,9.7745827238380067e-01,-1.5943821643126546e+01,5.6004233657740606e+01,-3.8134051988389581e-03,1.2811192424898355e-02,-2.1849202346671878e-01,7.3402725647664657e-01,8.5554307792111652e-15,7.0260716952810308e-15,2.2204463095150505e-16,2.3594518411998955e-19,5.9952043329758453e-15,4.8849813083506888e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3734735448958910e-01,-4.8076574775529834e-01,2.7719209039235415e-01,-7.6033156940910918e-01,-6.8673677244794840e-02,-2.4038287387764978e-01,6.9922367951382514e-02,-6.2054865858220543e-01,3.5891617039474584e+00,2.0564381762617242e+02,1.3366701558660817e-02,7.6585558532220399e-01,1.6405617835687349e+02,-1.2399576634225939e+02,-2.1849202346672078e-01,7.3402725647664724e-01
2.5000000000000000e+01,2.5000000000000001e-02,1.2111995370399429e+00,-2.8190109404007180e-01,9.8980101197169634e-01,-1.6151742928616638e+01,5.6711420543756070e+01,-3.6289110167813075e-03,1.2342739587895597e-02,-2.0792128549009717e-01,7.0718688601545865e-01,8.5589723463370292e-15,7.2106298603157891e-15,2.3648122704377052e-19,5.2226089415701566e-19,5.9952043329758453e-15,5.1070259132757201e-15,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.3909110241655256e-01,-4.8026416192398541e-01,2.7886728725144394e-01,-7.5469226636326325e-01,-6.9545551208276588e-02,-2.4013208096199332e-01,6.9888092417445674e-02,-6.1747821414362603e-01,3.5788326427338597e+00,2.0505200601230095e+02,1.2865155098261432e-02,7.3711908991159392e-01,1.6384825707138339e+02,-1.2328857945624392e+02,-2.0792128549008465e-01,7.0718688601546276e-01
2.6000000000000000e+01,2.6000000000000002e-02,1.2111995370399429e+00,-2.8537389002635299e-01,1.0017589074261013e+00,-1.6350719481740523e+01,5.7396557485152144e+01,-3.4727959862812241e-03,1.1957895454404991e-02,-1.9897655312388629e-01,6.8513694139607773e-01,8.5584266670499327e-15,7.3318524441350177e-15,1.5700953046604105e-16,3.1401869520633191e-16,5.9952043329758453e-15,5.1070259132757201e-15,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.4075811977775449e-01,-4.7977823180781276e-01,2.8045189242407992e-01,-7.4918893245077256e-01,-7.0379059888877549e-02,-2.3988911590390699e-01,6.9846886323162716e-02,-6.1448358212929433e-01,3.5688757454628210e+00,2.0448151782162512e+02,1.2451970754094007e-02,7.1344537082991966e-01,1.6364928051825947e+02,-1.2260344251484787e+02,-1.9897655312388787e-01,6.8513694139608194e-01
2.7000000000000000e+01,2.7000000000000000e-02,1.2111995370399429e+00,-2.8871178818656956e-01,1.0133944816920901e+00,-1.6541966958765414e+01,5.8063226782804335e+01,-3.3378981602165238e-03,1.1635574265988994e-02,-1.9124747702488909e-01,6.6666929765220007e-01,8.8637935357786520e-15,7.5165591411599507e-15,2.5653479856392936e-19,1.9602563949979807e-19,6.2172489379008766e-15,5.1070259132757201e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4235878354916046e-01,-4.7930572367373547e-01,2.8195739336311743e-01,-7.4379727743405599e-01,-7.1179391774580533e-02,-2.3965286183686837e-01,6.9799304906978527e-02,-6.1155150055389740e-01,3.5592354082095459e+00,2.0392916718392971e+02,1.2104881355359238e-02,6.9355861316868406e-01,1.6345803304123459e+02,-1.2193677321719566e+02,-1.9124747702489162e-01,6.6666929765220306e-01
2.8000000000000000e+01,2.8000000000000001e-02,1.2111995370399429e+00,-2.9193116862307089e-01,1.0247560682843817e+00,-1.6726423870423925e+01,5.8714197743115065e+01,-3.2193804365013411e-03,1.1361586592291526e-02,-1.8445691165851158e-01,6.5097096031072765e-01,8.8666149463107530e-15,7.3354606446948001e-15,1.4109660731094427e-19,9.8675369860627099e-19,6.2172489379008766e-15,5.1070259132757201e-15,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.4390111062177194e-01,-4.7884493352422614e-01,2.8339265906043565e-01,-7.3849861516723414e-01,-7.1950555310886274e-02,-2.3942246676211371e-01,6.9745774219331896e-02,-6.0867177434573183e-01,3.5498686888095197e+00,2.0339249369442487e+02,1.1808897505231741e-02,6.7659998775234576e-01,1.6327357612957607e+02,-1.2128580225688493e+02,-1.8445691165852041e-01,6.5097096031073087e-01
