k,t,u,thetaR1_rad,thetaR2_rad,thetaR1_deg,thetaR2_deg,thetaF1_rad,thetaF2_rad,thetaF1_deg,thetaF2_deg,R1_orth_error,R2_orth_error,F1_orth_error,F2_orth_error,R1_det_error,R2_det_error,F1_det_error,F2_det_error,base_x,base_y,elbow_x,elbow_y,tip_x,tip_y,target_angle_error_norm_rad,target_angle_error_norm_deg,target_step_error_norm_rad,target_step_error_norm_deg,target_error_R1_deg,target_error_R2_deg,target_error_F1_deg,target_error_F2_deg,mpc_iteration,angle_ok,step_ok,stable_counter
0.0000000000000000e+00,0.0000000000000000e+00,nan,8.7266462599716474e-02,8.7266462599716474e-02,5.0000000000000000e+00,5.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2501662875683853e-18,3.2501662875683853e-18,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.3577871373829083e-02,-4.9809734904587277e-01,8.7155742747658166e-02,-9.9619469809174555e-01,4.3194695232095226e+00,2.4748737341529164e+02,0.0000000000000000e+00,0.0000000000000000e+00,-1.7500000000000000e+02,-1.7500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,-1.0000000000000000e+00,False,False,0
1.0000000000000000e+00,1.0000000000000001e-01,3.6870591001285948e+00,-1.2727790876765885e-01,5.5263968880412428e-01,-7.2924869976379885e+00,3.1663921759899534e+01,-4.6570347127046453e-03,1.1226651313687471e-02,-2.6682843408389606e-01,6.4323973833929338e-01,8.0250226675538069e-15,7.5823346424703718e-15,3.1401906962560656e-16,9.7706496785525271e-19,5.5511151231257827e-15,5.3290705182007514e-15,2.2204460492503131e-16,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,-6.3467271867909986e-02,-4.9595554780811235e-01,1.9900063049375419e-01,-9.2152645873820394e-01,3.9735086302567200e+00,2.2766527437251878e+02,1.2154245021162751e-02,6.9638694288051961e-01,1.7270751300236202e+02,-1.4833607824010048e+02,-2.6682843408389467e-01,6.4323973833930115e-01,0.0000000000000000e+00,False,True,0
2.0000000000000000e+00,2.0000000000000001e-01,1.2111995370399429e+00,-4.0185883452031251e-01,1.7997829782832815e+00,-2.3024815178060059e+01,1.0311996869511752e+02,-7.0719599480073274e-05,1.5681879472556226e-02,-4.0519345790637692e-03,8.9850550861031320e-01,1.1313461813015868e-14,8.3869675865552917e-15,3.1401849176432760e-16,1.5700924767708073e-16,7.9936057773011271e-15,5.9952043329758453e-15,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.9556488426095764e-01,-4.6016776945370508e-01,2.9138357360559008e-01,-3.4667239782388498e-01,3.0506711727256355e+00,1.7479058287940430e+02,1.5682038931642026e-02,8.9851464494293465e-01,1.5697518482193991e+02,-7.6880031304882479e+01,-4.0519345790606051e-03,8.9850550861032275e-01,1.0000000000000000e+00,False,True,0
