k,R1_00,R1_01,R1_10,R1_11,R2_00,R2_01,R2_10,R2_11,F1_00,F1_01,F1_10,F1_11,F2_00,F2_01,F2_10,F2_11,thetaR1_rad,thetaR2_rad,thetaR1_deg,thetaR2_deg,thetaF1_rad,thetaF1_deg,thetaF2_rad,thetaF2_deg,lambda0_x,lambda0_y,lambda12_x,lambda12_y,u,SO2_R1_orth_error,SO2_R2_orth_error,SO2_R1_det_error,SO2_R2_det_error,SO2_F1_orth_error,SO2_F1_det_error,SO2_F2_orth_error,SO2_F2_det_error
0.0000000000000000e+00,-9.9903187178130703e-01,-4.3992262192687932e-02,4.3992262192687932e-02,-9.9903187178130703e-01,-9.9879608796508623e-01,-4.9054812539561038e-02,4.9054812539561038e-02,-9.9879608796508623e-01,9.9994833262790428e-01,-1.0165236950301915e-02,1.0165236950301915e-02,9.9994833262790428e-01,9.9992624611607372e-01,-1.2145052318691204e-02,1.2145052318691204e-02,9.9992624611607372e-01,3.0975861891798413e+00,3.0925181456717130e+00,1.7747861531801709e+02,1.7718823781461268e+02,1.0165412024389999e-02,5.8243520600908516e-01,1.2145350909224245e-02,6.9587734780392629e-01,nan,nan,nan,nan,nan,4.5690318584681477e-11,4.5747312940931721e-11,-3.2307823083499443e-11,-3.2348346223898261e-11,4.5846385775074505e-11,-3.2418401296752108e-11,4.5811215703999982e-11,-3.2393310256395580e-11
1.0000000000000000e+00,-9.9942744621514290e-01,-3.3834593531099098e-02,3.3834593531099098e-02,-9.9942744621514290e-01,-9.9931819615532669e-01,-3.6920763813169805e-02,3.6920763813169805e-02,-9.9931819615532669e-01,9.9996922984213565e-01,-7.8446974254660282e-03,7.8446974254660282e-03,9.9996922984213565e-01,9.9995857090624396e-01,-9.1025374839978079e-03,9.1025374839978079e-03,9.9995857090624396e-01,3.1077516012042254e+00,3.1046634965809372e+00,1.7806105052402586e+02,1.7788411516241661e+02,7.8447778875543103e-03,4.4947266417441545e-01,9.1026631902310622e-03,5.2154418312932949e-01,4.9927263781206882e-01,1.9584492459228937e+01,-3.8345155520947438e-01,-9.7825376997626137e+00,-3.6361994953130916e-02,4.5909503491913593e-11,4.5701937268875783e-11,-3.2462810217737115e-11,-3.2316149756184132e-11,1.2901716648722555e-10,-9.1228913312590976e-11,3.9950782798264442e-10,-2.8249469430363661e-10
2.0000000000000000e+00,-9.9966211583679709e-01,-2.5993346519906719e-02,2.5993346519906719e-02,-9.9966211583679709e-01,-9.9961286796151283e-01,-2.7822902879211436e-02,2.7822902879211436e-02,-9.9961286796151283e-01,9.9998206119466593e-01,-5.9897550708029185e-03,5.9897550708029185e-03,9.9998206119466593e-01,9.9997580755473248e-01,-6.9558589158386398e-03,6.9558589158386398e-03,9.9997580755473248e-01,3.1155963790932661e+00,3.1137661597728652e+00,1.7851052318828542e+02,1.7840565934564316e+02,5.9897908876556938e-03,3.4318973802859026e-01,6.9559150102299619e-03,3.9854457273787569e-01,3.8515851202677731e-01,1.9599197586984371e+01,-2.9250603722494684e-01,-9.7940430147772268e+00,-2.7837465919180890e-02,1.3773604691954245e-10,3.9758226659131465e-10,-9.7393981768334470e-11,-2.8113300576393385e-10,1.7403203129618113e-10,-1.2305922947319914e-10,4.6952398155283473e-10,-3.3200353577456099e-10
3.0000000000000000e+00,-9.9979987690751460e-01,-2.0005148998087873e-02,2.0005148998087873e-02,-9.9979987690751460e-01,-9.9978221719205762e-01,-2.0869063682102000e-02,2.0869063682102000e-02,-9.9978221719205762e-01,9.9998941352416115e-01,-4.6013825807233212e-03,4.6013825807233212e-03,9.9998941352416115e-01,9.9998622145206162e-01,-5.2494352872834889e-03,5.2494352872834889e-03,9.9998622145206162e-01,3.1215861699864473e+00,3.1207220747987181e+00,1.7885371292663061e+02,1.7880420391927615e+02,4.6013988184481647e-03,2.6364073215356354e-01,5.2494593978681505e-03,3.0077186822313146e-01,2.9339157870340310e-01,1.9607877202420532e+01,-2.2401537891328649e-01,-9.8006919048928705e+00,-2.3938999741347035e-02,2.1111800769342117e-10,5.1981631963853450e-10,-1.4928291935945026e-10,-3.6756575561014415e-10,1.6680662281056425e-10,-1.1795009413617663e-10,4.7403446466351192e-10,-3.3519298447970414e-10
4.0000000000000000e+00,-9.9988134393836225e-01,-1.5404475462956455e-02,1.5404475462956455e-02,-9.9988134393836225e-01,-9.9987799261574573e-01,-1.5620484070810511e-02,1.5620484070810511e-02,-9.9987799261574573e-01,9.9999372071666348e-01,-3.5437846145686151e-03,3.5437846145686151e-03,9.9999372071666348e-01,9.9999225129186264e-01,-3.9366251876272670e-03,3.9366251876272670e-03,9.9999225129186264e-01,3.1261875688188647e+00,3.1259715342146355e+00,1.7911735365958455e+02,1.7910497578853344e+02,3.5437920322023498e-03,2.0304432691728377e-01,3.9366353560226644e-03,2.2555259138207892e-01,2.2419758351889485e-01,1.9612925142748896e+01,-1.7133695008295546e-01,-9.8045829116848378e+00,-2.0022817817527686e-02,2.5417049244287623e-10,5.0925870392785313e-10,-1.7972578980618437e-10,-3.6010039394795967e-10,1.6666397991071133e-10,-1.1784917486323820e-10,4.7851943377174214e-10,-3.3836433654954590e-10
5.0000000000000000e+00,-9.9992965559587677e-01,-1.1861014595996797e-02,1.1861014595996797e-02,-9.9992965559587677e-01,-9.9993173702241500e-01,-1.1684218122020106e-02,1.1684218122020106e-02,-9.9993173702241500e-01,9.9999627625589960e-01,-2.7289842764120931e-03,2.7289842764120931e-03,9.9999627625589960e-01,9.9999565726945461e-01,-2.9470495510463051e-03,2.9470495510463051e-03,9.9999565726945461e-01,3.1297313608665407e+00,3.1299081695926740e+00,1.7932039798738839e+02,1.7933052838117692e+02,2.7289876638718949e-03,1.5635947548312570e-01,2.9470538174695715e-03,1.6885374573892412e-01,1.7166199688071690e-01,1.9615867381928268e+01,-1.3093077809129600e-01,-9.8068507099467279e+00,-1.6415353207071257e-02,2.7246929201185212e-10,4.8396215927976945e-10,-1.9266477302437579e-10,-3.4221281364210654e-10,1.6850876004502334e-10,-1.1915368691717276e-10,4.8249451535402121e-10,-3.4117519920329187e-10
6.0000000000000000e+00,-9.9995830069415792e-01,-9.1321781038073650e-03,9.1321781038073650e-03,-9.9995830069415792e-01,-9.9996182874241768e-01,-8.7373189843281095e-03,8.7373189843281095e-03,-9.9996182874241768e-01,9.9999779596704474e-01,-2.0995095971148943e-03,2.0995095971148943e-03,9.9999779596704474e-01,9.9999756866879497e-01,-2.2050663600549818e-03,2.2050663600549818e-03,9.9999756866879497e-01,3.1324603485481095e+00,3.1328552234313656e+00,1.7947675746388549e+02,1.7949938212813177e+02,2.0995111396633682e-03,1.2029312734341253e-01,2.2050681473879965e-03,1.2634109838406357e-01,1.3150392900710020e-01,1.9617585797173870e+01,-1.0003421408649328e-01,-9.8081695913855729e+00,-1.3350333464816622e-02,2.7709023112700434e-10,4.4559867715353596e-10,-1.9593249245275501e-10,-3.1508573528071793e-10,1.7041893453025801e-10,-1.2050438424893173e-10,4.7920116791730263e-10,-3.3884650640914060e-10
7.0000000000000000e+00,-9.9997526990976437e-01,-7.0327359094143581e-03,7.0327359094143581e-03,-9.9997526990976437e-01,-9.9997866405388602e-01,-6.5323155310679677e-03,6.5323155310679677e-03,-9.9997866405388602e-01,9.9999869896471327e-01,-1.6130551393248713e-03,1.6130551393248713e-03,9.9999869896471327e-01,9.9999864032576025e-01,-1.6489419241384428e-03,1.6489419241384428e-03,9.9999864032576025e-01,3.1345598597059516e+00,3.1350602915999848e+00,1.7959705059227048e+02,1.7962572322773229e+02,1.6130558389380505e-03,9.2421291690084575e-02,1.6489426716654551e-03,9.4477455745456809e-02,1.0076705739891333e-01,1.9618589936554059e+01,-7.6446168408894358e-02,-9.8089362349462110e+00,-1.0819477209781936e-02,2.7509605669523012e-10,4.1126452330402263e-10,-1.9452239818917860e-10,-2.9080793328972732e-10,1.7253165094266292e-10,-1.2199818932856488e-10,4.7681855261125003e-10,-3.3716174296927193e-10
8.0000000000000000e+00,-9.9998531316028538e-01,-5.4197114930002992e-03,5.4197114930002992e-03,-9.9998531316028538e-01,-9.9998807599574868e-01,-4.8833998878674428e-03,4.8833998878674428e-03,-9.9998807599574868e-01,9.9999923492881027e-01,-1.2369392602858075e-03,1.2369392602858075e-03,9.9999923492881027e-01,9.9999924097734871e-01,-1.2319535834301064e-03,1.2319535834301064e-03,9.9999924097734871e-01,3.1361729155634808e+00,3.1367092342914971e+00,1.7968947188502574e+02,1.7972020068461489e+02,1.2369395757855074e-03,7.0871417205212020e-02,1.2319538952613664e-03,7.0585758753178157e-02,7.7263525160632451e-02,1.9619176607610854e+01,-5.8458567153105295e-02,-9.8093818274777114e+00,-8.7525494102103883e-03,2.7019768224262846e-10,3.8446233849269222e-10,-1.9105872439695304e-10,-2.7185598217016604e-10,1.7403383690252631e-10,-1.2306056174082869e-10,4.7389551148091845e-10,-3.3509484076432727e-10
9.0000000000000000e+00,-9.9999125201786443e-01,-4.1827862352182164e-03,4.1827862352182164e-03,-9.9999125201786443e-01,-9.9999333327837836e-01,-3.6514572704363629e-03,3.6514572704363629e-03,-9.9999333327837836e-01,9.9999955274088181e-01,-9.4572429543280843e-04,9.4572429543280843e-04,9.9999955274088181e-01,9.9999957745164547e-01,-9.1911011212562053e-04,9.1911011212562053e-04,9.9999957745164547e-01,3.1374098551572920e+00,3.1379411882046040e+00,1.7976034330326374e+02,1.7979078644439056e+02,9.4572443646640024e-04,5.4186018791912899e-02,9.1911024168385934e-04,5.2661137755734208e-02,5.9322955900362295e-02,1.9619519278000084e+01,-4.4762588446428664e-02,-9.8096407926123579e+00,-7.0786408700929983e-03,2.6453482977189370e-10,3.6571598406836044e-10,-1.8705448301403749e-10,-2.5860025232304906e-10,1.7478740277805390e-10,-1.2359324674804384e-10,4.7112021605094894e-10,-3.3313229952369738e-10
