block_index,matrix_shape,dominant_weight,second_weight,rank_proxy,is_rank_one,status
0,351x351,9.9552021420193193e-01,3.5564430323321680e-03,1,False,not tight
1,253x253,9.8967401205243044e-01,5.0240749513192308e-03,1,False,not tight
2,253x253,9.8197545245976103e-01,1.0292919027663064e-02,2,False,not tight
3,253x253,9.8790971596637089e-01,5.1962737732031477e-03,1,False,not tight
4,253x253,9.8448258051997484e-01,5.8856276072851944e-03,1,False,not tight
5,253x253,9.6850239004776406e-01,2.2521405795762631e-02,2,False,not tight
6,253x253,9.4922832635629517e-01,3.8905151152856116e-02,2,False,not tight
7,253x253,9.5114503014387985e-01,3.6717365342855586e-02,2,False,not tight
8,253x253,9.6019065237105705e-01,2.9504374642373012e-02,2,False,not tight
9,253x253,9.4863387955448841e-01,3.3560603081304194e-02,2,False,not tight
10,253x253,9.5889239049710850e-01,1.9167183674546756e-02,2,False,not tight
11,253x253,9.7330525491783637e-01,1.1590811750584710e-02,2,False,not tight
12,253x253,9.7256070434911235e-01,1.0695398676766792e-02,2,False,not tight
13,253x253,9.6900705053992686e-01,1.2835882830539809e-02,2,False,not tight
14,253x253,9.7383098736115903e-01,1.1389852922390789e-02,2,False,not tight
15,253x253,9.8312420899835273e-01,9.2669305267097657e-03,1,False,not tight
16,253x253,9.8737908773024674e-01,7.6923107180662141e-03,1,False,not tight
17,253x253,9.8893667525900075e-01,6.9540305393272096e-03,1,False,not tight
18,253x253,9.8896858405394694e-01,7.4059016565979179e-03,1,False,not tight
19,26x26,9.9763356390753133e-01,2.0487132590635395e-03,1,False,not tight
20,22x22,9.9416809387113902e-01,3.1947552945866355e-03,1,False,not tight
21,26x26,9.9900359263284866e-01,9.5500969179045212e-04,1,True,tight
22,22x22,9.9697978160407352e-01,2.0567349529790756e-03,1,False,not tight
23,26x26,9.9885727001956492e-01,1.1081598716428771e-03,1,False,not tight
24,26x26,9.9780855725178796e-01,1.9059315991772215e-03,1,False,not tight
25,26x26,9.9728692935860985e-01,2.3535889429897464e-03,1,False,not tight
26,26x26,9.9811776300974731e-01,1.6398323237369634e-03,1,False,not tight
27,26x26,9.9769352358346053e-01,2.0281011643163457e-03,1,False,not tight
28,22x22,9.9415434098675637e-01,3.1933670000269983e-03,1,False,not tight
29,22x22,9.8880705105398081e-01,6.6607592838029044e-03,1,False,not tight
30,22x22,9.9460623234071432e-01,2.6798416370929293e-03,1,False,not tight
31,22x22,9.9225209439119910e-01,4.5689409567922371e-03,1,False,not tight
32,22x22,9.9641931523606797e-01,2.6346933138951755e-03,1,False,not tight
33,22x22,9.9480985729063676e-01,2.9916955810238735e-03,1,False,not tight
34,22x22,9.9508506632130633e-01,2.7245938665579053e-03,1,False,not tight
35,22x22,9.9471899291122057e-01,3.2549433482301614e-03,1,False,not tight
36,22x22,9.9524492471589521e-01,2.4601179755432863e-03,1,False,not tight
37,22x22,9.8880464709471672e-01,6.6269187892139597e-03,1,False,not tight
38,22x22,9.9161979264162303e-01,4.3548333577750785e-03,1,False,not tight
39,22x22,9.1002839231194577e-01,5.5050240397849851e-02,3,False,not tight
40,22x22,9.3443874469250243e-01,3.3269987088518062e-02,3,False,not tight
41,22x22,9.9459469088868346e-01,2.7868778203746021e-03,1,False,not tight
42,22x22,9.9214677084823366e-01,3.6944663841056821e-03,1,False,not tight
43,22x22,9.9543130285748194e-01,2.3269586441907824e-03,1,False,not tight
44,22x22,9.9333850473263796e-01,3.2048025144022513e-03,1,False,not tight
