Moment matrix rank condition
================================================================================
Rank threshold: 1.00e-02
Dominant weight threshold: 0.999
Number of moment matrices: 188

Worst rank proxy: 6
Minimum dominant weight: 5.9428112e-01
Maximum second weight: 3.2522339e-01
All blocks rank-one: False

Per-block rank proxy
--------------------------------------------------------------------------------
block   shape       dominant_weight      second_weight       rank_proxy   status
0       351x351     9.97861760e-01       2.06097921e-03      1            not tight
1       253x253     8.97906308e-01       9.84998921e-02      2            not tight
2       253x253     6.68039100e-01       3.25223387e-01      2            not tight
3       253x253     6.92217379e-01       3.03549165e-01      2            not tight
4       253x253     7.23344096e-01       2.73272904e-01      2            not tight
5       253x253     6.92723917e-01       3.02633150e-01      2            not tight
6       253x253     8.18512851e-01       1.74415913e-01      2            not tight
7       253x253     8.94392472e-01       9.45429635e-02      2            not tight
8       253x253     9.53322965e-01       3.54872978e-02      2            not tight
9       253x253     9.81959563e-01       7.04390892e-03      1            not tight
10      253x253     9.74407294e-01       1.18750465e-02      2            not tight
11      253x253     9.81298932e-01       7.41880476e-03      1            not tight
12      253x253     9.87898499e-01       2.57831966e-03      1            not tight
13      253x253     9.90730917e-01       2.35193521e-03      1            not tight
14      253x253     9.91580276e-01       2.34269383e-03      1            not tight
15      253x253     9.92256926e-01       2.26649830e-03      1            not tight
16      253x253     9.92926423e-01       2.15896311e-03      1            not tight
17      253x253     9.93615209e-01       2.05511731e-03      1            not tight
18      253x253     9.94401430e-01       1.80616452e-03      1            not tight
19      26x26       9.98942141e-01       1.02527855e-03      1            not tight
20      22x22       9.40649396e-01       5.74383085e-02      2            not tight
21      26x26       9.98401999e-01       1.58355391e-03      1            not tight
22      22x22       9.37312173e-01       5.97142003e-02      2            not tight
23      26x26       9.99300307e-01       6.76794461e-04      1            tight
24      26x26       9.99588261e-01       4.10765934e-04      1            tight
25      26x26       9.98924076e-01       1.05728662e-03      1            not tight
26      26x26       9.99257837e-01       7.29757012e-04      1            tight
27      26x26       9.99060152e-01       9.09449040e-04      1            tight
28      22x22       9.41344671e-01       5.68263720e-02      2            not tight
29      22x22       7.91324178e-01       2.04979366e-01      2            not tight
30      22x22       9.38526155e-01       6.04539043e-02      2            not tight
31      22x22       8.35989876e-01       1.60050098e-01      2            not tight
32      22x22       9.46772018e-01       5.13529152e-02      2            not tight
33      22x22       9.28043564e-01       6.99756850e-02      2            not tight
34      22x22       9.94462205e-01       4.24327837e-03      1            not tight
35      22x22       9.34516631e-01       6.32952432e-02      2            not tight
36      22x22       9.32117849e-01       6.55211381e-02      2            not tight
37      22x22       8.07106421e-01       1.88882328e-01      2            not tight
38      22x22       7.93037804e-01       2.04616958e-01      2            not tight
39      22x22       8.01156735e-01       1.96972383e-01      2            not tight
40      22x22       7.82288105e-01       2.16369015e-01      2            not tight
41      22x22       8.06680685e-01       1.90033430e-01      2            not tight
42      22x22       9.93584883e-01       3.40188301e-03      1            not tight
43      22x22       9.95031759e-01       2.53730747e-03      1            not tight
44      22x22       8.28597081e-01       1.67720979e-01      2            not tight
45      22x22       8.58715292e-01       1.37517751e-01      2            not tight
46      22x22       7.83864245e-01       2.13871917e-01      2            not tight
47      22x22       7.92289958e-01       2.05686165e-01      2            not tight
48      22x22       7.20770621e-01       2.77833175e-01      2            not tight
49      22x22       7.18517515e-01       2.79995357e-01      2            not tight
50      22x22       7.34235005e-01       2.63694770e-01      2            not tight
51      22x22       7.52739433e-01       2.45480263e-01      2            not tight
52      22x22       9.95727805e-01       1.93445479e-03      1            not tight
53      22x22       7.62362872e-01       2.35548182e-01      2            not tight
54      22x22       7.44290116e-01       2.53718237e-01      2            not tight
55      22x22       7.77268785e-01       2.20418356e-01      2            not tight
56      22x22       8.02615881e-01       1.94133897e-01      2            not tight
57      22x22       9.95922063e-01       2.28727913e-03      1            not tight
58      22x22       9.95178090e-01       2.29489569e-03      1            not tight
59      22x22       7.18006553e-01       2.80001270e-01      2            not tight
60      22x22       7.66788409e-01       2.31633635e-01      2            not tight
61      22x22       6.08582190e-01       1.95092232e-01      6            not tight
62      22x22       7.73345516e-01       2.24862887e-01      2            not tight
63      22x22       7.14221127e-01       2.83616309e-01      2            not tight
64      22x22       7.78116395e-01       2.17860661e-01      2            not tight
65      22x22       8.67891573e-01       1.26116322e-01      2            not tight
66      22x22       8.91522999e-01       1.05937697e-01      2            not tight
67      22x22       9.13129892e-01       8.14980579e-02      2            not tight
68      22x22       7.95195765e-01       2.02927329e-01      2            not tight
69      22x22       9.21100647e-01       7.61329558e-02      2            not tight
70      22x22       5.94281123e-01       1.70014244e-01      6            not tight
71      22x22       8.23780495e-01       1.73350544e-01      2            not tight
72      22x22       8.17178611e-01       1.80656684e-01      2            not tight
73      22x22       8.61741651e-01       1.32359582e-01      2            not tight
74      22x22       9.28618283e-01       6.24904390e-02      2            not tight
75      22x22       9.91116217e-01       4.42222843e-03      1            not tight
76      22x22       9.88435447e-01       4.83639706e-03      1            not tight
77      22x22       8.70932412e-01       1.26446181e-01      2            not tight
78      22x22       8.60497498e-01       1.28093745e-01      2            not tight
79      22x22       9.95389356e-01       1.59694357e-03      1            not tight
80      22x22       8.82626010e-01       1.12836200e-01      2            not tight
81      22x22       8.83846188e-01       1.13072163e-01      2            not tight
82      22x22       9.33775041e-01       5.94062695e-02      2            not tight
83      22x22       9.71767324e-01       2.09548651e-02      2            not tight
84      22x22       9.36156928e-01       6.07226535e-02      2            not tight
85      22x22       9.74971725e-01       2.09831501e-02      2            not tight
86      22x22       9.42348348e-01       5.49090743e-02      2            not tight
87      22x22       9.32390438e-01       6.24921118e-02      2            not tight
88      22x22       9.40267297e-01       5.63555614e-02      2            not tight
89      22x22       9.41121614e-01       5.44686825e-02      2            not tight
90      22x22       9.40803328e-01       5.46827954e-02      2            not tight
91      22x22       9.74127230e-01       1.97863361e-02      2            not tight
92      22x22       9.89571345e-01       4.21201504e-03      1            not tight
93      22x22       9.78642591e-01       1.79969254e-02      2            not tight
94      22x22       9.93204623e-01       3.32635802e-03      1            not tight
95      22x22       9.74862149e-01       2.07412654e-02      2            not tight
96      22x22       9.75975710e-01       1.98955428e-02      2            not tight
97      22x22       9.78667976e-01       1.75683458e-02      2            not tight
98      22x22       9.75895824e-01       1.95082338e-02      2            not tight
99      22x22       9.76156934e-01       1.88848157e-02      2            not tight
100     22x22       9.89796747e-01       4.15253362e-03      1            not tight
101     22x22       9.87499803e-01       6.74044086e-03      1            not tight
102     22x22       9.90670959e-01       3.99065746e-03      1            not tight
103     22x22       9.91461714e-01       3.79853548e-03      1            not tight
104     22x22       9.90776498e-01       4.13105038e-03      1            not tight
105     22x22       9.91505607e-01       4.01477741e-03      1            not tight
106     22x22       9.90906015e-01       3.69378519e-03      1            not tight
107     22x22       9.90877652e-01       4.05815682e-03      1            not tight
108     22x22       9.90646350e-01       4.02585502e-03      1            not tight
109     22x22       9.86374514e-01       7.55033188e-03      1            not tight
