global_time,mpc_iteration,local_sim_step,u_applied,k,t,u,thetaR1_rad,thetaR2_rad,thetaR1_deg,thetaR2_deg,thetaF1_rad,thetaF2_rad,thetaF1_deg,thetaF2_deg,R1_orth_error,R2_orth_error,F1_orth_error,F2_orth_error,R1_det_error,R2_det_error,F1_det_error,F2_det_error,base_x,base_y,elbow_x,elbow_y,tip_x,tip_y,x1,y1,x2,y2,target_angle_error_norm_rad,target_angle_error_norm_deg,target_step_error_norm_rad,target_step_error_norm_deg,target_error_R1_deg,target_error_R2_deg,target_error_F1_deg,target_error_F2_deg
5.0000000000000003e-02,0,50,3.6869799728536616e+00,5.0000000000000000e+01,5.0000000000000003e-02,3.6869799728536616e+00,3.3431978546986575e-02,1.9683318435506611e-01,1.9155112715142411e+00,1.1277710731665753e+01,-2.0823509419913935e-03,4.3006059502002049e-03,-1.1930992044119816e-01,2.4640657029532084e-01,2.3629851579260017e-15,3.1561634296790829e-15,3.0665185602332569e-19,4.5635391864942332e-19,1.7763568394002505e-15,2.2204460492503131e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6712875545136688e-02,-4.9972060172761817e-01,1.1449520035118824e-01,-9.9006600749331297e-01,8.3564377725683699e-03,-2.4986030086380928e-01,6.5604037948162566e-02,-7.4489330461046621e-01,4.2816201505423326e+00,2.4531876410424383e+02,4.7782211108851865e-03,2.7377190323403294e-01,-1.7808448872848575e+02,-1.6872228926833424e+02,-1.1930992044121036e-01,2.4640657029530835e-01
5.1000000000000004e-02,0,51,3.6869799728536616e+00,5.1000000000000000e+01,5.1000000000000004e-02,3.6869799728536616e+00,3.1309590748389633e-02,2.0122226104596608e-01,1.7939074081645745e+00,1.1529186302013567e+01,-2.1223877985969467e-03,4.3890766908999982e-03,-1.2160386334966683e-01,2.5147557034781526e-01,2.5144668141507220e-15,3.3009312410106530e-15,3.1401851558265887e-16,3.4375165365755352e-19,1.7763568394002505e-15,2.2204460492503131e-15,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5652237791763477e-02,-4.9975494740133397e-01,1.1558577744132302e-01,-9.8966645742442982e-01,7.8261188958817646e-03,-2.4987747370066721e-01,6.5619007616543365e-02,-7.4471070241288262e-01,4.2801447144163758e+00,2.4523422784128536e+02,4.8752973413151417e-03,2.7933396152870882e-01,-1.7820609259183541e+02,-1.6847081369798642e+02,-1.2160386334965542e-01,2.5147557034781831e-01
5.2000000000000005e-02,0,52,3.6869799728536616e+00,5.2000000000000000e+01,5.2000000000000005e-02,3.6869799728536616e+00,2.9147164853248232e-02,2.0570021798211921e-01,1.6700095308631733e+00,1.1785754335296474e+01,-2.1624258951414019e-03,4.4779569361531038e-03,-1.2389787730140144e-01,2.5656803328290589e-01,2.2007433919230411e-15,3.3010435537681734e-15,2.5577784529469407e-20,5.1144538450206324e-19,1.5543122344752192e-15,2.4424906541753444e-15,0.0000000000000000e+00,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,1.4571518998916566e-02,-4.9978762573123420e-01,1.1669785202426114e-01,-9.8924672729417007e-01,7.2857594994583082e-03,-2.4989381286561729e-01,6.5634685511588964e-02,-7.4451717651270288e-01,4.2786424615542291e+00,2.4514815509252293e+02,4.9727441190976366e-03,2.8491725062279499e-01,-1.7832999046913682e+02,-1.6821424566470353e+02,-1.2389787730141252e-01,2.5656803328290279e-01
5.2999999999999999e-02,0,53,3.6869799728536616e+00,5.3000000000000000e+01,5.2999999999999999e-02,3.6869799728536616e+00,2.6944689905481611e-02,2.1026750062231667e-01,1.5438170118728494e+00,1.2047440354423156e+01,-2.2024749477666228e-03,4.5672826401974634e-03,-1.2619251899032394e-01,2.6168601912668238e-01,2.5145041034643116e-15,3.3011344628080285e-15,2.2613507450987353e-19,3.8799729915099677e-19,1.7763568394002505e-15,2.4424906541753444e-15,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,1.3470714821546204e-02,-4.9981850690245211e-01,1.1783147295303323e-01,-9.8880606519225278e-01,6.7353574107731273e-03,-2.4990925345122628e-01,6.5651093887289833e-02,-7.4431228604735322e-01,4.2771134062709431e+00,2.4506054667814846e+02,5.0705982498113634e-03,2.9052387932061302e-01,-1.7845618298812715e+02,-1.6795255964557686e+02,-1.2619251899031611e-01,2.6168601912669470e-01
5.3999999999999999e-02,0,54,3.6869799728536616e+00,5.4000000000000000e+01,5.3999999999999999e-02,3.6869799728536616e+00,2.4702144579163279e-02,2.1492459248144005e-01,1.4153286293080209e+00,1.2314272062755659e+01,-2.2425453263183338e-03,4.6570918591233804e-03,-1.2848838256482850e-01,2.6683170833250386e-01,2.5143658032471052e-15,3.6149110423509806e-15,2.6875641294118240e-19,5.0903305585718286e-19,1.7763568394002505e-15,2.6645352591003757e-15,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,1.2349816232195998e-02,-4.9984745877020420e-01,1.1898669439654362e-01,-9.8834369848486370e-01,6.1749081160980233e-03,-2.4992372938510232e-01,6.5668255314369928e-02,-7.4409557862753473e-01,4.2755575525388814e+00,2.4497140282576163e+02,5.1688987342473937e-03,2.9615608220288897e-01,-1.7858467137069198e+02,-1.6768572793724434e+02,-1.2848838256481965e-01,2.6683170833250097e-01
5.5000000000000000e-02,0,55,3.6869799728536616e+00,5.5000000000000000e+01,5.5000000000000000e-02,3.6869799728536616e+00,2.2419496491400192e-02,2.1967201735629757e-01,1.2845425277655882e+00,1.2586279471640418e+01,-2.2826480877630858e-03,4.7474248748575424e-03,-1.3078610154243275e-01,2.7200740888476022e-01,2.5144741820359668e-15,3.6146454555239769e-15,1.6438778515839526e-19,1.1102243794294262e-16,1.7763568394002505e-15,2.6645352591003757e-15,1.1102230246251565e-16,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,1.1208809202864342e-02,-4.9987434680752901e-01,1.2016357616457861e-01,-9.8785883299158650e-01,5.6044046014321952e-03,-2.4993717340376473e-01,6.5686192683721598e-02,-7.4386658989955845e-01,4.2739748932826354e+00,2.4488072312997141e+02,5.2676868960659703e-03,3.0181622694094884e-01,-1.7871545747223442e+02,-1.6741372052835959e+02,-1.3078610154243520e-01,2.7200740888476210e-01
5.6000000000000001e-02,0,56,3.6869799728536616e+00,5.6000000000000000e+01,5.6000000000000001e-02,3.6869799728536616e+00,2.0096701478575507e-02,2.2451034168679310e-01,1.1514561768566978e+00,1.2863495035693273e+01,-2.3227950128246852e-03,4.8383243304955274e-03,-1.3308635090889040e-01,2.7721556405285336e-01,2.8283132297029381e-15,3.4542060741580895e-15,3.1401853168652756e-16,5.1099063694814868e-19,1.9984014443252818e-15,2.4424906541753444e-15,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0047674369300666e-02,-4.9989903404564456e-01,1.2136218405232600e-01,-9.8735065208996664e-01,5.0238371846503573e-03,-2.4994951702282253e-01,6.5704929210813445e-02,-7.4362484306780641e-01,4.2723654096371568e+00,2.4478850650989017e+02,5.3670065212062610e-03,3.0750682228430892e-01,-1.7884854382314330e+02,-1.6713650496430674e+02,-1.3308635090889931e-01,2.7721556405286280e-01
5.7000000000000002e-02,0,57,3.6869799728536616e+00,5.7000000000000000e+01,5.7000000000000002e-02,3.6869799728536616e+00,1.7733702832373657e-02,2.2944017706501235e-01,1.0160663274342046e+00,1.3145953796559516e+01,-2.3629986462018501e-03,4.9298353782192602e-03,-1.3538984942249324e-01,2.8245876086624355e-01,3.1422457271944226e-15,3.3009374870548718e-15,5.0808273898718947e-20,1.1102239139888099e-16,2.2204460492503131e-15,2.4424906541753444e-15,0.0000000000000000e+00,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,8.8663866760250089e-03,-4.9992138100636507e-01,1.2258259020624315e-01,-9.8681831574170920e-01,4.4331933380125288e-03,-2.4996069050318279e-01,6.5724488441134196e-02,-7.4336984837403797e-01,4.2707290701654976e+00,2.4469475116431343e+02,5.4669040103420569e-03,3.1323052679574404e-01,-1.7898393367256580e+02,-1.6685404620344048e+02,-1.3538984942249782e-01,2.8245876086624166e-01
5.8000000000000003e-02,0,58,3.6869799728536616e+00,5.8000000000000000e+01,5.8000000000000003e-02,3.6869799728536616e+00,1.5330430491601406e-02,2.3446218290619808e-01,8.7836896528742836e-01,1.3433693535949505e+01,-2.4032723407722487e-03,5.0220058411857265e-03,-1.3769736214677600e-01,2.8773973938998892e-01,3.1421792925573532e-15,3.6146496440735260e-15,2.2204462139713549e-16,3.1401884120532492e-16,2.2204460492503131e-15,2.4424906541753444e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.6649150001661427e-03,-4.9994124562596376e-01,1.2382487351331710e-01,-9.8626095943388981e-01,3.8324575000830956e-03,-2.4997062281298216e-01,6.5744894256741751e-02,-7.4310110252992767e-01,4.2690658300321243e+00,2.4459945452435437e+02,5.5674285458211029e-03,3.1899015841620643e-01,-1.7912163103471255e+02,-1.6656630646405051e+02,-1.3769736214677958e-01,2.8773973938998265e-01
5.9000000000000004e-02,0,59,3.6869799728536616e+00,5.9000000000000000e+01,5.9000000000000004e-02,3.6869799728536616e+00,1.2886800185363556e-02,2.3957706929714298e-01,7.3835926204973878e-01,1.3726754938839548e+01,-2.4436303062378489e-03,5.1148863909449100e-03,-1.4000970323768963e-01,2.9306140289004495e-01,3.4560777301352194e-15,3.9283755106358449e-15,3.1401856555047063e-16,2.2204468886567368e-16,2.4424906541753444e-15,2.6645352591003757e-15,2.2204460492503131e-16,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,6.4432217519962047e-03,-4.9995848316980740e-01,1.2508912001598943e-01,-9.8567769302785924e-01,3.2216108759981262e-03,-2.4997924158490401e-01,6.5766170883992947e-02,-7.4281808809883421e-01,4.2673756301273214e+00,2.4450261320327576e+02,5.6686322747059262e-03,3.2478870495229306e-01,-1.7926164073795024e+02,-1.6627324506116045e+02,-1.4000970323768927e-01,2.9306140289004601e-01
5.9999999999999998e-02,0,60,3.6869799728536616e+00,6.0000000000000000e+01,5.9999999999999998e-02,3.6869799728536616e+00,1.0402712522639898e-02,2.4478560003928468e-01,5.9603152303515605e-01,1.4025181767828411e+01,-2.4840876627236588e-03,5.2085307421416869e-03,-1.4232773901458276e-01,2.9842682898886114e-01,3.1421900407195878e-15,4.0943002728945628e-15,1.7351831819240823e-19,2.2204500372211184e-16,2.4424906541753444e-15,2.8865798640254070e-15,2.2204460492503131e-16,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,5.2012624497951368e-03,-4.9997294613701687e-01,1.2637542335527918e-01,-9.8506759950772960e-01,2.6006312248975914e-03,-2.4998647306850871e-01,6.5788342902537295e-02,-7.4252027282237409e-01,4.2656583961377059e+00,2.4440422294323437e+02,5.7705705097445227e-03,3.3062933559101726e-01,-1.7940396847696485e+02,-1.6597481823217157e+02,-1.4232773901458382e-01,2.9842682898887291e-01
6.0999999999999999e-02,0,61,3.6869799728536616e+00,6.1000000000000000e+01,6.0999999999999999e-02,3.6869799728536616e+00,7.8780520227321217e-03,2.5008859590576754e-01,4.5137913168705185e-01,1.4329021049753200e+01,-2.5246604999077755e-03,5.3029958664828547e-03,-1.4465239134810409e-01,3.0383928192478860e-01,3.3028894839591399e-15,3.9284108957023853e-15,2.2602768109216092e-19,1.1102290934245618e-16,2.2204460492503131e-15,2.8865798640254070e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.9389852664019785e-03,-4.9998448415432961e-01,1.2768388524492982e-01,-9.8442973361943076e-01,1.9694926332010118e-03,-2.4999224207716508e-01,6.5811435255666018e-02,-7.4220710888688113e-01,4.2639140375572522e+00,2.4430427855861694e+02,5.8733019503283204e-03,3.3651541355976783e-01,-1.7954862086831295e+02,-1.6567097895024679e+02,-1.4465239134810831e-01,3.0383928192479537e-01
6.2000000000000000e-02,0,62,3.6869799728536616e+00,6.2000000000000000e+01,6.2000000000000000e-02,3.6869799728536616e+00,5.3126860803954980e-03,2.5548693813397871e-01,3.0439449028456200e-01,1.4638323275796948e+01,-2.5653659423366241e-03,5.3983422282112446e-03,-1.4698464140248987e-01,3.0930222604375301e-01,3.6163667547174377e-15,4.0826418061080743e-15,1.4806066301462813e-19,5.8366826387259830e-19,2.4424906541753444e-15,2.8865798640254070e-15,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.6563305444973059e-03,-4.9999294385824922e-01,1.2901461597973929e-01,-9.8376312039031477e-01,1.3281652722486744e-03,-2.4999647192912491e-01,6.5835473262118457e-02,-7.4187803212428294e-01,4.2621424466326161e+00,2.4420277387561163e+02,5.9768889257696464e-03,3.4245051006508109e-01,-1.7969560550971542e+02,-1.6536167672420305e+02,-1.4698464140248757e-01,3.0930222604374569e-01
6.3000000000000000e-02,0,63,3.6869799728536616e+00,6.3000000000000000e+01,6.3000000000000000e-02,3.6869799728536616e+00,2.7064638587283520e-03,2.6098157217760909e-01,1.5506895650982563e-01,1.4953142616465870e+01,-2.6062222216671461e-03,5.4946340436303363e-03,-1.4932553377473637e-01,3.1481934066891970e-01,3.6163607589267959e-15,3.9285804421187861e-15,1.7302985295339018e-19,5.4553701780761660e-19,2.6645352591003757e-15,2.8865798640254070e-15,2.2204460492503131e-16,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,1.3532302773061734e-03,-4.9999816876446318e-01,1.3036773498160956e-01,-9.8306675351812245e-01,6.7661513865310743e-04,-2.4999908438223190e-01,6.5860482629458011e-02,-7.4153246114129379e-01,4.2603434972357652e+00,2.4409970166761445e+02,6.0813976635416701e-03,3.4843841966165751e-01,-1.7984493104349019e+02,-1.6504685738353413e+02,-1.4932553377472535e-01,3.1481934066890921e-01
6.4000000000000001e-02,0,64,3.6869799728536616e+00,6.4000000000000000e+01,6.4000000000000001e-02,3.6869799728536616e+00,5.9215102048722277e-05,2.6657351174518085e-01,3.3927754308282609e-03,1.5273537152979943e+01,-2.6472487566796300e-03,5.5919395675717376e-03,-1.5167618107899739e-01,3.2039453651407118e-01,3.9299355661254317e-15,3.7682222811676213e-15,3.1401864052478831e-16,1.1102312808703092e-16,2.8865798640254070e-15,2.6645352591003757e-15,0.0000000000000000e+00,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,2.9607551007058346e-05,-4.9999999912339294e-01,1.3174337138728048e-01,-9.8233959361681866e-01,1.4803775503548800e-05,-2.4999999956169680e-01,6.5886489469143897e-02,-7.4116979637010683e-01,4.2585170436561084e+00,2.4399505358602354e+02,6.1868985854882045e-03,3.5448317722393308e-01,-1.7999660722456917e+02,-1.6472646284702006e+02,-1.5167618107900516e-01,3.2039453651406596e-01
6.5000000000000002e-02,0,65,3.6869799728536616e+00,6.5000000000000000e+01,6.5000000000000002e-02,3.6869799728536616e+00,-2.6292511399746551e-03,2.7226384315528412e-01,-1.5064499360050818e-01,1.5599569126809588e+01,-2.6884662420233775e-03,5.6903314101032455e-03,-1.5403776903133645e-01,3.2603197382964239e-01,3.9299324820373397e-15,3.7683672466302306e-15,2.4383659033612029e-20,5.2617101642923402e-19,2.6645352591003757e-15,2.8865798640254070e-15,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.3146240553285132e-03,-4.9999827176060635e-01,1.3314166468220576e-01,-9.8158056630529655e-01,-6.5731202766423794e-04,-2.4999913588030351e-01,6.5913520313438737e-02,-7.4078941903295248e-01,4.2527801570630066e+00,2.4366635419669365e+02,6.2934666354329009e-03,3.6058907671670354e-01,1.7984935500639946e+02,-1.6440043087319043e+02,-1.5403776903132829e-01,3.2603197382964738e-01
6.6000000000000003e-02,0,66,3.6869799728536616e+00,6.6000000000000000e+01,6.6000000000000003e-02,3.6869799728536616e+00,-5.3591478867701953e-03,2.7805373004253109e-01,-3.0705655569838619e-01,1.5931305209306975e+01,-2.7298967467955394e-03,5.7898868872469965e-03,-1.5641156209787793e-01,3.3173608249739045e-01,3.7698768642357660e-15,3.7684100971076518e-15,2.8811306184141811e-19,2.2989840479331112e-19,2.6645352591003757e-15,2.6645352591003757e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-2.6795611169680954e-03,-4.9999281990066663e-01,1.3456276538558717e-01,-9.8078856012323357e-01,-1.3397805584840297e-03,-2.4999640995033365e-01,6.5941602134309676e-02,-7.4039069001195101e-01,4.2468595183929132e+00,2.4332712658887533e+02,6.4011816421092830e-03,3.6676069198948374e-01,1.7969294344430165e+02,-1.6406869479069303e+02,-1.5641156209787388e-01,3.3173608249737907e-01
6.7000000000000004e-02,0,67,3.6869799728536616e+00,6.7000000000000000e+01,6.7000000000000004e-02,3.6869799728536616e+00,-8.1307117109851515e-03,2.8394441845255919e-01,-4.6585546547704154e-01,1.6268816793628215e+01,-2.7715638242149557e-03,5.8906884100280756e-03,-1.5879890977865535e-01,3.3751158432123807e-01,3.7829435336513579e-15,3.6153373039937438e-15,1.3774442200098519e-19,9.3232489523873480e-20,2.6645352591003757e-15,2.4424906541753444e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.0653110632293812e-03,-4.9998347297281653e-01,1.3600683579222916e-01,-9.7996242425641489e-01,-2.0326555316146737e-03,-2.4999173648640863e-01,6.5970762364500030e-02,-7.3997294861461671e-01,4.2408415647116389e+00,2.4298232324163311e+02,6.5101287219021817e-03,3.7300289985189183e-01,1.7953414453452297e+02,-1.6373118320637178e+02,-1.5879890977865507e-01,3.3751158432123629e-01
6.8000000000000005e-02,0,68,3.6869799728536616e+00,6.8000000000000000e+01,6.8000000000000005e-02,3.6869799728536616e+00,-1.0944204344827292e-02,2.8993724236937818e-01,-6.2705671908734217e-01,1.6612180311427004e+01,-2.8134926338421410e-03,5.9928239168189294e-03,-1.6120125361030058e-01,3.4336351779878377e-01,3.9300729408316833e-15,3.7682243657155966e-15,2.1606718578600703e-19,3.1401853129612104e-16,2.8865798640254070e-15,2.6645352591003757e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-5.4719929356730436e-03,-4.9997005639669256e-01,1.3747405077761476e-01,-9.7910096605157881e-01,-2.7359964678365057e-03,-2.4998502819834664e-01,6.6001028920970997e-02,-7.3953551122413674e-01,4.2347252918108609e+00,2.4263188661806828e+02,6.6203987265632388e-03,3.7932090572585830e-01,1.7937294328091264e+02,-1.6338781968857302e+02,-1.6120125361031198e-01,3.4336351779877455e-01
6.9000000000000006e-02,0,69,3.6869799728536616e+00,6.9000000000000000e+01,6.9000000000000006e-02,3.6869799728536616e+00,-1.3799914422846492e-02,2.9603362972408043e-01,-7.9067685407081734e-01,1.6961477577128367e+01,-2.8557100780191975e-03,6.0963873547023265e-03,-1.6362013498347505e-01,3.4929726570136771e-01,3.9301439387740601e-15,3.7686044482719242e-15,2.2204461035773320e-16,3.9366742288117249e-20,2.8865798640254070e-15,2.8865798640254070e-15,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-6.8997382115828501e-03,-4.9995239134602770e-01,1.3896459867346087e-01,-9.7820294829822452e-01,-3.4498691057914094e-03,-2.4997619567301421e-01,6.6032430230939160e-02,-7.3907766982212719e-01,4.2285096165775782e+00,2.4227575466037720e+02,6.7320887418598875e-03,3.8572027221610788e-01,1.7920932314592918e+02,-1.6303852242287164e+02,-1.6362013498348232e-01,3.4929726570137276e-01
7.0000000000000007e-02,0,70,3.6869799728536616e+00,7.0000000000000000e+01,7.0000000000000007e-02,3.6869799728536616e+00,-1.6698159377312470e-02,3.0223510894054834e-01,-9.5673405795680333e-01,1.7316796162970075e+01,-2.8982449544659779e-03,6.2014792164678699e-03,-1.6605720388598599e-01,3.5531858584170561e-01,3.9301031171112268e-15,3.7682797861761110e-15,1.2031952254239099e-19,1.8584184062483274e-19,2.8865798640254070e-15,2.8865798640254070e-15,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-8.3486917004673873e-03,-4.9993029448803217e-01,1.4047868222199825e-01,-9.7726708625181669e-01,-4.1743458502336798e-03,-2.4996514724401644e-01,6.6064995260765577e-02,-7.3859869036992554e-01,4.2221933714973385e+00,2.4191386047490920e+02,6.8453026440304038e-03,3.9220695099268549e-01,1.7904326594204318e+02,-1.6268320383702994e+02,-1.6605720388599365e-01,3.5531858584169829e-01
7.1000000000000008e-02,0,71,3.6869799728536616e+00,7.1000000000000000e+01,7.1000000000000008e-02,3.6869799728536616e+00,-1.9639287504592040e-02,3.0854331608145996e-01,-1.1252482866571383e+00,1.7678229808438598e+01,-2.9411281272795700e-03,6.3082071409116163e-03,-1.6851422870033497e-01,3.6143364546852341e-01,3.9300902782216029e-15,4.0822412660134461e-15,2.8422115118890058e-19,2.2204527765076645e-16,2.6645352591003757e-15,2.6645352591003757e-15,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-9.8190125223959462e-03,-4.9990357769582427e-01,1.4201651961837025e-01,-9.7629204436932637e-01,-4.9095062611979592e-03,-2.4995178884791250e-01,6.6098753547987291e-02,-7.3809781103257632e-01,4.2157752986570713e+00,2.4154613198855435e+02,6.9601517220335045e-03,3.9878731844323190e-01,1.7887475171334285e+02,-1.6232177019156140e+02,-1.6851422870034571e-01,3.6143364546853030e-01
7.2000000000000008e-02,0,72,3.6869799728536616e+00,7.2000000000000000e+01,7.2000000000000008e-02,3.6869799728536616e+00,-2.2623680223545131e-02,3.1496000266681889e-01,-1.2962413938627229e+00,1.8045878868237875e+01,-2.9843927189530908e-03,6.4166865853588963e-03,-1.7099310720558455e-01,3.6764905979927642e-01,3.9300769769698298e-15,4.2422054814681356e-15,1.2097651383283559e-20,2.2204542813716252e-16,2.8865798640254070e-15,2.8865798640254070e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.1310875178236597e-02,-4.9987204773091920e-01,1.4357834565188243e-01,-9.7527643272398867e-01,-5.6554375891182864e-03,-2.4993602386545996e-01,6.6133735236823046e-02,-7.3757424022745499e-01,4.2092540431868857e+00,2.4117249157298610e+02,7.0767553748639451e-03,4.0546821562622481e-01,1.7870375860613726e+02,-1.6195412113176212e+02,-1.7099310720557995e-01,3.6764905979928170e-01
7.2999999999999995e-02,0,73,3.6869799728536616e+00,7.3000000000000000e+01,7.2999999999999995e-02,3.6869799728536616e+00,-2.5651754550014543e-02,3.2148704424763763e-01,-1.4697372728213396e+00,1.8419850803525186e+01,-3.0280743264694140e-03,6.5270415808187524e-03,-1.7349587895861679e-01,3.7397193528731154e-01,4.0960728608584225e-15,4.5566912063820828e-15,2.2204470365512734e-16,5.6377568811290541e-19,3.1086244689504383e-15,3.1086244689504383e-15,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.2824470723331526e-02,-4.9983550589235498e-01,1.4516441295839611e-01,-9.7421880306142850e-01,-6.4122353616657517e-03,-2.4991775294617788e-01,6.6169971117532450e-02,-7.3702715447689293e-01,4.2026281460714454e+00,2.4079285563278347e+02,7.1952418947776250e-03,4.1225699314647146e-01,1.7853026272717867e+02,-1.6158014919647479e+02,-1.7349587895861912e-01,3.7397193528732342e-01
7.3999999999999996e-02,0,74,3.6869799728536616e+00,7.4000000000000000e+01,7.3999999999999996e-02,3.6869799728536616e+00,-2.8723965815065759e-02,3.2812644982959382e-01,-1.6457620120813217e+00,1.8800260721846875e+01,-3.0722112650512158e-03,6.6394055819561804e-03,-1.7602473925998219e-01,3.8040991832168936e-01,4.4091062790177840e-15,4.5562694229456187e-15,3.1401852315537824e-16,4.0013242701333798e-19,3.3306690738754696e-15,3.3306690738754696e-15,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.4360008057864325e-02,-4.9979374762853734e-01,1.4677499339799141e-01,-9.7311764445376769e-01,-7.1800040289321529e-03,-2.4989687381426909e-01,6.6207492670063692e-02,-7.3645569604115380e-01,4.1958960362512769e+00,2.4040713415286925e+02,7.3157493490974652e-03,4.1916156167886387e-01,1.7835423798791865e+02,-1.6119973927815312e+02,-1.7602473925998097e-01,3.8040991832169641e-01
7.4999999999999997e-02,0,75,3.6869799728536616e+00,7.5000000000000000e+01,7.4999999999999997e-02,3.6869799728536616e+00,-3.1840810658845788e-02,3.3488037225579398e-01,-1.8243440670270297e+00,1.9187231972026904e+01,-3.1168448437800238e-03,6.7539224262001870e-03,-1.7858205494570775e-01,3.8697125018002793e-01,4.4092916872298021e-15,4.7103641174554892e-15,6.7013653888061170e-20,3.1401871083116861e-16,3.1086244689504383e-15,3.5527136788005009e-15,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.5917715349197489e-02,-4.9974656210729645e-01,1.4841037957417846e-01,-9.7197137850183324e-01,-7.9588576745987342e-03,-2.4987328105364864e-01,6.6246332112490647e-02,-7.3585897030456604e-01,4.1890560219223048e+00,2.4001523020001011e+02,7.4384265755149878e-03,4.2619044899495873e-01,1.7817565593297297e+02,-1.6081276802797311e+02,-1.7858205494571580e-01,3.8697125018002287e-01
7.5999999999999998e-02,0,76,3.6869799728536616e+00,7.6000000000000000e+01,7.5999999999999998e-02,3.6869799728536616e+00,-3.5002830336903726e-02,3.4175111967466631e-01,-2.0055144493170651e+00,1.9580896801228690e+01,-3.1620196780579369e-03,6.8707474188723378e-03,-1.8117038229003510e-01,3.9366482920178897e-01,4.4095842646709702e-15,4.8698615783613082e-15,2.4208134702607386e-19,4.9254153029612780e-19,3.1086244689504383e-15,3.5527136788005009e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.7497841603847680e-02,-4.9969373173895892e-01,1.5007088651348144e-01,-9.7077835402792800e-01,-8.7489208019238315e-03,-2.4984686586947988e-01,6.6286522454817046e-02,-7.3523604288344468e-01,4.1821062809276652e+00,2.3961703937230823e+02,7.5634343084584176e-03,4.3335286449911575e-01,1.7799448555068292e+02,-1.6041910319877132e+02,-1.8117038229003637e-01,3.9366482920178564e-01
7.6999999999999999e-02,0,77,3.6869799728536616e+00,7.7000000000000000e+01,7.6999999999999999e-02,3.6869799728536616e+00,-3.8210614381710722e-02,3.4874116823899026e-01,-2.1893069366739102e+00,1.9981397082555933e+01,-3.2077840448069949e-03,6.9900485643238806e-03,-1.8379248735684497e-01,4.0050028132723869e-01,4.4097305292639280e-15,5.0244710989244915e-15,2.2204476955928696e-16,3.1401849231061525e-16,3.3306690738754696e-15,3.5527136788005009e-15,2.2204460492503131e-16,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,-1.9100658409599260e-02,-4.9963503164642070e-01,1.5175685352723442e-01,-9.6953684119257977e-01,-9.5503292047996215e-03,-2.4981751582321077e-01,6.6328097558817745e-02,-7.3458593641950154e-01,4.1750448501190380e+00,2.3921244918965024e+02,7.6909464573433851e-03,4.4065877246686819e-01,1.7781069306332606e+02,-1.6001860291744407e+02,-1.8379248735684744e-01,4.0050028132722981e-01
