block_index,matrix_shape,dominant_weight,second_weight,rank_proxy,is_rank_one,status
0,351x351,9.9999999999466804e-01,2.0614517085836516e-12,1,True,tight
1,253x253,9.9999999998526323e-01,5.6917582783440721e-12,1,True,tight
2,253x253,9.9999999998674161e-01,5.9287435673290235e-12,1,True,tight
3,253x253,9.9999999998982669e-01,2.6473480953383854e-12,1,True,tight
4,253x253,9.9999999999214473e-01,1.2199647042657113e-12,1,True,tight
5,253x253,9.9999999999272060e-01,1.0563592503771739e-12,1,True,tight
6,253x253,9.9999999999300959e-01,1.0536721393132626e-12,1,True,tight
7,253x253,9.9999999999324063e-01,1.0176392029378210e-12,1,True,tight
8,253x253,9.9999999999336020e-01,1.0146799028457796e-12,1,True,tight
9,253x253,9.9999999999342348e-01,1.0268105225094768e-12,1,True,tight
10,253x253,9.9999999999346212e-01,1.0386602131512436e-12,1,True,tight
11,253x253,9.9999999999348044e-01,1.0488435299364994e-12,1,True,tight
12,253x253,9.9999999999348677e-01,1.0515109750553227e-12,1,True,tight
13,253x253,9.9999999999347422e-01,1.0527516628292612e-12,1,True,tight
14,253x253,9.9999999999340627e-01,1.0861572409192499e-12,1,True,tight
15,253x253,9.9999999999335287e-01,1.1241482180475665e-12,1,True,tight
16,253x253,9.9999999999339717e-01,1.1350500085560050e-12,1,True,tight
17,253x253,9.9999999999365496e-01,1.1023260468033306e-12,1,True,tight
18,253x253,9.9999999999456179e-01,7.7902315144069866e-13,1,True,tight
19,26x26,9.9999999999586131e-01,1.2980930497577994e-12,1,True,tight
20,22x22,9.9999999999139588e-01,3.3083421094508208e-12,1,True,tight
21,26x26,9.9999999999421807e-01,1.4868779398796920e-12,1,True,tight
22,22x22,9.9999999999000722e-01,2.9523875883967715e-12,1,True,tight
23,26x26,9.9999999999483946e-01,1.8063784140060644e-12,1,True,tight
24,26x26,9.9999999999720257e-01,1.2905788376889428e-12,1,True,tight
25,26x26,9.9999999999530576e-01,1.8663713118167785e-12,1,True,tight
26,26x26,9.9999999999722033e-01,1.2797915881502577e-12,1,True,tight
27,26x26,9.9999999999638434e-01,1.4687708911108299e-12,1,True,tight
28,22x22,9.9999999999099332e-01,3.3540800195401691e-12,1,True,tight
29,22x22,9.9999999999115707e-01,3.8286369649985709e-12,1,True,tight
30,22x22,9.9999999998620392e-01,3.6948559272255245e-12,1,True,tight
31,22x22,9.9999999998670264e-01,4.8623524238903356e-12,1,True,tight
32,22x22,9.9999999999434719e-01,2.3678640235461330e-12,1,True,tight
33,22x22,9.9999999999395361e-01,3.0692234884116929e-12,1,True,tight
34,22x22,9.9999999999461586e-01,2.2142161789720850e-12,1,True,tight
