Moment matrix rank condition
================================================================================
Rank threshold: 1.00e-02
Dominant weight threshold: 0.999
Number of moment matrices: 188

Worst rank proxy: 1
Minimum dominant weight: 1.0000000e+00
Maximum second weight: 5.8141177e-10
All blocks rank-one: True

Per-block rank proxy
--------------------------------------------------------------------------------
block   shape       dominant_weight      second_weight       rank_proxy   status
0       351x351     9.99999998e-01       2.83103723e-10      1            tight
1       253x253     9.99999997e-01       5.32268674e-10      1            tight
2       253x253     9.99999997e-01       4.29733848e-10      1            tight
3       253x253     9.99999997e-01       3.85610459e-10      1            tight
4       253x253     9.99999997e-01       4.57714127e-10      1            tight
5       253x253     9.99999997e-01       5.81411770e-10      1            tight
6       253x253     9.99999997e-01       5.18083668e-10      1            tight
7       253x253     9.99999997e-01       3.33866030e-10      1            tight
8       253x253     9.99999997e-01       3.44522240e-10      1            tight
9       253x253     9.99999997e-01       3.64912832e-10      1            tight
10      253x253     9.99999997e-01       3.64879560e-10      1            tight
11      253x253     9.99999998e-01       3.53224125e-10      1            tight
12      253x253     9.99999998e-01       3.38757099e-10      1            tight
13      253x253     9.99999998e-01       3.21101419e-10      1            tight
14      253x253     9.99999998e-01       3.01328915e-10      1            tight
15      253x253     9.99999998e-01       2.84830330e-10      1            tight
16      253x253     9.99999998e-01       2.77947613e-10      1            tight
17      253x253     9.99999998e-01       2.96796014e-10      1            tight
18      253x253     9.99999998e-01       2.75641829e-10      1            tight
19      26x26       9.99999999e-01       1.89741642e-10      1            tight
20      22x22       9.99999998e-01       3.74592565e-10      1            tight
21      26x26       9.99999999e-01       1.64108548e-10      1            tight
22      22x22       9.99999998e-01       3.31097758e-10      1            tight
23      26x26       9.99999999e-01       1.34904944e-10      1            tight
24      26x26       9.99999999e-01       1.55970816e-10      1            tight
25      26x26       9.99999999e-01       1.31667237e-10      1            tight
26      26x26       9.99999999e-01       1.63329212e-10      1            tight
27      26x26       9.99999999e-01       1.34009952e-10      1            tight
28      22x22       9.99999998e-01       3.42374400e-10      1            tight
29      22x22       9.99999998e-01       2.98629004e-10      1            tight
30      22x22       9.99999998e-01       3.05392622e-10      1            tight
31      22x22       9.99999998e-01       2.38804076e-10      1            tight
32      22x22       9.99999999e-01       2.72039769e-10      1            tight
33      22x22       9.99999999e-01       3.11112211e-10      1            tight
34      22x22       9.99999999e-01       1.95841246e-10      1            tight
35      22x22       9.99999999e-01       3.25043265e-10      1            tight
36      22x22       9.99999999e-01       2.55906806e-10      1            tight
37      22x22       9.99999998e-01       2.97110088e-10      1            tight
38      22x22       9.99999998e-01       2.83312068e-10      1            tight
39      22x22       9.99999998e-01       2.71283810e-10      1            tight
40      22x22       9.99999998e-01       2.16948604e-10      1            tight
41      22x22       9.99999999e-01       2.33878941e-10      1            tight
42      22x22       9.99999999e-01       2.56406313e-10      1            tight
43      22x22       9.99999999e-01       2.07197619e-10      1            tight
44      22x22       9.99999999e-01       2.72256241e-10      1            tight
45      22x22       9.99999999e-01       2.40003366e-10      1            tight
46      22x22       9.99999998e-01       2.87319732e-10      1            tight
47      22x22       9.99999998e-01       3.20945324e-10      1            tight
48      22x22       9.99999998e-01       2.60379692e-10      1            tight
49      22x22       9.99999998e-01       2.54416831e-10      1            tight
50      22x22       9.99999999e-01       2.40690300e-10      1            tight
51      22x22       9.99999999e-01       2.43430806e-10      1            tight
52      22x22       9.99999999e-01       2.03242450e-10      1            tight
53      22x22       9.99999999e-01       2.51358085e-10      1            tight
54      22x22       9.99999999e-01       2.31144738e-10      1            tight
55      22x22       9.99999998e-01       3.22399447e-10      1            tight
56      22x22       9.99999998e-01       3.95395618e-10      1            tight
57      22x22       9.99999998e-01       2.54731642e-10      1            tight
58      22x22       9.99999998e-01       3.24872461e-10      1            tight
59      22x22       9.99999999e-01       2.38227701e-10      1            tight
60      22x22       9.99999999e-01       2.68680939e-10      1            tight
61      22x22       9.99999999e-01       2.19144949e-10      1            tight
62      22x22       9.99999999e-01       2.91278437e-10      1            tight
63      22x22       9.99999999e-01       2.57842347e-10      1            tight
64      22x22       9.99999998e-01       3.95011376e-10      1            tight
65      22x22       9.99999998e-01       3.43224634e-10      1            tight
66      22x22       9.99999998e-01       3.00995881e-10      1            tight
67      22x22       9.99999998e-01       2.83476167e-10      1            tight
68      22x22       9.99999999e-01       2.57715775e-10      1            tight
69      22x22       9.99999999e-01       3.29603806e-10      1            tight
70      22x22       9.99999999e-01       2.62713062e-10      1            tight
71      22x22       9.99999999e-01       3.67810052e-10      1            tight
72      22x22       9.99999999e-01       3.05605252e-10      1            tight
73      22x22       9.99999998e-01       3.63448892e-10      1            tight
74      22x22       9.99999998e-01       2.48601669e-10      1            tight
75      22x22       9.99999998e-01       3.12555292e-10      1            tight
76      22x22       9.99999998e-01       2.07612463e-10      1            tight
77      22x22       9.99999999e-01       2.54321910e-10      1            tight
78      22x22       9.99999999e-01       3.02282236e-10      1            tight
79      22x22       9.99999999e-01       2.84366056e-10      1            tight
80      22x22       9.99999999e-01       3.35834569e-10      1            tight
81      22x22       9.99999999e-01       2.85002140e-10      1            tight
82      22x22       9.99999998e-01       2.59350465e-10      1            tight
83      22x22       9.99999998e-01       2.52882781e-10      1            tight
84      22x22       9.99999998e-01       2.28482243e-10      1            tight
85      22x22       9.99999998e-01       2.26325336e-10      1            tight
86      22x22       9.99999999e-01       2.15677263e-10      1            tight
87      22x22       9.99999999e-01       2.11635180e-10      1            tight
88      22x22       9.99999999e-01       2.15889530e-10      1            tight
89      22x22       9.99999999e-01       2.25748146e-10      1            tight
90      22x22       9.99999999e-01       1.96635538e-10      1            tight
91      22x22       9.99999998e-01       2.63116783e-10      1            tight
92      22x22       9.99999998e-01       2.61403168e-10      1            tight
93      22x22       9.99999998e-01       2.30656501e-10      1            tight
94      22x22       9.99999998e-01       2.37293719e-10      1            tight
95      22x22       9.99999999e-01       2.25152059e-10      1            tight
96      22x22       9.99999999e-01       2.17039587e-10      1            tight
97      22x22       9.99999999e-01       1.75688205e-10      1            tight
