block_index,matrix_shape,dominant_weight,second_weight,rank_proxy,is_rank_one,status
0,351x351,9.9999999478790080e-01,1.9738660426662993e-09,1,True,tight
1,253x253,9.9999998394515976e-01,7.8787025931676752e-09,1,True,tight
2,253x253,9.9999996527279411e-01,1.5286103808793044e-08,1,True,tight
3,253x253,9.9999991288340040e-01,3.3607674747361781e-08,1,True,tight
4,253x253,9.9999990644534698e-01,2.9316357513638867e-08,1,True,tight
5,253x253,9.9999991717705417e-01,2.0733361681621703e-08,1,True,tight
6,253x253,9.9999986593282852e-01,3.4359706880378534e-08,1,True,tight
7,253x253,9.9999987939727752e-01,3.4020601562904996e-08,1,True,tight
8,253x253,9.9999989024190405e-01,2.9138491405575684e-08,1,True,tight
9,253x253,9.9999991400329125e-01,2.1701699461503352e-08,1,True,tight
10,253x253,9.9999992417265149e-01,1.5812371374996516e-08,1,True,tight
11,253x253,9.9999993252204422e-01,1.1373029931220218e-08,1,True,tight
12,253x253,9.9999993976161894e-01,9.7688190555595776e-09,1,True,tight
13,253x253,9.9999994568910788e-01,9.3888846872029338e-09,1,True,tight
14,253x253,9.9999995034012867e-01,9.2302841117591203e-09,1,True,tight
15,253x253,9.9999995390295882e-01,9.1370720953366841e-09,1,True,tight
16,253x253,9.9999995677989695e-01,9.0003584916001675e-09,1,True,tight
17,253x253,9.9999995975929168e-01,8.8298441258030127e-09,1,True,tight
18,253x253,9.9999996533138735e-01,5.7835510306909417e-09,1,True,tight
19,26x26,9.9999999475880019e-01,1.6249773004840017e-09,1,True,tight
20,22x22,9.9999998888563146e-01,4.8754684403396416e-09,1,True,tight
21,26x26,5.6243892621595049e-01,2.9667857305820802e-02,25,False,not tight
22,22x22,5.6322568567099163e-01,7.3633693417986118e-02,18,False,not tight
23,26x26,9.9999999500683523e-01,1.3401287249942453e-09,1,True,tight
24,26x26,9.9999999693365171e-01,1.4895640937436968e-09,1,True,tight
25,26x26,7.3217535715705251e-01,7.6948481416124509e-02,3,False,not tight
26,26x26,9.9999999684641006e-01,1.6019033919705070e-09,1,True,tight
27,26x26,9.9999999361897740e-01,2.7514598585443504e-09,1,True,tight
28,22x22,9.9999998489566044e-01,6.0574363181897912e-09,1,True,tight
29,22x22,9.9999996939018643e-01,1.3662368607663786e-08,1,True,tight
30,22x22,9.9999995205549441e-01,2.0442959903269820e-08,1,True,tight
31,22x22,9.9999991530284793e-01,5.4703933302970721e-08,1,True,tight
32,22x22,9.9999999158895925e-01,4.6764151938579846e-09,1,True,tight
33,22x22,9.9999999222934322e-01,4.6240788421865968e-09,1,True,tight
34,22x22,3.1241657305495646e-01,7.4887286317006183e-02,21,False,not tight
35,22x22,9.9999999116180893e-01,4.9259195132913132e-09,1,True,tight
36,22x22,9.9999999216504054e-01,4.6095531228484129e-09,1,True,tight
37,22x22,9.9999996178765382e-01,1.7419676674892594e-08,1,True,tight
