block_index,matrix_shape,dominant_weight,second_weight,rank_proxy,is_rank_one,status
0,351x351,9.9999999560260433e-01,2.3034971670330184e-10,1,True,tight
1,253x253,9.9999999386167071e-01,6.8260358116587129e-10,1,True,tight
2,253x253,9.9999999362216940e-01,6.6398177291309845e-10,1,True,tight
3,253x253,9.9999999357143921e-01,7.1466791901949279e-10,1,True,tight
4,253x253,9.9999999360044856e-01,6.6353071756042360e-10,1,True,tight
5,253x253,9.9999999363396330e-01,6.6264104837746426e-10,1,True,tight
6,253x253,9.9999999366674253e-01,6.6732110751563438e-10,1,True,tight
7,253x253,9.9999999370152559e-01,6.7059901817564501e-10,1,True,tight
8,253x253,9.9999999373404791e-01,6.7231726384910487e-10,1,True,tight
9,253x253,9.9999999376392801e-01,6.7293871273207540e-10,1,True,tight
10,253x253,9.9999999378630777e-01,6.7392265016919380e-10,1,True,tight
11,253x253,9.9999999380786553e-01,6.7286978763023050e-10,1,True,tight
12,253x253,9.9999999382514748e-01,6.6992438183218269e-10,1,True,tight
13,253x253,9.9999999384177374e-01,6.6325695508702708e-10,1,True,tight
14,253x253,9.9999999386262151e-01,6.5667986502621487e-10,1,True,tight
15,253x253,9.9999999386349248e-01,6.8856966719107901e-10,1,True,tight
16,253x253,9.9999999381754778e-01,7.4066439948484552e-10,1,True,tight
17,253x253,9.9999999389148775e-01,8.5252886416328351e-10,1,True,tight
18,253x253,9.9999999456932853e-01,6.0464377033471640e-10,1,True,tight
19,26x26,9.9999999631359471e-01,2.6203505539098372e-10,1,True,tight
20,22x22,9.9999999540340601e-01,5.5876127836143953e-10,1,True,tight
21,26x26,9.9999999643584259e-01,2.0531758370448018e-10,1,True,tight
22,22x22,9.9999999561412167e-01,5.4801725170589177e-10,1,True,tight
23,26x26,9.9999999801371486e-01,1.7528245927892873e-10,1,True,tight
24,26x26,9.9999999800870742e-01,1.8008986158799784e-10,1,True,tight
25,26x26,9.9999999743047197e-01,2.2581450472956726e-10,1,True,tight
26,26x26,9.9999999798424799e-01,1.9379656260587292e-10,1,True,tight
27,26x26,9.9999999792825145e-01,1.8148885234493625e-10,1,True,tight
28,22x22,9.9999999542809059e-01,5.3719123681990933e-10,1,True,tight
29,22x22,9.9999999527616423e-01,5.3724142322431065e-10,1,True,tight
30,22x22,9.9999999569936837e-01,5.0775897123280773e-10,1,True,tight
31,22x22,9.9999999555180930e-01,5.4067031128410494e-10,1,True,tight
32,22x22,9.9999999726502742e-01,4.8851200013054670e-10,1,True,tight
33,22x22,9.9999999742214007e-01,4.6683908893285211e-10,1,True,tight
34,22x22,9.9999999696435971e-01,4.0824969158872070e-10,1,True,tight
35,22x22,9.9999999733870337e-01,4.8898506446586065e-10,1,True,tight
36,22x22,9.9999999734321054e-01,4.0344260936000043e-10,1,True,tight
37,22x22,9.9999999527416972e-01,5.6260911315568768e-10,1,True,tight
38,22x22,9.9999999522613858e-01,5.6559942285676636e-10,1,True,tight
39,22x22,9.9999999564189057e-01,5.2853740763679065e-10,1,True,tight
40,22x22,9.9999999554262375e-01,5.7402710731684197e-10,1,True,tight
41,22x22,9.9999999717060939e-01,4.6154741226042458e-10,1,True,tight
42,22x22,9.9999999733776079e-01,4.4416795177390407e-10,1,True,tight
43,22x22,9.9999999683746188e-01,3.6640528811326119e-10,1,True,tight
44,22x22,9.9999999720316868e-01,4.7686177816516328e-10,1,True,tight
45,22x22,9.9999999726504374e-01,3.5646270249474210e-10,1,True,tight
46,22x22,9.9999999522474148e-01,5.9548727265395917e-10,1,True,tight
47,22x22,9.9999999525120009e-01,5.3780589367565038e-10,1,True,tight
48,22x22,9.9999999560393860e-01,5.6510307795649973e-10,1,True,tight
49,22x22,9.9999999557818675e-01,5.3589818900926177e-10,1,True,tight
50,22x22,9.9999999713117826e-01,4.8299211207653177e-10,1,True,tight
51,22x22,9.9999999729550015e-01,4.6574928059277062e-10,1,True,tight
52,22x22,9.9999999671228101e-01,4.0098943104509144e-10,1,True,tight
53,22x22,9.9999999715586263e-01,4.9814957465503203e-10,1,True,tight
54,22x22,9.9999999722143529e-01,3.6174089924111060e-10,1,True,tight
55,22x22,9.9999999525278094e-01,5.6841398540621131e-10,1,True,tight
56,22x22,9.9999999526788974e-01,5.3623885421773681e-10,1,True,tight
57,22x22,9.9999999561496822e-01,5.4006479074850047e-10,1,True,tight
58,22x22,9.9999999557592689e-01,5.3247700169836897e-10,1,True,tight
59,22x22,9.9999999713344656e-01,4.6092118693670925e-10,1,True,tight
60,22x22,9.9999999733650957e-01,4.3870182166945229e-10,1,True,tight
61,22x22,9.9999999679954421e-01,3.5458359562295103e-10,1,True,tight
62,22x22,9.9999999718373633e-01,4.7356178287779913e-10,1,True,tight
63,22x22,9.9999999723280875e-01,3.4286466941360770e-10,1,True,tight
64,22x22,9.9999999527563177e-01,5.6634865608962767e-10,1,True,tight
65,22x22,9.9999999528849759e-01,5.3595373266377145e-10,1,True,tight
66,22x22,9.9999999561539865e-01,5.3920248040465597e-10,1,True,tight
67,22x22,9.9999999557832042e-01,5.3057829887707990e-10,1,True,tight
68,22x22,9.9999999714109955e-01,4.6070124463100376e-10,1,True,tight
69,22x22,9.9999999735256262e-01,4.3937925503119601e-10,1,True,tight
70,22x22,9.9999999682504914e-01,3.4637669242310120e-10,1,True,tight
