Moment matrix rank condition
================================================================================
Rank threshold: 1.00e-02
Dominant weight threshold: 0.999
Number of moment matrices: 188

Worst rank proxy: 8
Minimum dominant weight: 6.0903980e-01
Maximum second weight: 1.5685121e-01
All blocks rank-one: False

Per-block rank proxy
--------------------------------------------------------------------------------
block   shape       dominant_weight      second_weight       rank_proxy   status
0       351x351     9.97760545e-01       2.19533507e-03      1            not tight
1       253x253     9.87487051e-01       8.10420013e-03      1            not tight
2       253x253     9.89654075e-01       5.60373615e-03      1            not tight
3       253x253     9.78006981e-01       1.24882622e-02      2            not tight
4       253x253     9.76582511e-01       6.60161339e-03      1            not tight
5       253x253     9.67932636e-01       1.11436607e-02      2            not tight
6       253x253     9.52895531e-01       2.56304633e-02      2            not tight
7       253x253     9.63988640e-01       1.54738595e-02      2            not tight
8       253x253     9.69791033e-01       9.39855324e-03      1            not tight
9       253x253     9.73316726e-01       7.86797831e-03      1            not tight
10      253x253     9.62597542e-01       1.17316024e-02      2            not tight
11      253x253     9.59786140e-01       1.39010875e-02      2            not tight
12      253x253     9.63833085e-01       1.32532489e-02      2            not tight
13      253x253     9.56211289e-01       1.33391380e-02      3            not tight
14      253x253     9.67130616e-01       1.12220491e-02      2            not tight
15      253x253     9.68684936e-01       1.15982700e-02      2            not tight
16      253x253     9.73365822e-01       1.20450961e-02      2            not tight
17      253x253     9.77724140e-01       1.08268345e-02      2            not tight
18      253x253     9.82777901e-01       9.24135984e-03      1            not tight
19      26x26       9.98717122e-01       1.26556474e-03      1            not tight
20      22x22       9.92826939e-01       4.78464277e-03      1            not tight
21      26x26       9.76448166e-01       2.32611921e-02      2            not tight
22      22x22       8.60492028e-01       9.78468098e-02      4            not tight
23      26x26       9.99838686e-01       1.60893908e-04      1            tight
24      26x26       9.98904729e-01       1.07952031e-03      1            not tight
25      26x26       9.98829383e-01       1.15474590e-03      1            not tight
26      26x26       9.98784310e-01       1.19873476e-03      1            not tight
27      26x26       9.98956500e-01       1.02845277e-03      1            not tight
28      22x22       9.93035870e-01       4.73259852e-03      1            not tight
29      22x22       9.92821310e-01       4.46289280e-03      1            not tight
30      22x22       9.94340840e-01       3.86626264e-03      1            not tight
31      22x22       9.93475898e-01       4.48233071e-03      1            not tight
32      22x22       9.95713328e-01       2.98167268e-03      1            not tight
33      22x22       9.93635560e-01       4.28278876e-03      1            not tight
34      22x22       9.93762637e-01       4.24346298e-03      1            not tight
35      22x22       9.93651204e-01       4.20502771e-03      1            not tight
36      22x22       9.94174061e-01       3.92039390e-03      1            not tight
37      22x22       9.92929655e-01       4.39551775e-03      1            not tight
38      22x22       9.87653297e-01       7.09046440e-03      1            not tight
39      22x22       9.94562065e-01       3.70287245e-03      1            not tight
40      22x22       9.89974776e-01       6.32874112e-03      1            not tight
41      22x22       9.19112605e-01       4.08257131e-02      3            not tight
42      22x22       9.92502988e-01       4.67064966e-03      1            not tight
43      22x22       9.77248846e-01       1.35661156e-02      2            not tight
44      22x22       9.92649335e-01       4.64090227e-03      1            not tight
45      22x22       9.91281797e-01       5.40975248e-03      1            not tight
46      22x22       9.87882483e-01       7.01985386e-03      1            not tight
47      22x22       9.86642172e-01       4.27485838e-03      1            not tight
48      22x22       9.90716077e-01       6.24792506e-03      1            not tight
49      22x22       9.90388117e-01       3.59450295e-03      1            not tight
50      22x22       9.94390664e-01       2.94220852e-03      1            not tight
51      22x22       9.88731923e-01       6.55644502e-03      1            not tight
52      22x22       9.93603583e-01       3.78951427e-03      1            not tight
53      22x22       9.88886587e-01       6.52161510e-03      1            not tight
54      22x22       9.90672240e-01       5.22186465e-03      1            not tight
55      22x22       9.86844956e-01       4.20377402e-03      1            not tight
56      22x22       9.81703736e-01       7.00316199e-03      1            not tight
57      22x22       9.91493883e-01       3.06864828e-03      1            not tight
58      22x22       9.88353801e-01       5.68277734e-03      1            not tight
59      22x22       9.93612002e-01       2.71973914e-03      1            not tight
60      22x22       9.88895264e-01       3.80425579e-03      1            not tight
61      22x22       9.93450281e-01       4.24619669e-03      1            not tight
62      22x22       9.88495667e-01       3.85652840e-03      1            not tight
63      22x22       9.91178516e-01       3.53119573e-03      1            not tight
64      22x22       9.82101561e-01       6.90892618e-03      1            not tight
65      22x22       9.71238411e-01       1.71889685e-02      2            not tight
66      22x22       9.86296375e-01       6.09817343e-03      1            not tight
67      22x22       9.82235183e-01       8.95990644e-03      1            not tight
68      22x22       9.90080653e-01       4.92967908e-03      1            not tight
69      22x22       9.86916179e-01       5.82967843e-03      1            not tight
70      22x22       9.90906888e-01       6.19557518e-03      1            not tight
71      22x22       9.84834339e-01       6.43340239e-03      1            not tight
72      22x22       9.87961404e-01       5.60493295e-03      1            not tight
73      22x22       9.71120019e-01       1.72215366e-02      2            not tight
74      22x22       9.76463415e-01       1.22036043e-02      2            not tight
75      22x22       9.04459196e-01       6.04653154e-02      3            not tight
76      22x22       9.26474717e-01       3.78410168e-02      3            not tight
77      22x22       9.81355661e-01       1.00647355e-02      2            not tight
78      22x22       9.82950789e-01       7.30645797e-03      1            not tight
79      22x22       9.89716745e-01       5.10060055e-03      1            not tight
80      22x22       9.81890918e-01       7.68853784e-03      1            not tight
81      22x22       9.77876695e-01       1.19861591e-02      2            not tight
82      22x22       9.76374777e-01       1.22651599e-02      2            not tight
83      22x22       9.79511527e-01       6.58827744e-03      1            not tight
84      22x22       9.81610997e-01       8.69962269e-03      1            not tight
85      22x22       9.81519429e-01       7.43145365e-03      1            not tight
86      22x22       9.77847223e-01       1.28673690e-02      2            not tight
87      22x22       9.73292924e-01       1.63640765e-02      2            not tight
88      22x22       9.74110338e-01       1.76908008e-02      2            not tight
89      22x22       9.63651107e-01       1.89495243e-02      2            not tight
90      22x22       9.80463231e-01       1.15849081e-02      2            not tight
91      22x22       9.79752371e-01       6.51915242e-03      1            not tight
92      22x22       9.79056703e-01       7.61808271e-03      1            not tight
93      22x22       9.91025242e-01       3.95687144e-03      1            not tight
94      22x22       9.90641620e-01       4.28757486e-03      1            not tight
95      22x22       9.83197492e-01       5.67668461e-03      1            not tight
96      22x22       6.25730184e-01       1.17924800e-01      7            not tight
97      22x22       9.86727973e-01       7.62145399e-03      1            not tight
98      22x22       9.77134384e-01       8.50119124e-03      1            not tight
99      22x22       9.79925081e-01       8.08954433e-03      1            not tight
100     22x22       9.75621917e-01       8.73624207e-03      1            not tight
101     22x22       9.71429140e-01       1.01953075e-02      2            not tight
102     22x22       9.87129635e-01       6.78515857e-03      1            not tight
103     22x22       9.84404035e-01       8.38658636e-03      1            not tight
104     22x22       9.76511703e-01       9.93727468e-03      1            not tight
