block_index,matrix_shape,dominant_weight,second_weight,rank_proxy,is_rank_one,status
0,351x351,9.9999999555026842e-01,1.7766082800939085e-09,1,True,tight
1,253x253,9.9999999321334176e-01,3.0830067584164993e-09,1,True,tight
2,253x253,9.9999999341938073e-01,1.3410356616941340e-09,1,True,tight
3,253x253,9.9999999449418020e-01,9.1619086086191509e-10,1,True,tight
4,253x253,9.9999999461384781e-01,7.8350434640094819e-10,1,True,tight
5,253x253,9.9999999431883568e-01,1.1689390482945215e-09,1,True,tight
6,253x253,9.9999999451909638e-01,9.3100311714661611e-10,1,True,tight
7,253x253,9.9999999504871084e-01,6.1430049655172194e-10,1,True,tight
8,253x253,9.9999999509398463e-01,7.4640978294507158e-10,1,True,tight
9,253x253,9.9999999535121165e-01,6.8951326143715918e-10,1,True,tight
10,253x253,9.9999999537646633e-01,6.7644784082895674e-10,1,True,tight
11,253x253,9.9999999537766471e-01,6.7877991411851016e-10,1,True,tight
12,253x253,9.9999999543182905e-01,6.6558203907357527e-10,1,True,tight
13,253x253,9.9999999549140994e-01,6.4542748029457934e-10,1,True,tight
14,253x253,9.9999999551963037e-01,6.4051113595207877e-10,1,True,tight
15,253x253,9.9999999548912988e-01,6.7839222222105753e-10,1,True,tight
16,253x253,9.9999999553740326e-01,6.7518986448875724e-10,1,True,tight
17,253x253,9.9999999560257091e-01,6.7881277152950161e-10,1,True,tight
18,253x253,9.9999999603320200e-01,5.7442680347349090e-10,1,True,tight
19,26x26,9.9999999657431493e-01,1.0877753702683953e-09,1,True,tight
20,22x22,9.9999999536909945e-01,1.8392684219402807e-09,1,True,tight
21,26x26,9.9999999341698542e-01,1.6402760865312994e-09,1,True,tight
22,22x22,9.9999999291103858e-01,1.9442151064822693e-09,1,True,tight
23,26x26,9.9999999809303930e-01,7.9468893471744129e-10,1,True,tight
24,26x26,9.9999999788980787e-01,1.0002722188006122e-09,1,True,tight
25,26x26,9.9999999784425886e-01,9.3336297654426626e-10,1,True,tight
