Moment matrix rank condition
================================================================================
Rank threshold: 1.00e-02
Dominant weight threshold: 0.999
Number of moment matrices: 188

Worst rank proxy: 1
Minimum dominant weight: 9.9999999e-01
Maximum second weight: 3.0830068e-09
All blocks rank-one: True

Per-block rank proxy
--------------------------------------------------------------------------------
block   shape       dominant_weight      second_weight       rank_proxy   status
0       351x351     9.99999996e-01       1.77660828e-09      1            tight
1       253x253     9.99999993e-01       3.08300676e-09      1            tight
2       253x253     9.99999993e-01       1.34103566e-09      1            tight
3       253x253     9.99999994e-01       9.16190861e-10      1            tight
4       253x253     9.99999995e-01       7.83504346e-10      1            tight
5       253x253     9.99999994e-01       1.16893905e-09      1            tight
6       253x253     9.99999995e-01       9.31003117e-10      1            tight
7       253x253     9.99999995e-01       6.14300497e-10      1            tight
8       253x253     9.99999995e-01       7.46409783e-10      1            tight
9       253x253     9.99999995e-01       6.89513261e-10      1            tight
10      253x253     9.99999995e-01       6.76447841e-10      1            tight
11      253x253     9.99999995e-01       6.78779914e-10      1            tight
12      253x253     9.99999995e-01       6.65582039e-10      1            tight
13      253x253     9.99999995e-01       6.45427480e-10      1            tight
14      253x253     9.99999996e-01       6.40511136e-10      1            tight
15      253x253     9.99999995e-01       6.78392222e-10      1            tight
16      253x253     9.99999996e-01       6.75189864e-10      1            tight
17      253x253     9.99999996e-01       6.78812772e-10      1            tight
18      253x253     9.99999996e-01       5.74426803e-10      1            tight
19      26x26       9.99999997e-01       1.08777537e-09      1            tight
20      22x22       9.99999995e-01       1.83926842e-09      1            tight
21      26x26       9.99999993e-01       1.64027609e-09      1            tight
22      22x22       9.99999993e-01       1.94421511e-09      1            tight
23      26x26       9.99999998e-01       7.94688935e-10      1            tight
24      26x26       9.99999998e-01       1.00027222e-09      1            tight
25      26x26       9.99999998e-01       9.33362977e-10      1            tight
26      26x26       9.99999998e-01       1.01249757e-09      1            tight
27      26x26       9.99999998e-01       8.44924914e-10      1            tight
28      22x22       9.99999996e-01       1.77478980e-09      1            tight
29      22x22       9.99999996e-01       8.94013274e-10      1            tight
30      22x22       9.99999996e-01       1.71064684e-09      1            tight
31      22x22       9.99999996e-01       6.65870594e-10      1            tight
32      22x22       9.99999997e-01       1.71704778e-09      1            tight
33      22x22       9.99999997e-01       1.69591911e-09      1            tight
34      22x22       9.99999997e-01       1.49438940e-09      1            tight
35      22x22       9.99999997e-01       1.72725829e-09      1            tight
36      22x22       9.99999996e-01       1.75336893e-09      1            tight
37      22x22       9.99999996e-01       8.65763750e-10      1            tight
38      22x22       9.99999996e-01       6.59870445e-10      1            tight
39      22x22       9.99999997e-01       6.84700994e-10      1            tight
40      22x22       9.99999997e-01       5.12612134e-10      1            tight
41      22x22       9.99999997e-01       7.77793710e-10      1            tight
42      22x22       9.99999997e-01       7.84260899e-10      1            tight
43      22x22       9.99999998e-01       5.00958400e-10      1            tight
44      22x22       9.99999997e-01       7.98797644e-10      1            tight
45      22x22       9.99999998e-01       5.42121192e-10      1            tight
46      22x22       9.99999996e-01       6.55256194e-10      1            tight
47      22x22       9.99999996e-01       5.81993494e-10      1            tight
48      22x22       9.99999997e-01       5.98991864e-10      1            tight
49      22x22       9.99999997e-01       5.30487651e-10      1            tight
50      22x22       9.99999998e-01       5.53974610e-10      1            tight
51      22x22       9.99999998e-01       5.66558579e-10      1            tight
52      22x22       9.99999997e-01       5.55978227e-10      1            tight
53      22x22       9.99999998e-01       6.01381002e-10      1            tight
54      22x22       9.99999998e-01       5.38764354e-10      1            tight
55      22x22       9.99999996e-01       5.68507186e-10      1            tight
56      22x22       9.99999996e-01       7.87762298e-10      1            tight
57      22x22       9.99999997e-01       5.21011733e-10      1            tight
58      22x22       9.99999997e-01       6.47272225e-10      1            tight
59      22x22       9.99999998e-01       5.36201045e-10      1            tight
60      22x22       9.99999998e-01       4.84473483e-10      1            tight
61      22x22       9.99999997e-01       5.82154983e-10      1            tight
62      22x22       9.99999998e-01       5.30926031e-10      1            tight
63      22x22       9.99999998e-01       5.21607461e-10      1            tight
64      22x22       9.99999996e-01       7.94141970e-10      1            tight
65      22x22       9.99999996e-01       6.34376277e-10      1            tight
66      22x22       9.99999997e-01       7.38968372e-10      1            tight
67      22x22       9.99999997e-01       5.51688098e-10      1            tight
68      22x22       9.99999997e-01       6.29349448e-10      1            tight
69      22x22       9.99999998e-01       6.85117742e-10      1            tight
70      22x22       9.99999997e-01       5.67322831e-10      1            tight
71      22x22       9.99999997e-01       7.27800615e-10      1            tight
72      22x22       9.99999997e-01       6.77697030e-10      1            tight
73      22x22       9.99999996e-01       6.25350023e-10      1            tight
74      22x22       9.99999997e-01       4.56258233e-10      1            tight
75      22x22       9.99999997e-01       5.39155844e-10      1            tight
76      22x22       9.99999997e-01       3.98235242e-10      1            tight
77      22x22       9.99999998e-01       4.74200923e-10      1            tight
78      22x22       9.99999998e-01       5.46180884e-10      1            tight
79      22x22       9.99999998e-01       3.84227243e-10      1            tight
80      22x22       9.99999997e-01       5.77724951e-10      1            tight
81      22x22       9.99999998e-01       5.02848309e-10      1            tight
82      22x22       9.99999997e-01       4.77183880e-10      1            tight
83      22x22       9.99999997e-01       5.31699266e-10      1            tight
84      22x22       9.99999997e-01       4.08998316e-10      1            tight
85      22x22       9.99999997e-01       4.45119546e-10      1            tight
86      22x22       9.99999998e-01       4.01626955e-10      1            tight
87      22x22       9.99999998e-01       3.89139379e-10      1            tight
88      22x22       9.99999998e-01       3.43407691e-10      1            tight
89      22x22       9.99999998e-01       4.24230492e-10      1            tight
90      22x22       9.99999998e-01       3.35408175e-10      1            tight
91      22x22       9.99999997e-01       5.51567944e-10      1            tight
92      22x22       9.99999997e-01       4.98376878e-10      1            tight
93      22x22       9.99999997e-01       4.65462932e-10      1            tight
94      22x22       9.99999997e-01       4.22968241e-10      1            tight
95      22x22       9.99999998e-01       4.67849011e-10      1            tight
96      22x22       9.99999998e-01       4.63454721e-10      1            tight
97      22x22       9.99999998e-01       3.92534740e-10      1            tight
98      22x22       9.99999998e-01       4.91402626e-10      1            tight
99      22x22       9.99999998e-01       4.01580323e-10      1            tight
100     22x22       9.99999997e-01       5.17169036e-10      1            tight
101     22x22       9.99999997e-01       4.93246917e-10      1            tight
102     22x22       9.99999997e-01       4.63682577e-10      1            tight
103     22x22       9.99999997e-01       4.32437414e-10      1            tight
104     22x22       9.99999998e-01       4.51719427e-10      1            tight
105     22x22       9.99999998e-01       4.44140144e-10      1            tight
106     22x22       9.99999998e-01       4.01305748e-10      1            tight
107     22x22       9.99999998e-01       4.63217659e-10      1            tight
108     22x22       9.99999998e-01       3.88425313e-10      1            tight
109     22x22       9.99999997e-01       5.03609962e-10      1            tight
110     22x22       9.99999997e-01       4.94435316e-10      1            tight
111     22x22       9.99999997e-01       4.45358493e-10      1            tight
112     22x22       9.99999997e-01       4.33267635e-10      1            tight
113     22x22       9.99999998e-01       4.46468161e-10      1            tight
114     22x22       9.99999998e-01       4.38790587e-10      1            tight
115     22x22       9.99999998e-01       3.90330027e-10      1            tight
116     22x22       9.99999998e-01       4.53116585e-10      1            tight
