Moment matrix rank condition
================================================================================
Rank threshold: 1.00e-02
Dominant weight threshold: 0.999
Number of moment matrices: 188

Worst rank proxy: 6
Minimum dominant weight: 6.0864445e-01
Maximum second weight: 2.3151897e-01
All blocks rank-one: False

Per-block rank proxy
--------------------------------------------------------------------------------
block   shape       dominant_weight      second_weight       rank_proxy   status
0       351x351     9.60053545e-01       3.98370384e-02      2            not tight
1       253x253     8.16647297e-01       1.80658484e-01      2            not tight
2       253x253     8.70070094e-01       1.28112046e-01      2            not tight
3       253x253     8.90675171e-01       1.07834162e-01      2            not tight
4       253x253     8.58726103e-01       1.39005300e-01      2            not tight
5       253x253     9.23845066e-01       7.30092252e-02      2            not tight
6       253x253     9.50481197e-01       4.42321752e-02      2            not tight
7       253x253     9.77057443e-01       1.74180763e-02      2            not tight
8       253x253     9.91016326e-01       3.41194011e-03      1            not tight
9       253x253     9.87259777e-01       5.97665625e-03      1            not tight
10      253x253     9.90706891e-01       3.81565722e-03      1            not tight
11      253x253     9.94104459e-01       1.27626199e-03      1            not tight
12      253x253     9.95628616e-01       1.05569725e-03      1            not tight
13      253x253     9.96077138e-01       1.09197696e-03      1            not tight
14      253x253     9.96431361e-01       1.06664732e-03      1            not tight
15      253x253     9.96789337e-01       9.89581276e-04      1            not tight
16      253x253     9.97139128e-01       8.98730674e-04      1            not tight
17      253x253     9.97435264e-01       7.87096362e-04      1            not tight
18      253x253     9.97983268e-01       5.66035146e-04      1            not tight
19      26x26       9.76310223e-01       2.36387686e-02      2            not tight
20      22x22       8.92457008e-01       1.06225497e-01      2            not tight
21      26x26       9.47918387e-01       5.19627508e-02      2            not tight
22      22x22       7.86214479e-01       2.10999016e-01      2            not tight
23      26x26       9.80195811e-01       1.97587457e-02      2            not tight
24      26x26       9.75121093e-01       2.48692886e-02      2            not tight
25      26x26       9.98397519e-01       1.57684166e-03      1            not tight
26      26x26       9.51254018e-01       4.86396971e-02      2            not tight
27      26x26       9.66462515e-01       3.34701954e-02      2            not tight
28      22x22       9.10853849e-01       8.78279984e-02      2            not tight
29      22x22       9.14719710e-01       8.43476069e-02      2            not tight
30      22x22       9.03405285e-01       9.61495750e-02      2            not tight
31      22x22       9.06384063e-01       9.30307268e-02      2            not tight
32      22x22       9.10493962e-01       8.84889002e-02      2            not tight
33      22x22       9.98079475e-01       1.28942244e-03      1            not tight
34      22x22       9.98747230e-01       9.53249001e-04      1            not tight
35      22x22       9.27863012e-01       7.11063326e-02      2            not tight
36      22x22       9.45497854e-01       5.34506713e-02      2            not tight
37      22x22       9.08695843e-01       9.03771187e-02      2            not tight
38      22x22       9.15818119e-01       8.33038369e-02      2            not tight
39      22x22       8.34977847e-01       1.64361297e-01      2            not tight
40      22x22       8.45242207e-01       1.54009963e-01      2            not tight
41      22x22       8.69031669e-01       1.30097984e-01      2            not tight
42      22x22       8.85921480e-01       1.13310167e-01      2            not tight
43      22x22       9.98592134e-01       6.30985980e-04      1            not tight
44      22x22       8.94046198e-01       1.05046947e-01      2            not tight
45      22x22       8.80076634e-01       1.18994804e-01      2            not tight
46      22x22       9.06197159e-01       9.27647090e-02      2            not tight
47      22x22       9.07602534e-01       9.08446998e-02      2            not tight
48      22x22       9.95128362e-01       2.87726790e-03      1            not tight
49      22x22       9.94238777e-01       2.90658972e-03      1            not tight
50      22x22       7.99851621e-01       1.98989529e-01      2            not tight
51      22x22       8.99383728e-01       9.98728714e-02      2            not tight
52      22x22       6.13546738e-01       2.31518972e-01      6            not tight
53      22x22       9.03966728e-01       9.52121119e-02      2            not tight
54      22x22       8.30464775e-01       1.68418429e-01      2            not tight
55      22x22       8.75535228e-01       1.22395469e-01      2            not tight
56      22x22       9.30517412e-01       6.65649191e-02      2            not tight
57      22x22       7.79972150e-01       2.18056857e-01      2            not tight
58      22x22       8.62111138e-01       1.34018693e-01      2            not tight
59      22x22       9.00680536e-01       9.83899034e-02      2            not tight
60      22x22       9.72888205e-01       2.59886027e-02      2            not tight
61      22x22       6.08644446e-01       1.69928866e-01      6            not tight
62      22x22       9.25012229e-01       7.36684819e-02      2            not tight
63      22x22       9.19892291e-01       7.91346246e-02      2            not tight
64      22x22       9.17415656e-01       7.95209035e-02      2            not tight
65      22x22       9.55175088e-01       3.99906479e-02      2            not tight
66      22x22       9.88984171e-01       5.79986483e-03      1            not tight
67      22x22       9.85664969e-01       6.10847466e-03      1            not tight
68      22x22       9.29654877e-01       6.89766474e-02      2            not tight
69      22x22       9.14112959e-01       7.89741789e-02      2            not tight
70      22x22       9.94962016e-01       1.86095996e-03      1            not tight
71      22x22       9.44211050e-01       5.35928981e-02      2            not tight
