k,t,u,thetaR1_rad,thetaR2_rad,thetaR1_deg,thetaR2_deg,thetaF1_rad,thetaF2_rad,thetaF1_deg,thetaF2_deg,R1_orth_error,R2_orth_error,F1_orth_error,F2_orth_error,R1_det_error,R2_det_error,F1_det_error,F2_det_error,base_x,base_y,elbow_x,elbow_y,tip_x,tip_y,x1,y1,x2,y2,target_angle_error_norm_rad,target_angle_error_norm_deg,target_step_error_norm_rad,target_step_error_norm_deg,target_error_R1_deg,target_error_R2_deg,target_error_F1_deg,target_error_F2_deg
1.8000000000000000e+01,1.8000000000000002e-02,3.6870591001285948e+00,7.9933382028492678e-02,1.0201125361170436e-01,4.5798454324394937e+00,5.8448142947893365e+00,-7.6988286527640744e-04,1.5503946004999233e-03,-4.4111038899777105e-02,8.8831067188516952e-02,8.0064148896478164e-16,1.9132044606310986e-15,1.0421929328934925e-20,1.1936232653651780e-20,4.4408920985006262e-16,1.3322676295501878e-15,0.0000000000000000e+00,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,3.9924144442112008e-02,-4.9840351392277060e-01,9.0841353991437807e-02,-9.9580419523684971e-01,1.9962072221056008e-02,-2.4920175696138538e-01,6.5382749216774949e-02,-7.4710385457981043e-01,4.3142568980335456e+00,2.4718871199252450e+02,1.7310236981350486e-03,9.9180352140266118e-02,-1.7542015456756050e+02,-1.7415518570521067e+02,-4.4111038899780179e-02,8.8831067188508264e-02
1.9000000000000000e+01,1.9000000000000000e-02,3.6870591001285948e+00,7.9121228200212654e-02,1.0364739339503055e-01,4.5333124457636558e+00,5.9385581990673755e+00,-8.1215382828002923e-04,1.6361397833261823e-03,-4.6532986675838280e-02,9.3743904278039233e-02,1.1107755395536951e-15,1.6052512443937631e-15,5.8588908622710538e-20,9.3093570493985573e-20,6.6613381477509392e-16,1.1102230246251565e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.9519350997890682e-02,-4.9843577409402057e-01,9.1250309075593172e-02,-9.9575248201399691e-01,1.9759675498945344e-02,-2.4921788704701039e-01,6.5384830036741962e-02,-7.4709412805400910e-01,4.3136808685005334e+00,2.4715570793140802e+02,1.8266218085232820e-03,1.0465772039493765e-01,-1.7546668755423633e+02,-1.7406144180093264e+02,-4.6532986675845128e-02,9.3743904278041273e-02
2.0000000000000000e+01,2.0000000000000000e-02,3.6870591001285948e+00,7.8266879082609153e-02,1.0536922952598818e-01,4.4843618470942488e+00,6.0372121423843828e+00,-8.5434911760351169e-04,1.7218361309576243e-03,-4.8950598669407243e-02,9.8653943317006790e-02,1.1108469928761230e-15,2.2229954256531272e-15,1.8771457123059083e-20,3.1401850529756227e-16,6.6613381477509392e-16,1.5543122344752192e-15,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.9093498463083950e-02,-4.9846935550534782e-01,9.1680677310022829e-02,-9.9569625403450024e-01,1.9546749231541975e-02,-2.4923467775267402e-01,6.5387087886553424e-02,-7.4708280476992439e-01,4.3130751769003259e+00,2.4712100435902960e+02,1.9221425744781154e-03,1.1013065714000651e-01,-1.7551563815290575e+02,-1.7396278785761564e+02,-4.8950598669413765e-02,9.8653943317009163e-02
2.1000000000000000e+01,2.1000000000000001e-02,3.6870591001285948e+00,7.7370412864367286e-02,1.0717671424075959e-01,4.4329981163129357e+00,6.1407733880751918e+00,-8.9646621824185000e-04,1.8074847147714092e-03,-5.1363730781311775e-02,1.0356124569080916e-01,1.1108335910315606e-15,2.2248790408688251e-15,1.1190236419425768e-21,1.4595730118201448e-20,8.8817841970012523e-16,1.5543122344752192e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.8646621876121216e-02,-4.9850420120352457e-01,9.2132444351406773e-02,-9.9563523704230850e-01,1.9323310938060612e-02,-2.4925210060176239e-01,6.5389533113764040e-02,-7.4706971912291686e-01,4.3124399165126723e+00,2.4708460661992521e+02,2.0175858530879732e-03,1.1559915418724262e-01,-1.7556700188368706e+02,-1.7385922661192478e+02,-5.1363730781308806e-02,1.0356124569080424e-01
2.2000000000000000e+01,2.1999999999999999e-02,3.6870591001285948e+00,7.6431910026167768e-02,1.0906980139702338e-01,4.3792258646230549e+00,6.2492392923795297e+00,-9.3850283819951492e-04,1.8930871562638004e-03,-5.3772251689881381e-02,1.0846590430433872e-01,9.4242630864016264e-16,2.2248124190374847e-15,2.8697431512600024e-20,3.5189539711684279e-20,6.6613381477509392e-16,1.5543122344752192e-15,1.1102230246251565e-16,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,3.8178757317385403e-02,-4.9854025162438009e-01,9.2605595768819882e-02,-9.9556914339645952e-01,1.9089378658692705e-02,-2.4927012581219013e-01,6.5392176543102698e-02,-7.4705469751042020e-01,4.3117751834893818e+00,2.4704652022318768e+02,2.1129520956519867e-03,1.2106323739418146e-01,-1.7562077413537696e+02,-1.7375076070762049e+02,-5.3772251689887890e-02,1.0846590430434479e-01
2.3000000000000000e+01,2.3000000000000000e-02,3.6870591001285948e+00,7.5451453108259472e-02,1.1104844705029948e-01,4.3230498212325044e+00,6.3626073374641559e+00,-9.8045691790829212e-04,1.9786456532761166e-03,-5.6176043390549761e-02,1.1336804508462711e-01,1.1103022164629612e-15,2.4073932768476180e-15,4.8405723576889272e-20,2.2204465584718293e-16,6.6613381477509392e-16,1.7763568394002505e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.7689941806600208e-02,-4.9857744462281395e-01,9.3100117131036164e-02,-9.9549767209450302e-01,1.8844970903300107e-02,-2.4928872231140706e-01,6.5395029468818242e-02,-7.4703755835865882e-01,4.3110810766071692e+00,2.4700675082830594e+02,2.2082423755335214e-03,1.2652296826001377e-01,-1.7567695017876750e+02,-1.7363739266253586e+02,-5.6176043390542010e-02,1.1336804508461985e-01
2.4000000000000000e+01,2.4000000000000000e-02,3.6870591001285948e+00,7.4429126468780929e-02,1.1311261005653769e-01,4.2644748195065914e+00,6.4808751659486417e+00,-1.0223266394785468e-03,2.0641630062382247e-03,-5.8575001725913220e-02,1.1826782848448650e-01,9.4213877339266059e-16,2.7162583772547759e-15,1.5164166199771115e-19,2.2204462943183443e-16,6.6613381477509392e-16,1.9984014443252818e-15,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.7180213196053621e-02,-4.9861571550312772e-01,9.3615994097758115e-02,-9.9542050879121069e-01,1.8590106598026814e-02,-2.4930785775156394e-01,6.5398103646905931e-02,-7.4701811214716951e-01,4.3103576970108408e+00,2.4696530423045044e+02,2.3034584159713615e-03,1.3197844551904900e-01,-1.7573552518049340e+02,-1.7351912483405135e+02,-5.8575001725906670e-02,1.1826782848448100e-01
2.5000000000000000e+01,2.5000000000000001e-02,3.6870591001285948e+00,7.3365016032982067e-02,1.1526225270102523e-01,4.2035057825994899e+00,6.6040406169391188e+00,-1.0641104357988606e-03,2.1496426444875352e-03,-6.0969036907101461e-02,1.2316545099047703e-01,1.1102370126902141e-15,2.7162944224451992e-15,3.1401851004450477e-16,9.4216425485038196e-20,8.8817841970012523e-16,1.9984014443252818e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.6649610059713497e-02,-4.9865499704953420e-01,9.4153212514769352e-02,-9.9533732581178325e-01,1.8324805029856752e-02,-2.4932749852476718e-01,6.5401411287241487e-02,-7.4699616143065906e-01,4.3096051479469697e+00,2.4692218634521410e+02,2.3986026178955161e-03,1.3742980673444355e-01,-1.7579649421740052e+02,-1.7339595938306087e+02,-6.0969036907091219e-02,1.2316545099047968e-01
2.6000000000000000e+01,2.6000000000000002e-02,3.6870591001285948e+00,7.2259209033480182e-02,1.1749734135375441e-01,4.1401477085720071e+00,6.7321017635780818e+00,-1.1058069995018849e-03,2.2350886527292015e-03,-6.3358074027483127e-02,1.2806114663896456e-01,1.4218069039585846e-15,2.9033434410657453e-15,3.1401850381328681e-16,2.4691253258686242e-19,8.8817841970012523e-16,1.9984014443252818e-15,0.0000000000000000e+00,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,3.6098171578282545e-02,-4.9869521955669965e-01,9.4711758513018454e-02,-9.9524778215873089e-01,1.8049085789141280e-02,-2.4934760977834994e-01,6.5404965045650576e-02,-7.4697150085771569e-01,4.3088235344882602e+00,2.4687740319281943e+02,2.4936780878266449e-03,1.4287722989672019e-01,-1.7585985229142798e+02,-1.7326789823642193e+02,-6.3358074027478353e-02,1.2806114663897403e-01
2.7000000000000000e+01,2.7000000000000000e-02,3.6870591001285948e+00,7.1111793741662960e-02,1.1981784715146576e-01,4.0744056550021082e+00,6.8650569521225808e+00,-1.1474152918172255e-03,2.3205057977113393e-03,-6.5742053569898762e-02,1.3295518854449812e-01,1.4217792219626129e-15,3.0266762757271964e-15,6.1556965648910841e-21,3.1401849181107288e-16,1.1102230246251565e-15,2.2204460492503131e-15,0.0000000000000000e+00,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,3.5525937420230254e-02,-4.9873631086017178e-01,9.5291618611652279e-02,-9.9515152351156233e-01,1.7762968710115134e-02,-2.4936815543008600e-01,6.5408778015941346e-02,-7.4694391718586750e-01,4.3080129632487294e+00,2.4683096088179963e+02,2.5886886659288451e-03,1.4832093503107432e-01,-1.7592559434499790e+02,-1.7313494304787741e+02,-6.5742053569908102e-02,1.3295518854449984e-01
2.8000000000000000e+01,2.8000000000000001e-02,3.6870591001285948e+00,6.9922859190327716e-02,1.2222374670666339e-01,4.0062847230933185e+00,7.0029048425678075e+00,-1.1889345513352565e-03,2.4058995551976214e-03,-6.8120931908790316e-02,1.3784789044522575e-01,1.9103902780968323e-15,3.1603290059053126e-15,3.1401849657260126e-16,2.6597137021631226e-19,1.3322676295501878e-15,1.9984014443252818e-15,2.2204460492503131e-16,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,3.4932947618827773e-02,-4.9877819636654153e-01,9.5892779825028890e-02,-9.9504818221838787e-01,1.7466473809413890e-02,-2.4938909818327090e-01,6.5412863721928394e-02,-7.4691318929246520e-01,4.3071735420898332e+00,2.4678286559216087e+02,2.6836389543040818e-03,1.5376118581852549e-01,-1.7599371527690667e+02,-1.7299709515743217e+02,-6.8120931908798338e-02,1.3784789044521495e-01
2.9000000000000000e+01,2.9000000000000001e-02,3.6870591001285948e+00,6.8692494887618777e-02,1.2471502284399194e-01,3.9357900412845401e+00,7.1456444508383870e+00,-1.2303643027089305e-03,2.4912761373285532e-03,-7.0494681808778159e-02,1.4273960827058019e-01,1.7343971569222391e-15,3.1606859644753697e-15,1.3838241689115812e-20,1.9921242032744992e-19,1.3322676295501878e-15,1.9984014443252818e-15,1.1102230246251565e-16,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,3.4319242445199231e-02,-4.9882079908318544e-01,9.6515229773753791e-02,-9.9493737727849862e-01,1.7159621222599619e-02,-2.4941039954159286e-01,6.5417236109476570e-02,-7.4687908818084248e-01,4.3063053798176281e+00,2.4673312355803105e+02,2.7785343456223997e-03,1.5919829123630749e-01,-1.7606420995871545e+02,-1.7285435554916162e+02,-7.0494681808779436e-02,1.4273960827058169e-01
3.0000000000000000e+01,2.9999999999999999e-02,3.6870591001285948e+00,6.7420790522294841e-02,1.2729166536446415e-01,3.8629267483631158e+00,7.2932751925753960e+00,-1.2717043653239374e-03,2.5766425204722045e-03,-7.2863292921424613e-02,1.4763074173700813e-01,2.0472446128439103e-15,3.1628458062042156e-15,8.3928895315065538e-21,1.3409291823960225e-19,1.5543122344752192e-15,2.2204460492503131e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.3684862277388615e-02,-4.9886403964743076e-01,9.7158956799797525e-02,-9.9481871431494540e-01,1.6842431138694314e-02,-2.4943201982371555e-01,6.5421909538593143e-02,-7.4684137698118869e-01,4.3054085858710422e+00,2.4668174104979880e+02,2.8733810521908848e-03,1.6463260722339743e-01,-1.7613707325163688e+02,-1.7270672480742462e+02,-7.2863292921420575e-02,1.4763074173701327e-01
3.1000000000000000e+01,3.1000000000000000e-02,3.6870591001285948e+00,6.6107835660323869e-02,1.2995367183813927e-01,3.7876999760809973e+00,7.4457969285534835e+00,-1.3129548619709808e-03,2.6620064736751384e-03,-7.5226772282118756e-02,1.5252173597808852e-01,2.0474510038651116e-15,3.3386019600032078e-15,1.0160318768170639e-20,3.1401853236727814e-16,1.5543122344752192e-15,2.4424906541753444e-15,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.3029847465425352e-02,-4.9890783635498326e-01,9.7823950085769135e-02,-9.9469178553610016e-01,1.6514923732712680e-02,-2.4945391817749180e-01,6.5426898775597320e-02,-7.4679981094554226e-01,4.3044832700012670e+00,2.4662872435574420e+02,2.9681861355821447e-03,1.7006453837810243e-01,-1.7621230002391900e+02,-1.7255420307144652e+02,-7.5226772282108695e-02,1.5252173597809868e-01
3.2000000000000000e+01,3.2000000000000001e-02,3.6870591001285948e+00,6.4753719432766380e-02,1.3270104842597416e-01,3.7101148312717767e+00,7.6032100117694759e+00,-1.3541162275574805e-03,2.7473765878348903e-03,-7.7585144809220213e-02,1.5741308321599232e-01,2.0473660084799797e-15,3.1654754594862271e-15,4.2782373669335873e-20,1.1102232382457741e-16,1.5543122344752192e-15,2.2204460492503131e-15,0.0000000000000000e+00,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,3.2354238192354424e-02,-4.9895210518745425e-01,9.8510199778437085e-02,-9.9455616968513438e-01,1.6177119096177219e-02,-2.4947605259372729e-01,6.5432218985395849e-02,-7.4675413743629493e-01,4.3035295419422708e+00,2.4657407976316051e+02,3.0629575369433551e-03,1.7549453969464018e-01,-1.7628988516872823e+02,-1.7239678998823052e+02,-7.7585144809217535e-02,1.5741308321599695e-01
3.3000000000000000e+01,3.3000000000000002e-02,3.6870591001285948e+00,6.3358530214866635e-02,1.3553381073170073e-01,3.6301763774639633e+00,7.7655153362513563e+00,-1.3951892178997291e-03,2.8327623057265859e-03,-7.9938453807812643e-02,1.6230532448188117e-01,2.2204934022055862e-15,3.0362475094469040e-15,7.4741478102473774e-20,1.1102237390018982e-16,1.5543122344752192e-15,2.2204460492503131e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1658074331177795e-02,-4.9899675983882064e-01,9.9217697116609910e-02,-9.9441143197630399e-01,1.5829037165588908e-02,-2.4949837991941048e-01,6.5437885723893946e-02,-7.4670409590756281e-01,4.3025475110723805e+00,2.4651781353896425e+02,3.1577041081281543e-03,1.8092311834686500e-01,-1.7636982362253605e+02,-1.7223448466374865e+02,-7.9938453807805607e-02,1.6230532448188831e-01
3.4000000000000000e+01,3.4000000000000002e-02,3.6870591001285948e+00,6.1922355296226229e-02,1.3845198468472905e-01,3.5478896159833235e+00,7.9327143876448867e+00,-1.4361749186404056e-03,2.9181739530283407e-03,-8.2286761480639625e-02,1.6719905139353167e-01,2.2204590597267385e-15,3.3453843438192665e-15,6.6875826937238280e-20,2.2204471689392270e-16,1.5543122344752192e-15,2.4424906541753444e-15,2.2204460492503131e-16,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,3.0941395297632391e-02,-4.9904171174064765e-01,9.9946434563508296e-02,-9.9425712401687605e-01,1.5470697648816204e-02,-2.4952085587032399e-01,6.5443914930570446e-02,-7.4664941787876249e-01,4.3015372860668242e+00,2.4645993190978729e+02,3.2524356438005091e-03,1.8635083552768392e-01,-1.7645211038401666e+02,-1.7206728561235511e+02,-8.2286761480642387e-02,1.6719905139352248e-01
3.5000000000000000e+01,3.5000000000000003e-02,3.6870591001285948e+00,6.0445280541885762e-02,1.4145560745523197e-01,3.4632594665342920e+00,8.1048092956440954e+00,-1.4770747543404667e-03,3.0036227705029198e-03,-8.4630149449031619e-02,1.7209490799920876e-01,2.5317402314684543e-15,3.6531500674388998e-15,3.1401850534641342e-16,3.1401853587421772e-16,1.7763568394002505e-15,2.6645352591003757e-15,2.2204460492503131e-16,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,3.0204239898707505e-02,-4.9908687008590130e-01,1.0069640594378519e-01,-9.9409278371347931e-01,1.5102119949353763e-02,-2.4954343504295085e-01,6.5450322921246459e-02,-7.4658982689969089e-01,4.3004989745410978e+00,2.4640044104154336e+02,3.3471629146775744e-03,1.9177830835373227e-01,-1.7653674053346572e+02,-1.7189519070435591e+02,-8.4630149449030440e-02,1.7209490799920257e-01
3.6000000000000000e+01,3.6000000000000004e-02,3.6870591001285948e+00,5.8927390044087008e-02,1.4454472840273896e-01,3.3762907472474115e+00,8.2818028883416996e+00,-1.5178904977987606e-03,3.0891209475070241e-03,-8.6968719286880561e-02,1.7699359269760639e-01,2.7104282919432926e-15,3.7975356191153420e-15,3.1401849302417218e-16,2.0700929831286143e-19,1.9984014443252818e-15,2.6645352591003757e-15,2.2204460492503131e-16,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,2.9446646176779365e-02,-4.9913214185117311e-01,1.0146760658537413e-01,-9.9391793516159510e-01,1.4723323088389691e-02,-2.4956607092558675e-01,6.5457126381076869e-02,-7.4652503850638474e-01,4.2994326826849321e+00,2.4633934701845590e+02,3.4418977020876131e-03,1.9720621184539658e-01,-1.7662370925275258e+02,-1.7171819711165830e+02,-8.6968719286884183e-02,1.7699359269761877e-01
3.7000000000000000e+01,3.6999999999999998e-02,3.6870591001285948e+00,5.7368765764429674e-02,1.4771941005975348e-01,3.2869881541764281e+00,8.4636987485862303e+00,-1.5586242796573357e-03,3.1746816570144931e-03,-8.9302593070983469e-02,1.8189586024452922e-01,2.8436448691499839e-15,3.9691667622647253e-15,3.1401849446349767e-16,2.2204467991027353e-16,1.9984014443252818e-15,2.6645352591003757e-15,2.2204460492503131e-16,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,2.8668651249213247e-02,-4.9917743181713553e-01,1.0226003346637463e-01,-9.9373208851684525e-01,1.4334325624606634e-02,-2.4958871590856799e-01,6.5464342357794067e-02,-7.4645476016699108e-01,4.2983385148866162e+00,2.4627665582153330e+02,3.5366528340397604e-03,2.0263528099345984e-01,-1.7671301184582359e+02,-1.7153630125141376e+02,-8.9302593070991296e-02,1.8189586024452389e-01
3.8000000000000000e+01,3.7999999999999999e-02,3.6870591001285948e+00,5.5769487166074314e-02,1.5097972915210939e-01,3.1953562402250681e+00,8.6505012724441475e+00,-1.5992785983553607e-03,3.2603190923559244e-03,-9.1631913951360083e-02,1.8680252385791773e-01,3.1559153794907775e-15,3.9672056853704767e-15,1.3075495611126897e-19,5.1693678474208075e-20,2.2204460492503131e-15,2.6645352591003757e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7870291143254466e-02,-4.9922264258704274e-01,1.0307368536721197e-01,-9.9353473984665475e-01,1.3935145571627243e-02,-2.4961132129352162e-01,6.5471988255233343e-02,-7.4637869121684952e-01,4.2972165733473364e+00,2.4621237330647213e+02,3.6314422230208812e-03,2.0806631292470193e-01,-1.7680464375977493e+02,-1.7134949872755587e+02,-9.1631913951349758e-02,1.8680252385792975e-01
3.9000000000000000e+01,3.9000000000000000e-02,3.6870591001285948e+00,5.4129630835574441e-02,1.5432577765800423e-01,3.1013993934796154e+00,8.8422157298779762e+00,-1.6398563304998723e-03,3.3460485058948433e-03,-9.3956846745452946e-02,1.9171445743382948e-01,3.1559346330094006e-15,3.7982844072626052e-15,1.1102236697722579e-16,1.1710608347568548e-19,2.2204460492503131e-15,2.6645352591003757e-15,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7051600625997246e-02,-4.9926767460308458e-01,1.0390856302834216e-01,-9.9332537096079188e-01,1.3525800312998632e-02,-2.4963383730154254e-01,6.5480081827169828e-02,-7.4629652278193903e-01,4.2960669576851203e+00,2.4614650518096502e+02,3.7262809057399190e-03,2.1350016917908310e-01,-1.7689860060652038e+02,-1.7115778427012202e+02,-9.3956846745448186e-02,1.9171445743383431e-01
4.0000000000000000e+01,4.0000000000000001e-02,3.6870591001285948e+00,5.2449270093847110e-02,1.5775766390788401e-01,3.0051218149191667e+00,9.0388483277650664e+00,-1.6803607417273292e-03,3.4318862498797747e-03,-9.6277578560448523e-02,1.9663259788709053e-01,3.3306884021675349e-15,3.8366060374557135e-15,1.3371377822439388e-19,1.1102235879228873e-16,2.2204460492503131e-15,2.6645352591003757e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.6212613029186059e-02,-4.9931242616039723e-01,1.0476466931380723e-01,-9.9310344921919858e-01,1.3106306514593040e-02,-2.4965621308019886e-01,6.5488641171496775e-02,-7.4620793768979865e-01,4.2948897645279347e+00,2.4607905698138660e+02,3.8211850850818699e-03,2.1893777811352955e-01,-1.7699487818508084e+02,-1.7096115167223493e+02,-9.6277578560458571e-02,1.9663259788708437e-01
4.1000000000000000e+01,4.1000000000000002e-02,3.6870591001285948e+00,5.0728474595710948e-02,1.6127551372761667e-01,2.9065274954708524e+00,9.2404062753966070e+00,-1.7207954981361647e-03,3.5178498197326671e-03,-9.8594319448314358e-02,2.0155794763153928e-01,3.3306961086729507e-15,4.1454763326933206e-15,2.2204461983791794e-16,3.1401849246225389e-16,2.2204460492503131e-15,2.8865798640254070e-15,2.2204460492503131e-16,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,2.5353360068566280e-02,-4.9935679341852718e-01,1.0564200938098466e-01,-9.9286842731542679e-01,1.2676680034283148e-02,-2.4967839670926384e-01,6.5497684724775601e-02,-7.4611261036697774e-01,4.2936850870953522e+00,2.4601003404882496e+02,3.9161721745346080e-03,2.2438013744740304e-01,-1.7709347250452913e+02,-1.7075959372460338e+02,-9.8594319448303436e-02,2.0155794763154686e-01
4.2000000000000000e+01,4.2000000000000003e-02,3.6870591001285948e+00,4.8967309917333599e-02,1.6487947162767397e-01,2.8056201923723152e+00,9.4468978526127199e+00,-1.7611646783773503e-03,3.6039579000572979e-03,-1.0090730309853721e-01,2.0649157721611411e-01,3.2023828435723965e-15,4.1461176923270679e-15,5.5643530758912418e-20,2.0695421856638162e-19,2.2204460492503131e-15,2.8865798640254070e-15,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.4473871657460032e-02,-4.9940067041013692e-01,1.0654059085691620e-01,-9.9261974303389255e-01,1.2236935828730025e-02,-2.4970033520506868e-01,6.5507231257188242e-02,-7.4601020672201557e-01,4.2924530147681574e+00,2.4593944150442184e+02,4.0112608453889854e-03,2.2982831696686751e-01,-1.7719437980762768e+02,-1.7055310214738728e+02,-1.0090730309853321e-01,2.0649157721612682e-01
4.3000000000000000e+01,4.3000000000000003e-02,3.6870591001285948e+00,4.7165837130836163e-02,1.6856970204135077e-01,2.7024034047983401e+00,9.6583324807472177e+00,-1.8014727864974368e-03,3.6902304136768242e-03,-1.0321678757397516e-01,2.1143462813449790e-01,3.3307087136084275e-15,4.2836371333870769e-15,1.1871078663471134e-19,1.3169466350295715e-19,2.4424906541753444e-15,2.8865798640254070e-15,2.2204460492503131e-16,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,2.3574175714198963e-02,-4.9944394904673345e-01,1.0746042402164692e-01,-9.9235681897903816e-01,1.1787087857099490e-02,-2.4972197452336697e-01,6.5517299867923068e-02,-7.4590038401288661e-01,4.2911936326451325e+00,2.4586728422397829e+02,4.1064710770338997e-03,2.3528346140658402e-01,-1.7729759659520164e+02,-1.7034166751925278e+02,-1.0321678757397586e-01,2.1143462813449512e-01
4.4000000000000000e+01,4.3999999999999997e-02,3.6870591001285948e+00,4.5324112365199412e-02,1.7234639061538873e-01,2.5968803487026335e+00,9.8747207965748736e+00,-1.8417247656367496e-03,3.7766885740379633e-03,-1.0552305609570642e-01,2.1638831582765641e-01,3.5108407992832677e-15,4.2824074361828344e-15,7.9908778991882508e-20,1.6574682837299220e-19,2.4424906541753444e-15,3.1086244689504383e-15,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.2654297962997005e-02,-4.9948651912119085e-01,1.0840152199905485e-01,-9.9207906227436338e-01,1.1327148981498511e-02,-2.4974325956059568e-01,6.5527909981026075e-02,-7.4578279069777786e-01,4.2899070210861847e+00,2.4579356681177785e+02,4.2018242107004500e-03,2.4074679352902414e-01,-1.7740311965129737e+02,-1.7012527920342512e+02,-1.0552305609569777e-01,2.1638831582765922e-01
4.5000000000000000e+01,4.4999999999999998e-02,3.6870591001285948e+00,4.3442186352504915e-02,1.7620974555673932e-01,2.4890539308193556e+00,1.0096074729475273e+01,-1.8819260126944955e-03,3.8633549413506132e-03,-1.0782641788327799e-01,2.2135393290040181e-01,3.8202079389155460e-15,4.4257624545221032e-15,7.5850365134847251e-20,1.0403656042282979e-19,2.6645352591003757e-15,3.1086244689504383e-15,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.1714261727793772e-02,-4.9952826830682651e-01,1.0936390095570572e-01,-9.9178586422914128e-01,1.0857130863896895e-02,-2.4976413415341353e-01,6.5539081341749905e-02,-7.4565706626798478e-01,4.2885932552408370e+00,2.4571829357357097e+02,4.2973430070351124e-03,2.4621961742316997e-01,-1.7751094606918065e+02,-1.6990392527052472e+02,-1.0782641788328086e-01,2.2135393290039437e-01
4.6000000000000000e+01,4.5999999999999999e-02,3.6870591001285948e+00,4.1520103958422316e-02,1.8015999903960597e-01,2.3789267217620216e+00,1.0322407582050387e+01,-1.9220823940826017e-03,3.9502534828666719e-03,-1.1012720905733415e-01,2.2633285257511435e-01,3.8202189207514931e-15,4.2855461518400191e-15,8.2787024849400478e-20,3.6252432846067870e-20,2.6645352591003757e-15,3.1086244689504383e-15,2.2204460492503131e-16,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0754087718541630e-02,-4.9956908215278001e-01,1.1034758030832664e-01,-9.9147659997047322e-01,1.0377043859270824e-02,-2.4978454107639028e-01,6.5550834013434284e-02,-7.4552284106162747e-01,4.2872524045610048e+00,2.4564146848865934e+02,4.3930517079296821e-03,2.5170332204710877e-01,-1.7762107327823796e+02,-1.6967759241794963e+02,-1.1012720905733675e-01,2.2633285257512264e-01
4.7000000000000000e+01,4.7000000000000000e-02,3.6870591001285948e+00,3.9557903695720993e-02,1.8419740867734671e-01,2.2665009281497746e+00,1.0553734114458374e+01,-1.9622002627013228e-03,4.0374096377407201e-03,-1.1242579361224721e-01,2.3132653240798587e-01,4.0029877656804442e-15,4.4303108486332147e-15,2.2204461622030768e-16,5.1199621486323893e-20,2.6645352591003757e-15,3.1086244689504383e-15,0.0000000000000000e+00,1.1102230246251565e-16,0.0000000000000000e+00,0.0000000000000000e+00,1.9773793809346692e-02,-4.9960884407542810e-01,1.1135258294055767e-01,-9.9115062803815612e-01,9.8868969046733545e-03,-2.4980442203771433e-01,6.5563188374952341e-02,-7.4537973605679297e-01,4.2858845322968193e+00,2.4556309518100852e+02,4.4889761030627393e-03,2.5719938504057821e-01,-1.7773349907185022e+02,-1.6944626588554161e+02,-1.1242579361224762e-01,2.3132653240799661e-01
