Moment matrix rank condition
================================================================================
Rank threshold: 1.00e-02
Dominant weight threshold: 0.999
Number of moment matrices: 188

Worst rank proxy: 1
Minimum dominant weight: 9.9999999e-01
Maximum second weight: 6.0948956e-10
All blocks rank-one: True

Per-block rank proxy
--------------------------------------------------------------------------------
block   shape       dominant_weight      second_weight       rank_proxy   status
0       351x351     9.99999997e-01       2.01602794e-10      1            tight
1       253x253     9.99999995e-01       4.91492688e-10      1            tight
2       253x253     9.99999995e-01       5.43625844e-10      1            tight
3       253x253     9.99999995e-01       5.65805431e-10      1            tight
4       253x253     9.99999995e-01       5.75681007e-10      1            tight
5       253x253     9.99999995e-01       5.85730413e-10      1            tight
6       253x253     9.99999995e-01       5.98504475e-10      1            tight
7       253x253     9.99999995e-01       6.06637121e-10      1            tight
8       253x253     9.99999995e-01       6.09489562e-10      1            tight
9       253x253     9.99999995e-01       6.08371506e-10      1            tight
10      253x253     9.99999995e-01       6.07070572e-10      1            tight
11      253x253     9.99999995e-01       6.04051022e-10      1            tight
12      253x253     9.99999995e-01       6.00597010e-10      1            tight
13      253x253     9.99999995e-01       5.94794616e-10      1            tight
14      253x253     9.99999995e-01       5.84383287e-10      1            tight
15      253x253     9.99999995e-01       5.72750023e-10      1            tight
16      253x253     9.99999995e-01       5.94824030e-10      1            tight
17      253x253     9.99999995e-01       6.01884485e-10      1            tight
18      253x253     9.99999996e-01       5.65008312e-10      1            tight
19      26x26       9.99999997e-01       2.13220929e-10      1            tight
20      22x22       9.99999997e-01       4.01669101e-10      1            tight
21      26x26       9.99999998e-01       1.74153774e-10      1            tight
22      22x22       9.99999997e-01       3.85535202e-10      1            tight
23      26x26       9.99999999e-01       1.25831495e-10      1            tight
24      26x26       9.99999999e-01       1.29681288e-10      1            tight
25      26x26       9.99999998e-01       1.57828005e-10      1            tight
26      26x26       9.99999999e-01       1.44857911e-10      1            tight
27      26x26       9.99999999e-01       1.25623486e-10      1            tight
28      22x22       9.99999997e-01       3.78134621e-10      1            tight
29      22x22       9.99999996e-01       4.17980102e-10      1            tight
30      22x22       9.99999997e-01       3.70488919e-10      1            tight
31      22x22       9.99999997e-01       4.02742549e-10      1            tight
32      22x22       9.99999998e-01       3.33309325e-10      1            tight
33      22x22       9.99999998e-01       3.37683609e-10      1            tight
34      22x22       9.99999998e-01       2.89991130e-10      1            tight
35      22x22       9.99999998e-01       3.52455146e-10      1            tight
36      22x22       9.99999998e-01       2.95668482e-10      1            tight
37      22x22       9.99999996e-01       4.29441058e-10      1            tight
38      22x22       9.99999996e-01       4.36601396e-10      1            tight
39      22x22       9.99999997e-01       3.91657681e-10      1            tight
40      22x22       9.99999997e-01       4.12345524e-10      1            tight
41      22x22       9.99999998e-01       3.92138186e-10      1            tight
42      22x22       9.99999998e-01       3.63394825e-10      1            tight
43      22x22       9.99999998e-01       3.14935335e-10      1            tight
44      22x22       9.99999998e-01       3.87718686e-10      1            tight
45      22x22       9.99999998e-01       3.06067550e-10      1            tight
46      22x22       9.99999996e-01       4.52334579e-10      1            tight
47      22x22       9.99999996e-01       4.41207139e-10      1            tight
48      22x22       9.99999997e-01       4.16892698e-10      1            tight
49      22x22       9.99999997e-01       4.12593153e-10      1            tight
